ABP_code,CBS_code,Naam_gemeente,ozb_waarde_woningen_eigenaren,ozb_waarde_niet_woningen_gebruikers,ozb_waarde_niet_woningen_eigenaren,belastingcapaciteit_niet_woningen_eigenaren_in_mln,bijstandsontvangers,ABW_schaalnadeel,ABW_schaalvoordeel,eenouderhuishoudens,inwoners,inwoners_kl_20_jaar,inwoners_gr_64_jaar,inwoners_75___85_jaar,Inwoners_waddengemeenten_7501,Inwoners_waddengemeenten_2501,Inwoners_waddengemeenten_1,krimp,lage_inkomens,lage_inkomens_drempel,minderheden,uitkeringsontvangers,extra_groei_jongeren,extra_groei_leerlingen_VO,klantenpotentieel_lokaal,klantenpotentieel_regionaal,leerlingen_VO,leerlingen_VSO,bedrijfsvestigingen,bewoond_oord_historische_kern,bewoonde_oorden_1930,hist_kern_I_kl_41_ha,hist_kern_I_gr_40_ha,hist_kern_I__gr_64_ha,hist_kern_II_kl_41_ha,hist_kern_II_gr_64_ha,hist_kern_III_kl_41_ha,hist_kern_IV_kl_41_ha,hist_kern_V_kl_41_ha,Historische_waterweg,isv_a,isv_b,kernen,kernen_x_bodemfactor_buitengebied,kernen_met_500_adressen_of_meer,nieuwbouwwoningen,oad_x_percentage_slechte_bodem,oeverlengte_x_factor_bodem,oeverlengte_x_factor_bodem_x_dichtheidsfactor,omgevingsadressendichtheid,oppervlak_bebouwing,opp_beb_woonkern_x_bodemfactor,opp_beb_buitengebied_x_bodemfactor,oppervlakte_binnenwater,oppervlakte_buitenwater,oppervlakte_land,opp_land_x_percentage_slechte_bodem,opp_land_x_factor_bodem,woonruimten,woonruimten_x_bodemfactor_woonkern,woonruimten_x_percentage_slechte_bodem,vast_bedrag,vast_bedrag_Amsterdam,vast_bedrag_Rotterdam,vast_bedrag_Den_Haag,vast_bedrag_Utrecht,vast_bedrag_Baarle_Nassau,vast_bedrag_waddengemeenten,Herindeling,rioleringen,Suppletie_bommenregeling,Suppletie_uitkering_OZB,Aanvullende_Uitkering,Aanvullende_uitkering_volgend_jaar,Antillianengemeenten,Beeldende_kunst_en_vormgeving,Bestaand_Rotterdams_gebied,Bodemsanering,Centra_voor_jeugd_en_gezin,Combinatiefuncties,Eigen_kracht,Gezond_in_de_stad,Green_Deal,Herstructurering_bedrijfsterreinen,ISV,Jeugd,Jeugdwerkloosheid,Jeugdzorg,LHBT_emancipatiebeleid,Maatschappelijke_opvang,Nationale_gebiedsontwikkelingen,Programma_Kwaliteitssprong_Zuid,Spoorse_doorsnijdingen,Sterke_regio_s,Veiligheidshuizen,Versterking_peuterspeelzalen,Vrouwenopvang,VSV_RMC_regio_G4,Zichtbare_Schakel,Quick_Wins_Binnenhavens,WE_CAN_Young,Werkgeversdienstverlening,Voorbereiding_ESF_programma,Kosten_uitvoering_inburgering,Knelpunten_verdeelproblematiek,Uitvoeringskosten_inburgering,WMO,WUW_middelen_GF,Jaar,uitkering,VTH_provinciale_taken,Bijdrage_IODS_kwaliteitsprojecten,Zuiderzeelijn,Mantelzorg,Pilot_Participatieverklaring,Meetsysteem_van_Geluidsnet,Erfgoed_en_ruimte,Aldel,Koopkrachttegemoetkoming,Beter_benutten,Facbesluit_opvangcentra,Oversampling_woOn,Implementatie_participatiewet,Pilot_integraal_PGB,Ondersteuning_raadsman_Loppersum,minderheden_drempel,huishoudens,achterstandsleerlingen_drempel,oad_drempel,Suppletie_uitkering,Groeiopgave_Almere,Programma_verbetering_GGZ,Huishoudelijke_hulp_toelage,Bed_bad_en_brood,Nota_Ruimte,Nieuwe_Kans_Rotterdam,Pilot_nabestaanden,EIP_Waterconferentie,Herstructurering_wsw_sector,Wijkaanpak_Den_Haag,Kennisplatform_Nalevingnet,Link2Work,Projectstimuleringsregeling,Stimulering_regarbeidsmigranten,IPSV,City_Deal,Sociaal_domein,eenpersoonshuishoudens,loonkostensubsidie,oppervlak_bebouwing_woonkernen,oppervlak_bebouwing_buitengebied,Cumulatieregeling_GF,Bevolkingsdaling,Versterking_aanpak_jihadisme,Voorschoolse_voorz_peuters,Actieplan_Luchtkwaliteit,Projectstimuleringsreg_Inter_V,Kracht_on_Tour,Pilot_weerbaar_opvoeden,Geg_uitwisseling_nazorg_ex_ged,Jaarconferentie_Techniekpact,Vierkant_voor_Werk,Leeuwarden_Culturele_Hoofdstad,Expositie_The_STEC_Food,MIRT_onderzoek_A2,Business_Marathon_Smart_Mob,Asiel_partieel_effect,Asiel_participatie_en_integr,Scholenprogramma_Groningen,Huisvesting_onderwijs_asiel,Aansluiting_A58,Nieuwe_Hollandse_Waterlinie,Innovatieve_aanpak_energie,Twinning_arbeidsbemiddeling,OV_SAAL_MLT,Pilot_EU_migranten,HSL_Zuid_geluidsproces,Arbeidsparticipatie,Marken_boven_water,Suppletie_uitkering_VHROSV,BRP_straten,Basisreg_Grootschalige_Topogr,Armoedebestrijding_kinderen
10391,531,Hendrik-Ido-Ambacht,2133200000.00,253050000.00,254800000.00,254.80,199.00,0.36,100.00,649.00,28641.00,7726.00,4285.00,1422.00,0.00,0.00,0.00,0.00,2550.00,1373.70,1215.00,1065.00,955.50,0.00,26940.00,10290.00,0.00,0.00,1540.00,0.00,964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.24,1.00,0.00,9451.81,1110.12,62618.37,19691.26,98.00,128.25,3.72,134.00,0.00,1056.00,506.88,1393.92,11763.00,15880.05,5646.24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.04,0.00,202971.00,0.00,0.00,0.00,0.00,0.00,0.00,669226.00,120120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49846.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18348.00,4276.00,0.00,1884279.00,0.00,2013-01-01,22084941.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410,534,Hillegom,1823600000.00,318850000.00,323400000.00,323.40,188.00,0.35,95.17,612.00,20868.00,4640.00,3883.00,1252.00,0.00,0.00,0.00,0.00,2710.00,1754.70,580.00,1216.00,0.00,80.00,19120.00,4950.00,592.00,130.68,1330.00,0.00,1874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.08,1.00,0.00,0.00,1702.58,36130.17,13679.90,120.00,113.22,18.72,55.00,0.00,1291.00,0.00,1407.19,9553.00,10603.83,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1621.00,0.00,0.00,0.00,0.00,0.00,0.00,434045.00,68880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36383.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13273.00,0.00,0.00,1914896.00,0.00,2013-01-01,16994435.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11757,1884,Kaag en Braassem,2428400000.00,341950000.00,373450000.00,373.45,150.00,0.30,78.20,532.00,25715.00,6088.00,4430.00,1337.00,0.00,0.00,0.00,0.00,2560.00,1489.70,330.00,925.00,0.00,0.00,19150.00,2890.00,219.20,0.00,1953.00,0.00,542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,17.36,6.00,0.00,2416.20,6361.25,56540.79,5619.08,182.00,170.24,60.76,895.00,0.00,6329.00,2721.47,7911.25,10703.00,13699.84,4602.29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29599.13,0.00,-97997.00,0.00,0.00,0.00,0.00,0.00,0.00,515509.00,47280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73241.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16005.00,0.00,0.00,1836445.00,0.00,2013-01-01,18599823.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11748,537,Katwijk,5224800000.00,857500000.00,874300000.00,874.30,591.00,0.63,257.80,1451.00,62688.00,16380.00,9644.00,2967.00,0.00,0.00,0.00,0.00,6770.00,4218.00,1220.00,3166.00,0.00,0.00,64620.00,50460.00,1872.80,1215.06,3050.00,0.00,5004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00,1467.00,35140.73,49559.84,282.00,230.00,52.00,163.00,497.00,2454.00,0.00,2454.00,25520.00,25520.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15284.83,0.00,-124332.00,0.00,0.00,0.00,0.00,0.00,0.00,1405208.00,281960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119412.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47626.00,0.00,0.00,5153728.00,0.00,2013-01-01,49232710.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11800,588,Korendijk,866800000.00,80500000.00,93450000.00,93.45,56.00,0.14,33.18,213.00,10774.00,2615.00,1936.00,588.00,0.00,0.00,0.00,0.00,1040.00,592.00,95.00,403.00,0.00,0.00,5550.00,180.00,0.00,0.00,724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,9.28,4.00,0.00,201.60,3164.48,4682.18,1344.00,72.00,57.15,30.16,2438.00,0.00,7609.00,1141.35,8826.44,4480.00,5689.60,672.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,647.57,0.00,-45621.00,0.00,0.00,0.00,0.00,0.00,0.00,219191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38548.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6246.00,70176.00,0.00,878390.00,0.00,2013-01-01,8609823.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10489,542,Krimpen aan den IJssel,2254400000.00,322700000.00,325150000.00,325.15,357.00,0.50,166.27,839.00,28855.00,7016.00,6162.00,2107.00,0.00,0.00,0.00,0.00,3260.00,1929.80,920.00,1380.00,0.00,0.00,24590.00,6390.00,1080.80,0.00,1573.00,0.00,925.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.36,1.00,0.00,15649.80,1216.83,117692.61,24076.62,117.00,154.78,10.88,129.00,0.00,766.00,497.90,1080.06,13302.00,18888.84,8646.30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468510.00,0.00,0.00,0.00,0.00,0.00,0.00,636195.00,87600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18738.00,3318.00,0.00,2672557.00,0.00,2013-01-01,25633108.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11752,1621,Lansingerland,4966400000.00,1122800000.00,1152550000.00,1152.55,403.00,0.54,184.76,1444.00,56506.00,16277.00,7360.00,2304.00,0.00,0.00,0.00,0.00,4010.00,1756.80,3050.00,1845.00,2704.10,2202.30,46050.00,16560.00,2753.60,0.00,3913.00,0.00,501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,8.96,2.00,418.00,17117.11,4845.24,79977.74,26745.48,353.00,336.69,117.76,255.00,0.00,5383.00,3445.12,6944.07,22532.00,29066.28,14420.48,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1017.61,0.00,183161.00,0.00,0.00,0.00,0.00,0.00,0.00,1420064.00,135520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110771.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42551.00,0.00,0.00,2533471.00,0.00,2013-01-01,42424991.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10507,545,Leerdam,1509600000.00,230300000.00,249200000.00,249.20,269.00,0.43,129.98,584.00,20718.00,5066.00,3674.00,1100.00,0.00,0.00,0.00,0.00,2690.00,1801.80,2440.00,1623.00,0.00,0.00,22680.00,7250.00,938.40,0.00,1198.00,810.00,1635.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.32,1.00,0.00,4655.68,1440.12,19267.38,10827.16,115.00,119.21,31.92,68.00,0.00,3374.00,1450.82,4453.68,8882.00,11635.42,3819.26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125439.00,0.00,0.00,0.00,0.00,0.00,0.00,509893.00,90160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67541.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45575.94,0.00,0.00,27959.00,0.00,0.00,0.00,0.00,20299.00,23621.00,0.00,2324543.00,0.00,2013-01-01,20186273.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10511,546,Leiden,9648000000.00,2426200000.00,2451050000.00,2451.05,3002.00,0.90,1060.10,3495.00,119800.00,24320.00,15985.00,4797.00,0.00,0.00,0.00,0.00,18090.00,12133.70,11180.00,8783.00,0.00,3.70,143230.00,160630.00,8154.40,4714.14,6730.00,17166.00,17166.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,0.00,21850.00,0.01,0.01,2.00,2.48,1.00,0.00,34913.45,2375.10,200581.34,205373.22,390.00,433.55,17.36,137.00,0.00,2190.00,372.30,2562.30,59563.00,68497.45,10125.71,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32099.30,0.00,5403055.00,0.00,0.00,0.00,150000.00,0.00,343317.00,2486634.00,284600.00,0.00,62415.00,0.00,0.00,2048668.00,213580.00,451000.00,189525.00,20000.00,5289318.00,0.00,0.00,11900000.00,0.00,294910.00,169446.48,4316835.00,0.00,175477.00,0.00,20000.00,130000.00,100000.00,169422.00,0.00,0.00,9087992.00,0.00,2013-01-01,161728863.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10512,547,Leiderdorp,2377200000.00,331800000.00,333550000.00,333.55,311.00,0.47,147.47,829.00,26743.00,6354.00,5174.00,1700.00,0.00,0.00,0.00,0.00,2810.00,1571.00,1750.00,1452.00,0.00,115.30,23030.00,7080.00,591.20,211.06,1448.00,0.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.58,1.00,0.00,11614.88,1099.82,53213.34,27654.48,95.00,114.08,3.87,70.00,0.00,1158.00,486.36,1470.66,12390.00,15363.60,5203.80,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91216.00,0.00,0.00,0.00,0.00,0.00,0.00,600480.00,48720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48994.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30449.00,0.00,0.00,2318816.00,0.00,2013-01-01,22855048.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11724,1916,Leidschendam-Voorburg,7024400000.00,772450000.00,795550000.00,795.55,1480.00,0.81,572.96,2588.00,72588.00,15088.00,15563.00,5351.00,0.00,0.00,0.00,0.00,10420.00,6688.90,5145.00,4391.00,0.00,0.00,66230.00,40190.00,3825.60,289.48,3972.00,0.00,6047.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,4.00,4.92,2.00,0.00,24096.94,3019.48,94369.70,104769.29,254.00,250.16,23.37,299.00,0.00,3262.00,750.26,3783.92,37311.00,39549.66,8581.53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,797.40,0.00,86303.00,0.00,0.00,0.00,0.00,0.00,0.00,1568549.00,150240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136655.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,109507.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83150.00,0.00,0.00,7834195.00,0.00,2013-01-01,71124715.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10530,553,Lisse,2072000000.00,413700000.00,423850000.00,423.85,164.00,0.32,84.51,579.00,22393.00,5144.00,4240.00,1427.00,0.00,0.00,0.00,0.00,2720.00,1736.30,340.00,998.00,0.00,0.00,20960.00,5990.00,1312.00,249.48,1457.00,0.00,1325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.21,1.00,0.00,718.10,1164.90,19629.10,14362.02,121.00,119.70,18.19,37.00,0.00,1568.00,78.40,1724.80,9837.00,11214.18,491.85,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.02,0.00,-110051.00,0.00,0.00,0.00,0.00,0.00,0.00,457792.00,65200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42493.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14834.00,0.00,0.00,2010053.00,0.00,2013-01-01,17657213.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,556,Maassluis,2297200000.00,309050000.00,312200000.00,312.20,719.00,0.67,305.74,1053.00,31985.00,7016.00,6173.00,1822.00,0.00,0.00,0.00,0.00,4310.00,2824.10,4595.00,2315.00,0.00,41.90,31030.00,13570.00,967.20,116.82,1404.00,2422.00,2422.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3750.00,0.00,0.00,1.00,1.23,1.00,0.00,11213.34,589.00,34762.51,28752.17,102.00,125.24,1.23,164.00,0.00,848.00,330.72,1051.52,14859.00,18425.16,5795.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8681.00,0.00,0.00,0.00,0.00,0.00,0.00,765441.00,70080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80923.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50443.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62850.00,0.00,0.00,3213251.00,0.00,2013-01-01,31746639.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,1842,Midden-Delfland,1740400000.00,279300000.00,296800000.00,296.80,91.00,0.21,50.63,363.00,18251.00,4800.00,2870.00,965.00,0.00,0.00,0.00,0.00,1420.00,688.20,370.00,594.00,0.00,0.00,9590.00,640.00,0.00,0.00,1186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,13.50,3.00,0.00,4890.25,3765.23,32615.81,8891.37,115.00,87.33,58.05,204.00,0.00,4734.00,2603.70,6296.22,7318.00,9001.14,4024.90,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101295.81,458518.00,48128.00,0.00,0.00,0.00,0.00,0.00,0.00,394672.00,60400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51387.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9369.00,0.00,0.00,1023894.00,0.00,2013-01-01,13240641.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11780,1927,Molenwaard,2227600000.00,407050000.00,430850000.00,430.85,148.00,0.30,77.29,516.00,29190.00,8718.00,4381.00,1227.00,0.00,0.00,0.00,0.00,2450.00,1350.10,265.00,901.00,0.00,0.00,18820.00,1080.00,0.00,0.00,2103.00,0.00,892.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2450.00,0.00,0.00,19.00,28.88,7.00,0.00,3031.32,11587.74,76340.02,4663.58,222.00,210.25,117.04,823.00,0.00,11825.00,7686.25,17855.75,10999.00,15948.55,7149.35,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3199247.11,0.00,0.00,-5644.00,0.00,0.00,0.00,0.00,0.00,0.00,698774.00,88000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103095.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14834.00,88678.00,0.00,1737545.00,0.00,2013-01-01,25240876.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,643,Nederlek,1146400000.00,168000000.00,176750000.00,176.75,142.00,0.29,74.56,347.00,14131.00,3179.00,2729.00,811.00,0.00,0.00,0.00,0.00,1650.00,1017.50,230.00,594.00,0.00,31.30,9290.00,660.00,928.80,0.00,907.00,0.00,1752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,9.78,2.00,0.00,3574.38,4466.65,57388.73,5584.98,78.00,89.05,21.19,351.00,0.00,2773.00,1774.72,4353.61,6325.00,8665.25,4048.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50052.00,0.00,0.00,0.00,0.00,0.00,0.00,281895.00,43200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36431.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12102.00,21790.00,0.00,1314940.00,0.00,2013-01-01,12471475.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11750,569,Nieuwkoop,2464000000.00,412300000.00,447650000.00,447.65,171.00,0.33,87.64,594.00,27082.00,6447.00,4592.00,1298.00,0.00,0.00,0.00,0.00,2700.00,1561.90,505.00,1392.00,0.00,150.60,18170.00,1010.00,335.20,0.00,2096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,19.04,6.00,0.00,2183.33,12302.54,95354.49,4962.12,200.00,181.89,80.24,1300.00,0.00,7816.00,3439.04,10473.44,11381.00,14681.49,5007.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20203.46,0.00,171862.00,0.00,0.00,0.00,0.00,0.00,0.00,552478.00,50760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83205.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17957.00,0.00,0.00,2080935.00,0.00,2013-01-01,20508182.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,575,Noordwijk,3337200000.00,525000000.00,557900000.00,557.90,208.00,0.37,103.92,744.00,25671.00,5362.00,4792.00,1383.00,0.00,0.00,0.00,0.00,3380.00,2019.80,555.00,1568.00,0.00,47.90,23360.00,8110.00,866.40,723.14,1933.00,0.00,2198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,0.00,0.00,476.00,3400.89,19056.40,131.00,120.00,11.00,17.00,1559.00,3576.00,0.00,3576.00,13602.00,13602.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79634.00,0.00,0.00,0.00,0.00,0.00,0.00,502326.00,64400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69263.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46597.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16786.00,0.00,0.00,2369734.00,0.00,2013-01-01,20111127.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,576,Noordwijkerhout,1521200000.00,283150000.00,301700000.00,301.70,116.00,0.25,62.53,436.00,15740.00,3611.00,2916.00,934.00,0.00,0.00,0.00,0.00,1840.00,1106.40,230.00,938.00,0.00,441.30,11650.00,1750.00,1107.20,0.00,1183.00,0.00,544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,2.00,0.00,0.00,1265.00,8501.75,7247.97,120.00,84.00,36.00,83.00,0.00,2259.00,0.00,2259.00,7336.00,7336.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.02,0.00,-153378.00,0.00,0.00,0.00,0.00,0.00,0.00,322459.00,54240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39071.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8588.00,0.00,0.00,1434352.00,0.00,2013-01-01,12494227.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10658,579,Oegstgeest,2800000000.00,309050000.00,328300000.00,328.30,187.00,0.35,94.73,652.00,23153.00,5710.00,4353.00,1413.00,0.00,0.00,0.00,0.00,2150.00,1038.10,635.00,951.00,0.00,0.00,19200.00,5280.00,1634.40,1498.18,1262.00,0.00,1027.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00,617.00,17923.97,19002.37,81.00,77.00,4.00,67.00,0.00,730.00,0.00,730.00,11119.00,11119.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81041.00,0.00,0.00,0.00,0.00,0.00,0.00,504507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41049.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16005.00,0.00,0.00,1459868.00,0.00,2013-01-01,17668264.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
