ABP_code,CBS_code,Naam_gemeente,ozb_waarde_woningen_eigenaren,ozb_waarde_niet_woningen_gebruikers,ozb_waarde_niet_woningen_eigenaren,belastingcapaciteit_niet_woningen_eigenaren_in_mln,bijstandsontvangers,ABW_schaalnadeel,ABW_schaalvoordeel,eenouderhuishoudens,inwoners,inwoners_kl_20_jaar,inwoners_gr_64_jaar,inwoners_75___85_jaar,Inwoners_waddengemeenten_7501,Inwoners_waddengemeenten_2501,Inwoners_waddengemeenten_1,krimp,lage_inkomens,lage_inkomens_drempel,minderheden,uitkeringsontvangers,extra_groei_jongeren,extra_groei_leerlingen_VO,klantenpotentieel_lokaal,klantenpotentieel_regionaal,leerlingen_VO,leerlingen_VSO,bedrijfsvestigingen,bewoond_oord_historische_kern,bewoonde_oorden_1930,hist_kern_I_kl_41_ha,hist_kern_I_gr_40_ha,hist_kern_I__gr_64_ha,hist_kern_II_kl_41_ha,hist_kern_II_gr_64_ha,hist_kern_III_kl_41_ha,hist_kern_IV_kl_41_ha,hist_kern_V_kl_41_ha,Historische_waterweg,isv_a,isv_b,kernen,kernen_x_bodemfactor_buitengebied,kernen_met_500_adressen_of_meer,nieuwbouwwoningen,oad_x_percentage_slechte_bodem,oeverlengte_x_factor_bodem,oeverlengte_x_factor_bodem_x_dichtheidsfactor,omgevingsadressendichtheid,oppervlak_bebouwing,opp_beb_woonkern_x_bodemfactor,opp_beb_buitengebied_x_bodemfactor,oppervlakte_binnenwater,oppervlakte_buitenwater,oppervlakte_land,opp_land_x_percentage_slechte_bodem,opp_land_x_factor_bodem,woonruimten,woonruimten_x_bodemfactor_woonkern,woonruimten_x_percentage_slechte_bodem,vast_bedrag,vast_bedrag_Amsterdam,vast_bedrag_Rotterdam,vast_bedrag_Den_Haag,vast_bedrag_Utrecht,vast_bedrag_Baarle_Nassau,vast_bedrag_waddengemeenten,Herindeling,rioleringen,Suppletie_bommenregeling,Suppletie_uitkering_OZB,Aanvullende_Uitkering,Aanvullende_uitkering_volgend_jaar,Antillianengemeenten,Beeldende_kunst_en_vormgeving,Bestaand_Rotterdams_gebied,Bodemsanering,Centra_voor_jeugd_en_gezin,Combinatiefuncties,Eigen_kracht,Gezond_in_de_stad,Green_Deal,Herstructurering_bedrijfsterreinen,ISV,Jeugd,Jeugdwerkloosheid,Jeugdzorg,LHBT_emancipatiebeleid,Maatschappelijke_opvang,Nationale_gebiedsontwikkelingen,Programma_Kwaliteitssprong_Zuid,Spoorse_doorsnijdingen,Sterke_regio_s,Veiligheidshuizen,Versterking_peuterspeelzalen,Vrouwenopvang,VSV_RMC_regio_G4,Zichtbare_Schakel,Quick_Wins_Binnenhavens,WE_CAN_Young,Werkgeversdienstverlening,Voorbereiding_ESF_programma,Kosten_uitvoering_inburgering,Knelpunten_verdeelproblematiek,Uitvoeringskosten_inburgering,WMO,WUW_middelen_GF,Jaar,uitkering,VTH_provinciale_taken,Bijdrage_IODS_kwaliteitsprojecten,Zuiderzeelijn,Mantelzorg,Pilot_Participatieverklaring,Meetsysteem_van_Geluidsnet,Erfgoed_en_ruimte,Aldel,Koopkrachttegemoetkoming,Beter_benutten,Facbesluit_opvangcentra,Oversampling_woOn,Implementatie_participatiewet,Pilot_integraal_PGB,Ondersteuning_raadsman_Loppersum,minderheden_drempel,huishoudens,achterstandsleerlingen_drempel,oad_drempel,Suppletie_uitkering,Groeiopgave_Almere,Programma_verbetering_GGZ,Huishoudelijke_hulp_toelage,Bed_bad_en_brood,Nota_Ruimte,Nieuwe_Kans_Rotterdam,Pilot_nabestaanden,EIP_Waterconferentie,Herstructurering_wsw_sector,Wijkaanpak_Den_Haag,Kennisplatform_Nalevingnet,Link2Work,Projectstimuleringsregeling,Stimulering_regarbeidsmigranten,IPSV,City_Deal,Sociaal_domein,eenpersoonshuishoudens,loonkostensubsidie,oppervlak_bebouwing_woonkernen,oppervlak_bebouwing_buitengebied,Cumulatieregeling_GF,Bevolkingsdaling,Versterking_aanpak_jihadisme,Voorschoolse_voorz_peuters,Actieplan_Luchtkwaliteit,Projectstimuleringsreg_Inter_V,Kracht_on_Tour,Pilot_weerbaar_opvoeden,Geg_uitwisseling_nazorg_ex_ged,Jaarconferentie_Techniekpact,Vierkant_voor_Werk,Leeuwarden_Culturele_Hoofdstad,Expositie_The_STEC_Food,MIRT_onderzoek_A2,Business_Marathon_Smart_Mob,Asiel_partieel_effect,Asiel_participatie_en_integr,Scholenprogramma_Groningen,Huisvesting_onderwijs_asiel,Aansluiting_A58,Nieuwe_Hollandse_Waterlinie,Innovatieve_aanpak_energie,Twinning_arbeidsbemiddeling,OV_SAAL_MLT,Pilot_EU_migranten,HSL_Zuid_geluidsproces,Arbeidsparticipatie,Marken_boven_water,Suppletie_uitkering_VHROSV,BRP_straten,Basisreg_Grootschalige_Topogr,Armoedebestrijding_kinderen
10887,451,Uithoorn,2234400000.00,502600000.00,513450000.00,513.45,306.00,0.47,145.40,1087.00,28731.00,6901.00,5199.00,1775.00,0.00,0.00,0.00,0.00,3200.00,1939.60,1700.00,1558.00,0.00,0.00,27000.00,7580.00,1935.20,700.92,2815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.64,1.00,,,3350.00,126164.30,17834.66,161.00,153.68,62.04,126.00,0.00,1816.00,,2433.44,12604.00,17141.44,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-22418.00,0.00,,,0.00,0.00,0.00,0.00,118720.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50205.04,0.00,0.00,,,0.00,,,,0.00,,1889785.00,0.00,2015-01-01,33373039.64,48822.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,12753.00,0.00,0.00,-39089.00,0.00,0.00,112339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10397385.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913,453,Velsen,5139200000.00,1059100000.00,1088850000.00,1088.85,1278.00,0.79,504.29,2347.00,67166.00,15119.00,12867.00,4171.00,0.00,0.00,0.00,0.00,9100.00,6024.60,2965.00,5024.00,0.00,0.00,67670.00,52510.00,3196.80,1077.22,5620.00,0.00,10063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.20,1.00,,,1901.38,26989.25,55818.51,389.00,331.28,64.48,839.00,970.00,4508.00,,4643.24,30754.00,31061.54,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,60039.00,0.00,,,0.00,0.00,0.00,0.00,203800.00,0.00,40000.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126106.28,0.00,0.00,,,0.00,,,,0.00,,5345616.00,0.00,2015-01-01,87364471.37,139672.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,31176.00,0.00,0.00,-377586.00,0.00,0.00,312000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31421645.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307,852,Waterland,1555600000.00,117600000.00,125650000.00,125.65,141.00,0.29,74.10,447.00,17143.00,3763.00,3774.00,1161.00,0.00,0.00,0.00,0.00,1800.00,1076.70,310.00,820.00,0.00,5.30,9060.00,620.00,221.60,0.00,1893.00,568.00,568.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4600.00,0.00,0.00,10.00,14.30,4.00,,,4315.74,37980.20,4788.25,94.00,90.24,42.90,410.00,5957.00,5199.00,,7434.57,7233.00,10198.53,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-29170.00,0.00,,,0.00,0.00,0.00,0.00,69720.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49221.24,0.00,0.00,,,0.00,,,,41038.00,,1115171.00,0.00,2015-01-01,16838120.59,25472.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,7525.00,0.00,0.00,-133064.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4178296.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,457,Weesp,1496400000.00,331100000.00,340200000.00,340.20,327.00,0.48,154.05,620.00,18348.00,3958.00,3477.00,1112.00,0.00,0.00,0.00,0.00,2800.00,1928.00,1870.00,1182.00,0.00,0.00,14230.00,2110.00,1175.20,0.00,2180.00,1741.00,1741.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,4.00,4.12,1.00,,,1002.75,10087.20,15033.28,101.00,100.44,9.27,139.00,0.00,2044.00,,2146.20,8720.00,9417.60,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-32905.00,0.00,,,0.00,0.00,0.00,0.00,45400.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32532.76,0.00,0.00,,,0.00,,,,0.00,,1300785.00,0.00,2015-01-01,23480549.03,8915.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,8918.00,0.00,0.00,-70673.00,0.00,0.00,284693.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7206235.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11725,1696,Wijdemeren,2647600000.00,283150000.00,304500000.00,304.50,213.00,0.38,106.09,677.00,23176.00,5150.00,5327.00,1591.00,0.00,0.00,0.00,0.00,2500.00,1335.00,400.00,1025.00,0.00,0.00,13390.00,920.00,0.00,0.00,3367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.15,4.00,,,7836.59,26341.39,6628.85,156.00,140.76,18.18,2870.00,0.00,4766.00,,4813.66,11650.00,11883.00,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-23812.00,0.00,,,0.00,0.00,0.00,0.00,69200.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62526.26,0.00,0.00,,,0.00,,,,0.00,,1513407.00,0.00,2015-01-01,21625945.46,51369.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,10360.00,0.00,0.00,-66095.00,0.00,0.00,312318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6135430.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,880,Wormerland,1159600000.00,177800000.00,190050000.00,190.05,226.00,0.39,111.71,514.00,15740.00,3471.00,3431.00,1085.00,0.00,0.00,0.00,0.00,1800.00,1118.70,555.00,897.00,0.00,0.00,9230.00,1090.00,0.00,0.00,1458.00,0.00,886.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,8.05,2.00,,,7000.11,49678.22,9504.14,91.00,81.84,28.75,679.00,0.00,3838.00,,4490.46,6813.00,8448.12,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,36055.00,0.00,,,0.00,0.00,0.00,0.00,48400.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37175.08,0.00,0.00,,,0.00,,,,33663.00,,1118161.00,0.00,2015-01-01,17497370.65,57312.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,6943.00,0.00,0.00,-220021.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5026792.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,479,Zaanstad,9234400000.00,2185750000.00,2206750000.00,2206.75,3873.00,0.92,1323.13,6347.00,151418.00,34891.00,26169.00,7936.00,0.00,0.00,0.00,0.00,21400.00,14743.80,22305.00,13690.00,0.00,834.70,163170.00,173670.00,7736.80,2435.96,12921.00,8346.00,15821.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10200.00,0.01,0.01,7.00,8.68,3.00,,,10323.20,448983.11,131859.32,694.00,846.12,65.72,957.00,0.00,7367.00,,9429.76,66562.00,87861.84,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,492521.00,0.00,,,150000.00,0.00,1156539.00,0.00,571760.00,0.00,155000.00,,,0.00,256374.00,100000.00,,10000.00,2407401.00,560000.00,0.00,0.00,0.00,140910.00,246645.86,1862351.00,0.00,,,0.00,,,,0.00,,11406306.00,0.00,2015-01-01,230123798.70,262788.00,,0.00,,,,0.00,,,0.00,0.00,,500000.00,,0.00,0.00,69215.00,0.00,0.00,-892118.00,0.00,0.00,1000000.00,10716.00,0.00,0.00,0.00,0.00,301240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74486506.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11047,473,Zandvoort,1744800000.00,236950000.00,248850000.00,248.85,386.00,0.52,177.96,657.00,16692.00,2994.00,4223.00,1196.00,0.00,0.00,0.00,0.00,2900.00,1943.10,545.00,1400.00,0.00,46.40,13100.00,2060.00,148.00,0.00,1955.00,0.00,2296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,,,1527.00,7554.44,16994.54,73.00,69.00,4.00,162.00,1024.00,3212.00,,3212.00,9569.00,9569.00,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4789.00,0.00,,,0.00,0.00,0.00,0.00,53760.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28163.72,0.00,0.00,,,0.00,,,,0.00,,1692336.00,0.00,2015-01-01,20491392.30,44576.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,8736.00,0.00,0.00,-264943.00,0.00,0.00,103020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5788392.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148,478,Zeevang,539600000.00,58800000.00,71400000.00,71.40,55.00,0.14,32.67,141.00,6306.00,1406.00,1315.00,329.00,0.00,0.00,0.00,0.00,600.00,342.30,105.00,341.00,0.00,0.00,3190.00,90.00,0.00,0.00,763.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,15.62,1.00,,,6057.72,28103.42,664.87,50.00,41.47,28.40,227.00,1491.00,3803.00,,5400.26,2577.00,3685.11,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,450467.24,,0.00,-3722.00,0.00,,,0.00,0.00,0.00,0.00,24480.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33601.90,0.00,0.00,,,0.00,,,,29040.00,,352492.00,0.00,2015-01-01,7616326.12,8915.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,2674.00,0.00,0.00,-92655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1905700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018,482,Alblasserdam,1242400000.00,334950000.00,337750000.00,337.75,273.00,0.44,131.66,512.00,19845.00,5202.00,3809.00,1231.00,0.00,0.00,0.00,0.00,2400.00,1586.10,1000.00,1064.00,0.00,0.00,17190.00,4000.00,0.00,0.00,1711.00,0.00,1467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.05,1.00,,,851.36,46037.24,12086.42,105.00,120.56,22.95,132.00,0.00,874.00,,1188.64,8139.00,11150.43,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,36463.00,0.00,,,0.00,0.00,0.00,0.00,73200.00,0.00,47000.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36196.74,0.00,0.00,,,0.00,,,,4194.00,,1596138.00,0.00,2015-01-01,24137867.78,74294.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,8149.00,0.00,0.00,-160514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8463686.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,613,Albrandswaard,1987200000.00,298550000.00,310100000.00,310.10,244.00,0.41,119.41,782.00,25148.00,6263.00,4022.00,1166.00,0.00,0.00,0.00,0.00,2200.00,1183.10,2110.00,1205.00,543.00,0.00,17000.00,2400.00,0.00,0.00,2128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.38,2.00,,,1473.54,27521.18,10250.35,124.00,138.24,19.04,210.00,0.00,2166.00,,2664.18,10169.00,13016.32,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,42080.00,0.00,,,0.00,0.00,0.00,0.00,79680.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43541.68,0.00,0.00,,,0.00,,,,14180.00,,1211188.00,0.00,2015-01-01,24136499.01,8915.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,10794.00,0.00,0.00,-21462.00,0.00,0.00,70200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7208537.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11781,484,Alphen aan den Rijn,7910800000.00,1645350000.00,1752800000.00,1752.80,1440.00,0.80,559.47,3153.00,107396.00,25693.00,18327.00,5428.00,0.00,0.00,0.00,0.00,12200.00,7623.60,6750.00,6277.00,0.00,606.00,108000.00,80450.00,5984.80,2184.62,10120.00,0.00,3731.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,16.08,5.00,,,14700.84,301895.75,79629.36,581.00,639.84,113.90,596.00,0.00,12654.00,,16703.28,45764.00,59035.56,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1823002.07,,0.00,281176.00,0.00,,,0.00,0.00,0.00,0.00,453600.00,0.00,31000.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220541.42,0.00,0.00,,,0.00,,,,0.00,,6936287.00,0.00,2015-01-01,141194543.40,169390.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,47311.00,0.00,0.00,130789.00,0.00,0.00,395244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50955730.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066,489,Barendrecht,3554400000.00,797650000.00,800450000.00,800.45,434.00,0.55,197.07,1441.00,47521.00,12839.00,7221.00,2266.00,0.00,0.00,0.00,0.00,3700.00,1813.20,4895.00,2050.00,888.60,1356.10,44800.00,19150.00,2984.80,2035.42,4731.00,0.00,716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.12,1.00,,,2629.08,145173.27,31000.12,226.00,302.77,6.40,210.00,0.00,1963.00,,2630.42,18868.00,25849.16,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,106861.00,0.00,,,0.00,0.00,0.00,0.00,145000.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90266.06,0.00,0.00,,,0.00,,,,9525.00,,2259863.00,0.00,2015-01-01,52347901.21,39482.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,19035.00,0.00,0.00,-235240.00,0.00,0.00,139370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15639962.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11749,585,Binnenmaas,2240400000.00,374150000.00,391300000.00,391.30,183.00,0.34,92.97,665.00,28656.00,6200.00,6093.00,1744.00,0.00,0.00,0.00,0.00,2900.00,1646.90,420.00,1119.00,0.00,0.00,17600.00,1560.00,0.00,0.00,2705.00,0.00,1435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,11.88,4.00,,,3228.72,27185.82,8145.15,191.00,199.66,56.76,626.00,0.00,6932.00,,9150.24,12531.00,16791.54,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-5652.00,0.00,,,0.00,0.00,0.00,0.00,64000.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68244.04,0.00,0.00,,,0.00,,,,56312.00,,1970198.00,0.00,2015-01-01,28104404.11,52642.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,12539.00,0.00,0.00,-97478.00,0.00,0.00,122451.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9017022.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11767,1901,Bodegraven-Reeuwijk,2893200000.00,445900000.00,476000000.00,476.00,233.00,0.40,114.71,778.00,33208.00,8371.00,6150.00,1836.00,0.00,0.00,0.00,0.00,3100.00,1713.70,1205.00,1332.00,0.00,0.00,26180.00,4040.00,0.00,0.00,3852.00,0.00,870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,26.52,6.00,,,13614.64,142710.18,14958.18,224.00,240.12,78.00,1295.00,0.00,7569.00,,11504.88,13863.00,19130.94,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,52861.00,0.00,,,0.00,0.00,0.00,0.00,106000.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91753.76,0.00,0.00,,,0.00,,,,0.00,,1925741.00,0.00,2015-01-01,35112031.88,55190.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,13606.00,0.00,0.00,-367416.00,0.00,0.00,114010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11085215.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,501,Brielle,1315200000.00,233800000.00,246750000.00,246.75,207.00,0.37,103.49,543.00,16467.00,3419.00,3385.00,1018.00,0.00,0.00,0.00,0.00,1700.00,928.60,375.00,815.00,0.00,0.00,13320.00,1980.00,1287.20,612.64,1477.00,870.00,870.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5800.00,0.00,0.00,4.00,4.64,3.00,,,1826.37,17057.62,6533.76,94.00,84.18,29.00,360.00,0.00,2754.00,,3222.18,7714.00,9411.08,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1720.00,0.00,,,0.00,0.00,0.00,0.00,27000.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34023.52,0.00,0.00,,,0.00,,,,23200.00,,1093961.00,0.00,2015-01-01,17061359.84,13585.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,7579.00,0.00,0.00,41986.00,0.00,0.00,86400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4020237.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,502,Capelle aan den IJssel,4220000000.00,895650000.00,914900000.00,914.90,2147.00,0.86,791.94,3181.00,66478.00,14984.00,11941.00,3482.00,0.00,0.00,0.00,0.00,9800.00,6727.10,9325.00,5322.00,0.00,0.00,66520.00,35200.00,2201.60,1609.48,5637.00,0.00,841.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.35,1.00,,,2998.08,380178.19,69293.90,227.00,322.56,4.05,118.00,0.00,1422.00,,2047.68,30729.00,44249.76,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,120108.00,0.00,,,0.00,0.00,0.00,0.00,223920.00,0.00,70000.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106222.76,0.00,0.00,,,0.00,,,,0.00,,5064406.00,0.00,2015-01-01,102151615.50,8066.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,31248.00,0.00,0.00,-576322.00,0.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34894390.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11900,611,Cromstrijen,1014400000.00,178150000.00,188650000.00,188.65,75.00,0.18,42.79,277.00,12784.00,2749.00,2723.00,742.00,0.00,0.00,0.00,0.00,1300.00,737.30,125.00,482.00,0.00,0.00,10140.00,810.00,0.00,0.00,1334.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.70,2.00,,,1659.84,5334.59,3680.06,100.00,87.60,30.78,1604.00,0.00,5428.00,,6187.92,5627.00,6752.40,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,25995.00,0.00,,,0.00,0.00,0.00,0.00,52080.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34081.14,0.00,0.00,,,0.00,,,,53022.00,,923605.00,0.00,2015-01-01,13285602.92,10189.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,5581.00,0.00,0.00,-32462.00,0.00,0.00,57677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4179665.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,503,Delft,6718400000.00,1748600000.00,1804600000.00,1804.60,3057.00,0.90,1076.98,3373.00,101030.00,19334.00,14955.00,4458.00,0.00,0.00,0.00,0.00,14900.00,9977.60,8385.00,7716.00,0.00,0.00,106330.00,88360.00,5364.00,2225.64,8427.00,11645.00,11645.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,18100.00,0.01,0.01,3.00,3.99,1.00,,,3358.72,288413.36,169429.01,343.00,412.02,21.28,132.00,0.00,2274.00,,2910.72,49224.00,62022.24,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,463157.00,0.00,,,150000.00,0.00,0.00,0.00,306320.00,0.00,226000.00,,,0.00,0.00,0.00,,0.00,2246110.00,0.00,0.00,0.00,0.00,0.00,135530.16,1545650.00,0.00,,,15000.00,,,,0.00,,6829927.00,0.00,2015-01-01,174098890.00,75143.00,,0.00,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,58097.00,0.00,2067.41,-298934.00,0.00,0.00,424369.00,9194.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63910433.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
