Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Dordrecht,45092820.9213,43034499.063,2058321.8583,47454932,45237162,2217770,2703725,2516676,187049,21938734.8154337,32084925.5600911,15376988,2858306,16454051.1115752,383033.145534193,547930,62720,363907.5,58129.4686715806,274585,2532,204039.75,580060.75,1331674,555469,580060.75
Goedereede,656096.792197,633563.72777,22533.064427,787427,758437,28990,40341,39537,804,143914.796453833,242955.758122917,178655,0,64300.7581229167,59805.1108681871,66428,0,49821,5961.3835498264,0,0,0,12805.05,17438,1984,12805.05
Gorinchem,6700874.7413,6383206.268,317668.4733,6515441,6240549,274892,374818,365622,9196,2450817.27339234,4202822.65444923,2537402,0,1665420.65444923,87597.6114627587,91559,2267,66969,7303.8599382453,52352,402,38962.5,51973.2,95970,29708,51973.2
Gouda,18148371.81323,17367202.351,781169.46223,18847364,17996118,851246,746058,746058,0,7225530.34749998,11025106.2327668,6042320,6383,4989169.23276679,150757.118839184,312012,1956,232542,48328.488268844,96479,6542,67452.75,58461.6,176944,101148,58461.6
's-Gravenhage,266383854.162,252110250.18,14273603.982,258805638,244420124,14385514,1140402,1140402,0,111466572.872887,160372169.295758,122973313,5017287,42416143.295758,1007865.37869041,2298041,112576,1639098.75,245731.079076283,809098,12539,597419.25,2363089.35,3957250,890038,2363089.35
Hardinxveld-Giessendam,819749.152776,794144.08405,25605.068726,658968,624530,34438,53319,53319,0,252979.721071273,433826.264559866,223739,0,189734.790803455,22605.8352161958,4176,659,2637.75,10955.789907368,0,0,0,#VALUE!,,,
Hellevoetsluis,8960441.42672,8586353.7652,374087.66152,8886490,8471416,415074,383306,383306,0,3039508.71318886,5163180.85353783,2462115,0,2279631.53489165,186881.615073739,339101,3376,251793.75,8563.8347410576,51576,0,38682,53884.95,77625,12577,53884.95
Hendrik-Ido-Ambacht,1426808.228852,1355394.8722,71413.356652,1396977,1331317,65660,152739,150485,2254,475108.088042438,751408.388749369,377179,13780,356331.066031829,61611.3008113831,22101,3148,14214.75,16439.5575748942,17912,0,13434,-12384.75,26549,43062,-12384.75
Stede Broec,2207320.305808,2179395.8448,27924.461008,2098697,2065189,33508,39424,39424,0,786227.038844093,1425498.78800717,1020939,0,404559.78800717,66325.9912139445,111308,0,83481,18985.8575866921,61679,825,45640.5,-10442.25,42103,58162,-10442.25
Hillegom,1597487.320841,1527199.3979,70287.922941,1645471,1571544,73927,95748,94846,902,365981.759203222,433069.404239792,363875,0,69194.4042397918,28754.099086303,70032,837,51896.25,2892.4096428043,27909,358,20663.25,#VALUE!,,,
Katwijk,5147634.40005,4984157.3138,163477.08625,5928908,5714097,214811,207391,201947,5444,1052540.72080692,1902435.58123349,837264,57620,789405.540605193,82267.1865465768,139967,1544,103817.25,10696.0198045355,16950,1714,11427,81568.65,147269,41473,81568.65
Krimpen aan den IJssel,3639145.41956,3440180.5861,198964.83346,3889964,3680105,209859,186018,178075,7943,954577.468313089,1434074.17651799,651158,14968,715933.101234817,64037.2207917169,91014,720,67720.5,12454.3835901201,27204,0,20403,-4509,16704,24508,-4509
Leerdam,2826819.72661,2723774.5979,103045.12871,2962946,2836648,126298,215414,213596,1818,938560.052153469,1609504.5079765,1140174,0,469330.507976502,59340.317442514,52856,696,39120,7303.8599382453,44455,9359,26322,20656.65,52617,27399,20656.65
Leiden,36859207.263,35288530.373,1570676.89,38532379,37077925,1454454,1682359,1629707,52652,12557189.505505,19968605.9337125,12125886,145934,7988653.93371252,228593.212374538,400294,49342,263214,35250.9825625136,95493,18887,57454.5,76658.55,233323,143902,76658.55
Leiderdorp,2748937.77162,2590917.1225,158020.64912,3252586,3086227,166359,88237,88075,162,838187.919371275,1562139.91266582,791863,16394,628640.939528457,26117.4600872389,76894,427,57350.25,17867.7732221446,25270,0,18952.5,4633.05,40022,36358,4633.05
Lisse,1199514.869309,1158513.7745,41001.094809,1384796,1339548,45248,63980,62344,1636,297019.910921268,351466.248345465,362327,0,-10860.7516545352,39210.135117686,62104,0,46578,2892.4096428043,45098,0,33823.5,#VALUE!,,,
Maassluis,7900152.40894,7416529.5015,483622.90744,9202015,8696571,505444,264655,257452,7203,2835423.95221266,4730890.65998173,2715571,7370,2022689.65998173,182496.316067511,311071,12660,223808.25,4660.0279746288,50725,0,38043.75,-36745.35,84778,139079,-36745.35
Middelharnis,940568.579765,897332.87767,43235.702095,1072079,1025491,46588,40131,40131,0,531708.779233473,976507.441772793,319406,14223,398781.584425105,117364.92075036,200522,4008,147385.5,10202.3573520185,67245,212,50274.75,1224.6,5134,4528,1224.6
Moordrecht,806768.416154,762276.03782,44492.378334,875974,789751,86223,41003,38861,2142,267557.910856049,471955.516531382,142451,0,200668.433142037,32911.7097216962,28784,443,21255.75,0,,,,-468,0,624,-468
Nieuwerkerk aan den IJssel,2288606.790768,2224698.6484,63908.142368,2737478,2627040,110438,133635,99522,34113,649174.674614358,1162665.38853535,653511,20259,486881.005960769,37565.0315084269,73736,12719,45762.75,12541.2099509103,29578,0,22183.5,-6090,5814,13934,-6090
Bernisse,651760.3612592,649295.78919,2464.5720692,680328,680328,0,16940,16940,0,228629.304254591,409124.696509846,196898,0,171471.978190943,48626.259598136,122495,960,91151.25,2639.8853108533,24693,0,18519.75,23139,32898,2046,23139
Nieuwkoop,1311488.216793,1239324.571,72163.645793,1342093,1288288,53805,73293,73293,0,441254.628542341,767173.466634507,362939,0,330940.971406756,28582.9156181558,7166,0,5374.5,12492.5975872344,14820,0,11115,-22594.8,32803,64888,-22594.8
Nieuw-Lekkerland,602058.646527,585995.95486,16062.691667,780738,762520,18218,37593,37593,0,185583.233198505,338357.839367835,126388,12703,139187.424898879,8955.6336874608,47412,0,35559,0,,,,#VALUE!,,,
Noordwijk,2059742.390894,1976248.9145,83493.476394,2201953,2119831,82122,94035,94035,0,421584.310296716,759896.652955945,426522,0,316188.232722537,76780.2743948138,35965,13956,16506.75,13727.403616437,65057,2611,46834.5,39091.05,69325,23398,39091.05
Noordwijkerhout,797644.085778,772941.45461,24702.631168,906191,848792,57399,78635,72446,6189,199799.602919385,236424.610865915,267874,0,-31449.3891340849,13070.0450392287,0,2385,-1788.75,5784.8192856086,9097,706,6293.25,201.45,45379,45699,201.45
Oegstgeest,1615339.739573,1559407.194,55932.545573,1882180,1811418,70762,68124,64584,3540,429411.917058925,802216.845073324,271914,0,322058.937794193,15453.0358885254,19436,8840,7947,3468.3751666573,0,42340,-31755,30907.05,42951,3446,30907.05
Oostflakkee,785574.62918,785574.62918,0,776319,776319,0,28575,28575,0,268092.586195342,448036.853571925,266305,16000,197731.853571925,75583.8188429953,35663,0,26747.25,23196.1562075271,50252,0,37689,175078.35,264011,34476,175078.35
Oud-Beijerland,2074438.324703,2056776.3325,17661.992203,2152950,2118782,34168,108469,106921,1548,715847.528558078,1241951.86172298,399368,0,536885.646418558,68829.3294415218,137283,487,102597,7722.3122658296,13891,0,10418.25,136975.35,201312,19213,136975.35
Binnenmaas,1481118.020874,1467135.4652,13982.555674,1651782,1639807,11975,35027,35027,0,533580.502615145,925729.67310063,459580,42317,400185.376961359,94640.3279820924,115626,1882,85308,30889.2490633183,38178,0,28633.5,10638.75,48053,35580,10638.75
Korendijk,655921.931933,638259.93973,17661.992203,528124,517625,10499,40600,40600,0,266246.49889694,461921.459236349,228896,22026,199684.874172705,34414.6647207609,55583,0,41687.25,11583.4683987444,26990,0,20242.5,-18852,0,25136,-18852
Oudewater,430745.306461,379787.20112,50958.105341,459240,421724,37516,8521,6498,2023,184633.045552367,332075.830668478,67994,0,138474.784164276,8512.8033345922,8935,0,6701.25,1182.5542372301,3267,0,2450.25,-1301.25,3206,5148,-1301.25
Papendrecht,4261172.75859,4091059.2139,170113.54469,3962073,3808415,153658,146376,142811,3565,1166464.17533667,1443387.01209757,1989199,16705,-529106.987902432,90900.1700871707,105305,1429,77907,4289.326206704,14870,0,11152.5,81614.25,129402,20583,81614.25
Reeuwijk,595207.915733,560904.83559,34303.080143,630049,597288,32761,32725,32468,257,158799.544838277,250647.109701883,169742,284,81189.1097018827,3122.8257010161,0,0,0,4652.4891588716,0,0,0,59938.35,111490,33832,59938.35
Ridderkerk,6565463.17802,6427288.0251,138175.15292,6982785,6805002,177783,172058,172058,0,2055397.37217913,3543208.24680532,2116120,0,1427088.24680532,247967.330883634,271156,3445,200783.25,27916.4947082138,70972,11,53220.75,22264.5,56640,31088,22264.5
Rotterdam,421385156.832,402758758.53,18626398.302,465782985,445226083,20556902,19459883,18764394,695489,218302604.638204,282424154.770306,172773138,7680712,117331728.770306,2929736.09255462,4624733,268206,3267395.25,282745.884566826,675514,13026,496866,2537197.35,3801833,566368,2537197.35
Rozenburg,1948603.613224,1894016.0132,54587.600024,2039707,1986062,53645,87792,77462,10330,584451.707487801,1045857.30263318,514003,0,438338.780615851,111844.069894388,150465,3296,110376.75,5346.0602085374,19260,0,14445,8404.35,45620,34949,8404.35
Rijswijk,14027224.69259,13390099.131,637125.56159,13837589,13284814,552775,488251,476162,12089,4249966.1840331,7370417.4390098,2226268,1041,3187474.63802483,129714.657315633,232913,19554,160019.25,22292.0182349867,74479,1635,54633,389251.2,727913,222439,389251.2
Schiedam,31149681.67356,30186279.058,963402.61556,32245414,29685632,2559782,1293836,1293836,0,11701986.8333191,20371077.7752306,10600301,197558,8776490.12498931,289761.915289931,348857,13639,251413.5,30407.6833772347,124688,0,93516,61410,99485,20838,61410
Schoonhoven,1790452.482595,1743107.6118,47344.870795,1963090,1923006,40084,56699,55551,1148,462385.229889714,800690.420738844,410368,0,346788.922417286,41011.6696407007,39140,0,29355,4482.7358247517,0,0,0,11245.95,42055,29417,11245.95
Sliedrecht,3151357.17193,3066755.6834,84601.48853,3182643,3103597,79046,115881,111656,4225,1285352.56335136,2361368.97215431,983587,30937,964014.422513521,58980.5863214025,77293,8632,51495.75,20919.6938080055,193,0,144.75,40707.75,73316,19039,40707.75
Cromstrijen,802058.932733,784396.94053,17661.992203,770916,745331,25585,17274,16834,440,321701.37746652,558132.295948797,238851,32510,241276.03309989,45886.2196276812,66764,0,50073,7722.3122658296,17321,0,12990.75,59462.25,88025,8742,59462.25
Spijkenisse,22353132.40099,21572861.892,780270.50899,22335778,21506239,829539,916631,880911,35720,7071419.78566045,12017920.5778852,5077507,39000,5303564.83924534,369922.810063625,473091,10389,347026.5,33799.8905088274,84466,0,63349.5,90082.95,222857,109559,90082.95
Albrandswaard,1900468.773176,1871389.8425,29078.930676,2288950,2236051,52899,83075,83075,0,705710.906591296,1292391.52791562,217224,0,529283.179943472,81196.4901658354,105239,115,78843,8839.9113732709,31455,0,23591.25,62670,88432,4872,62670
Westvoorne,807884.785658,796689.6819,11195.103758,727077,707098,19979,27846,27846,0,313945.833741238,529852.442923695,156584,7869,235459.375305929,92539.4559918577,109226,3313,79434.75,15637.8435129866,28020,0,21015,8621.7,18744,8125,8621.7
Strijen,525004.5548778,517399.4569,7605.0979778,497920,482786,15134,21992,21992,0,279211.094749405,484414.243402116,172392,0,209408.321062054,20075.2210871105,21794,0,16345.5,0,,,,-16800.75,0,22401,-16800.75
Vianen,2242293.604741,2161713.0156,80580.589141,2175929,2096351,79578,117350,115778,1572,532043.577118055,874603.198907644,387461,0,399032.682838541,51462.4659683979,172873,924,128961.75,3441.5993727609,0,0,0,25768.65,61065,28428,25768.65
Vlaardingen,26025142.66411,25535828.709,489313.95511,24086785,23523710,563075,1223659,1195059,28600,8050622.09111187,13326358.622182,8070724,110182,5365816.622182,354411.892412441,582874,19825,422286.75,40708.5652524254,45148,520,33471,68557.5,234370,149650,68557.5
Vlist,534387.752018,500941.81334,33445.938678,546078,508447,37631,65866,65866,0,218470.294966388,398126.243806684,64540,0,163852.721224791,15729.6595735193,27215,0,20411.25,0,,,,8367.45,24593,14191,8367.45
Voorschoten,2390328.13456,2270241.2217,120086.91286,2439076,2318172,120904,95008,95008,0,425993.701979426,728509.198652068,526782,0,201727.198652068,23251.7316934524,50466,1710,36567,4524.0693318345,16517,0,12387.75,2732.25,3643,0,2732.25
Waddinxveen,2296053.86694,2146684.7717,149369.09524,2534494,2392514,141980,60041,57642,2399,679554.16151922,1207953.60218531,746522,6367,467798.602185307,41312.7012979001,28945,1024,20940.75,26392.3541294317,23298,0,17473.5,-14944.5,25000,44926,-14944.5
Wassenaar,2590392.77721,2467065.4515,123327.32571,3195394,3069359,126035,32744,30911,1833,694361.47656405,1137500.02353163,456642,11869,520771.107423038,16285.6964260451,20450,0,15337.5,12149.9714090261,55269,0,41451.75,40101,51319,2000,40101
Woerden,3671164.57405,3467256.6592,203907.91485,3892450,3641794,250656,170920,167401,3519,1008066.58053852,1026872.59075625,1192303,0,-165430.409243749,74271.1348521037,164152,396,122817,13157.5731288555,56486,3890,39447,57069.45,97275,27173,57069.45
Zoetermeer,30339625.0132,28817959.658,1521665.3552,30738503,28898024,1840479,1163467,1123038,40429,7203479.30588044,11116755.6361842,6276583,0,4840172.63618423,209339.971442079,398537,2860,296757.75,46412.0693115214,244968,1446,182641.5,430658.85,729254,166621,430658.85
Zoeterwoude,297758.52203,297758.52203,0,327734,327734,0,11868,11868,0,175060.634589479,331719.883405169,87555,0,131295.475942109,5595.9344276136,8187,0,6140.25,7287.175286444,0,0,0,0,0,0,0
Zwijndrecht,8894193.1688,8546544.4887,347648.6801,8541410,8117939,423471,272804,179565,93239,2919019.6378396,3566358.32345319,2569302,329251,1326307.32345319,162334.401198378,239309,4109,176400,19416.6099215108,39689,21,29751,39253.5,103398,51060,39253.5
Nederlek,1311167.891943,1251460.6719,59707.220043,1507696,1440151,67545,37802,36707,1095,382029.785991941,682778.651841706,233692,0,286522.339493956,55315.4387236713,43313,0,32484.75,14729.2862346575,43409,0,32556.75,-16602.9,4494,27530,-16602.9
Ouderkerk,283799.3680493,281396.35221,2403.0158393,318288,316485,1803,96470,96470,0,119571.967899932,218841.971356872,79403,0,89678.9759249488,18458.7033229558,45653,0,34239.75,8566.9542510261,0,0,0,-30090,265,40385,-30090
Jacobswoude,457029.56424,457029.56424,0,440712,440712,0,48414,48414,0,144364.365005697,250994.55778124,95365,0,108273.273754273,12703.5180525137,2246,420,1369.5,3123.1493968086,17912,0,13434,9626.85,13219,996,9626.85
Gaasterlân-Sleat,796291.529999,776653.93125,19637.598749,705496,689859,15637,55475,51090,4385,353532.439910672,548253.579386927,327631,2722,223344.579386927,16180.3934602448,54304,46,40693.5,7946.4317264562,6356,0,4767,70437.6,109375,18714,70437.6
Borsele,1352104.253328,1296782.6243,55321.629028,1457129,1408264,48865,57456,43202,14254,470794.6575122,855826.778342054,510992,0,344834.778342054,45519.0085079557,196342,513,146871.75,6559.5495862886,66758,0,50068.5,#VALUE!,,,
Goes,6792988.80243,6551089.0794,241899.72303,6669225,6431037,238188,172851,172851,0,2731209.48865304,4200495.44773905,2750667,27152,1476980.44773905,42295.2965218241,164321,10049,115704,29592.1914796329,53165,400,39573.75,70421.7,139211,49472,70421.7
West Maas en Waal,1378305.0554269,1375210.9838,3094.0716269,1347435,1322545,24890,99769,61180,38589,598416.314685287,1096708.29491371,715831,7557,388434.294913714,40793.8575458778,123945,0,92958.75,31346.1359594287,64246,0,48184.5,188048.25,519778,278942,188048.25
Hulst,2637022.272855,2539073.5354,97948.737455,2982758,2868677,114081,156525,135600,20925,1109107.91052427,2031521.84662114,862431,4509,831830.932893202,70546.2458366888,218300,0,163725,35985.3672009341,82204,1158,60784.5,-34598.85,58254,108824,-34598.85
Kapelle,803803.075876,747742.77209,56060.303786,623539,580082,43457,54156,54156,0,214115.23055961,387402.527514853,168873,0,160586.422919708,20324.8671407135,32195,0,24146.25,9286.7811762602,49850,0,37387.5,-19773.75,9766,36982,-19773.75
Wymbritseradiel,1074196.844059,1065746.219,8450.625059,1267204,1255414,11790,29876,28761,1115,455736.264976107,808808.905439538,492546,86740,341802.19873208,15619.0100995217,61749,0,46311.75,17894.0290977129,64862,0,48646.5,-14268.15,60971,80530,-14268.15
Middelburg,11849086.70383,11573470.427,275616.27683,11417905,11085473,332432,373713,355761,17952,4287827.90591204,7351328.46558883,4956625,0,2394703.46558883,124358.15347251,380707,8210,279372.75,21572.1913097526,120185,0,90138.75,134868.15,271128,96557,134868.15
Giessenlanden,541007.0511796,536010.54362,4996.5075596,604124,577252,26872,14603,14514,89,195254.194571935,334834.735021797,173193,0,146440.645928952,28257.2940202447,37178,0,27883.5,3651.9299691227,6903,0,5177.25,#VALUE!,,,
Graafstroom,207131.32271,207131.32271,0,213795,213795,0,5356,5116,240,114176.652098822,204711.571389913,33782,0,85632.4890741163,32865.9157167014,25490,0,19117.5,7682.3132157889,3471,0,2603.25,#VALUE!,,,
Liesveld,461052.25965,450643.44962,10408.81003,438846,429162,9684,12181,12181,0,149375.869660202,256159.565974893,173243,0,82916.5659748933,16954.3764121468,69509,0,52131.75,3651.9299691227,14942,0,11206.5,#VALUE!,,,
Reimerswaal,2296424.392718,2240099.281,56325.111718,2505274,2451720,53554,101235,100299,936,480551.929005962,627544.846073842,695089,3035,-64509.1539261577,45049.2131572222,68062,0,51046.5,13122.2186825457,46977,0,35232.75,-46992.6,3976,67428,-46992.6
Zederik,557174.6510549,550304.74352,6869.9075349,685566,668986,16580,29247,29247,0,172878.684557556,296463.738777299,186134,0,110329.738777299,25431.5646182203,44897,0,33672.75,7303.8599382453,0,0,0,#VALUE!,,,
Wûnseradiel,972131.4030474,963904.93558,8226.4674674,1144779,1132221,12558,48967,48967,0,482616.31217153,748435.195042967,537657,25841,236619.195042967,20464.3412676013,79834,0,59875.5,12312.4458865528,33813,8840,18729.75,26684.25,41758,8510,26684.25
Terneuzen,12066154.35921,11733895.898,332258.46121,12187605,11866225,321380,449324,429520,19804,4137087.0847655,6460082.27390901,4646505,15868,1829445.27390901,156867.247881257,410931,2653,306208.5,65326.6980872658,217113,4712,159300.75,92857.15,151338,32766,92857.15
Tholen,2448441.186531,2386023.1695,62418.017031,2742632,2652717,89915,162451,162451,0,734347.150898968,1352114.71682629,769838,11436,550760.363174226,124629.895563063,63013,8331,41011.5,34578.7281642993,84187,408,62834.25,-13893.45,59411,79394,-13893.45
Veere,1189254.587398,1150579.8535,38674.733898,1172768,1154023,18745,39562,36378,3184,434006.978264086,744089.530547129,707920,0,36169.5305471285,71753.8593186584,131338,5829,94131.75,9398.3036576345,8851,628,6167.25,19603.35,34589,10737,19603.35
Vlissingen,16040906.7007,15538455.717,502450.9837,15866432,15302460,563972,591446,564853,26593,6594978.16921878,11306855.5476465,6886482,106676,4527049.54764647,136322.244076939,537161,32983,378133.5,44110.3908730877,149500,842,111493.5,198234.6,390593,132371,198234.6
Lingewaal,744230.026904,723271.87281,20958.154094,796296,772081,24215,52464,52464,0,173111.189833089,299849.011531514,241746,0,58103.0115315138,21576.4149726527,38699,0,29024.25,0,,,,8693.7,14610,3529,8693.7
De Ronde Venen,2555242.942003,2479045.621,76197.321003,2830747,2740572,90175,61721,58988,2733,507402.385471316,862330.325111116,374028,0,380551.789103487,40857.0858167335,74821,12862,46469.25,14423.8342169073,17912,0,13434,-82359,46153,160285,-82359
Tytsjerksteradiel,3251158.167496,3222160.5375,28997.629996,3717519,3682569,34950,124414,124263,151,1781080.80332116,3216148.13468455,1003642,4415,1335810.60249087,113643.983501874,271100,1489,202208.25,32360.7565766872,70108,275,52374.75,240461.25,351877,36855,240461.25
Aalburg,537241.062317,511732.39297,25508.669347,566760,549625,17135,11060,11060,0,133028.477197073,236791.650700569,146734,0,90057.6507005693,15813.344049652,43169,0,32376.75,18511.9520306423,61815,0,46361.25,20616,31307,5762,20616
Asten,1361537.936018,1310850.4458,50687.490218,1533823,1504547,29276,35574,35574,0,344055.543225015,609009.202186373,370775,0,238234.202186373,30221.0213571538,50364,0,37773,26231.6993660533,67902,0,50926.5,-86256,34876,153154,-86256
Baarle-Nassau,592817.199686,559615.16305,33202.036636,693236,662974,30262,7445,7445,0,165733.700713981,297848.788859697,128441,0,124300.275535486,18182.5445517181,17032,0,12774,22240.2863613422,16548,0,12411,92790.6,132674,9488,92790.6
Bergen op Zoom,15320931.96964,14504881.031,816050.93864,13473429,12569946,903483,667445,666717,728,4926266.04231358,8113938.02758821,5362715,0,2751223.02758821,216918.995497158,448145,6818,330995.25,32347.238700157,162094,9642,114339,160676.25,349314,144079,160676.25
Best,3525269.62507,3466195.3889,59074.23617,4057080,3946343,110737,70957,70907,50,867309.900384151,1104172.09458224,790892,0,313280.094582237,90310.89190107,82414,7531,56162.25,4237.8542922236,45955,0,34466.25,73840.8,131581,40841,73840.8
Boekel,531815.2917449,526440.1553,5375.1364449,573297,573297,0,8410,8410,0,112262.251387121,201433.113449682,27528,0,84196.6885403405,13648.7056003545,42583,0,31937.25,4204.319560062,8697,0,6522.75,-69,25252,26195,-69
Boxmeer,2409986.85247,2304064.8411,105922.01137,2580982,2475761,105221,115038,99480,15558,913181.381203137,1695926.24687002,939302,0,684886.035902353,90004.5137356733,179679,0,134759.25,9274.3031363862,25552,0,19164,81461.1,264846,163289,81461.1
Boxtel,3651370.76846,3439095.8521,212274.91636,3772566,3577441,195125,108222,108222,0,1036225.08181752,1902980.52588525,1614199,43455,332236.525885247,68535.261383846,148057,4390,107750.25,10129.3088269225,52663,0,39497.25,109089.3,164875,25236,109089.3
Breda,46442731.1233,44941800.926,1500930.1973,48187735,46610824,1576911,2094017,2028804,65213,19125071.7866241,28091744.5137854,15263363,125536,12953917.5137854,407830.947924196,759010,30829,546135.75,96755.2411016961,185561,282,138959.25,484870.5,1006391,416744,484870.5
Deurne,3407404.99429,3244666.5828,162738.41149,3672732,3529656,143076,78952,76159,2793,1181862.96595818,2024153.52571696,1407293,0,616860.52571696,100245.401502404,203553,0,152664.75,19777.693200366,101543,0,76157.25,-4916.4,439055,448698,-4916.4
Pekela,3565807.491539,3530546.2248,35261.266739,4000619,3967506,33113,116843,115594,1249,1765972.73562357,2982578.00811004,2982488,126824,126914.008110042,54093.1804583785,112738,368,84277.5,10965.5974576477,0,0,0,141055.5,231267,53437,141055.5
Dongen,2481051.497674,2403660.2181,77391.279574,2747637,2651770,95867,81015,80099,916,724450.094286584,1312917.04030887,351593,0,543337.570714938,53923.7193942099,92467,10031,61827,15005.8827851989,37617,777,27630,-71817.6,254002,351836,-71817.6
Eersel,1082673.912865,1071087.4044,11586.508465,955923,944337,11586,32258,32258,0,371381.491576384,657016.432106022,121374,0,278536.118682288,68493.884059536,81250,0,60937.5,19223.4602626271,19236,110,14344.5,-5896.35,124650,135402,-5896.35
Eindhoven,72405332.3638,69380067.826,3025264.5378,70130062,67406443,2723619,2620293,2592225,28068,25783382.7042863,45366857.2568732,10844146,0,19337537.0282147,742926.138676444,1204113,29569,880908,70042.8772413279,240097,1652,178833.75,1171177.5,1876564,320362,1171177.5
Etten-Leur,5803437.99225,5600249.0077,203188.98455,5668294,5428808,239486,399623,327383,72240,1696556.49922674,2530003.67486026,1731648,2676,801031.674860264,72044.8953300974,139683,1112,103928.25,12794.4101766879,39497,0,29622.75,-16354.95,178497,203016,-16354.95
Geertruidenberg,2072685.166902,2008363.5525,64321.614402,2227241,2165887,61354,143564,137604,5960,667497.076863104,1204673.06893946,397064,0,500622.807647328,48328.4823372307,65343,3964,46034.25,16635.3068254183,21347,0,,2132.3,45832,41701,2132.3
Gilze en Rijen,2509544.396889,2481320.2848,28224.112089,2850211,2799504,50707,169584,168436,1148,510478.376429896,796930.290830217,874945,10,-78004.7091697829,78210.3491091693,139075,1468,103205.25,916.3560532504,17907,1635,12204,95645.7,167483,43295,95645.7
Goirle,2132404.132092,2039148.7668,93255.365292,2400791,2300275,100516,165693,165268,425,624361.765098632,1134913.01180159,533674,115,468271.323823974,58364.3431374369,128861,4759,93076.5,5688.6863867457,10890,0,8167.5,-50216.1,47132,114816,-50216.1
Grave,1169060.818838,1115397.7237,53663.095138,1224033,1179930,44103,7607,7607,0,474111.975566245,887320.081398737,275702,0,355583.981674684,20537.5651842173,66088,0,49566,12576.8243563842,57517,0,43137.75,6179.4,51144,46304,6179.4
Haaren,538014.776693,524816.19187,13198.584823,590293,572537,17756,18159,18159,0,199774.942293646,369221.443504765,105146,0,149831.206720235,19826.9445077244,45351,49,33976.5,6677.571046764,3703,0,2777.25,-93280.65,51203,177199,-93280.65
Helmond,26443366.16527,25662686.83,780679.33527,27386477,26621652,764825,924148,924148,0,9700066.35406891,13819364.3724764,8842115,0,4977249.37247638,273167.516129708,483297,25209,343566,50251.4062052676,185274,989,138213.75,452885.55,944386,359669,452885.55
's-Hertogenbosch,37082804.7104,35984104.986,1098699.7244,36193182,35060321,1132861,1182257,1154239,28018,17605539.1928963,26017362.1181847,13558364,1500,12460498.1181847,309659.061774855,691412,8178,512425.5,56876.2055417309,107840,560,80460,546067.95,835461,119934,546067.95
Heusden,4820255.02809,4625640.9425,194614.08559,5531757,5361758,169999,238705,195496,43209,1214982.49838259,2171747.63144042,1372462,0,799285.631440416,101207.308064173,114104,2938,83374.5,7547.3944096507,72294,563,53798.25,-34574.55,136122,186111,-34574.55
Hilvarenbeek,708117.191654,671269.4002,36847.791454,654459,603385,51074,34081,34081,0,241109.028468454,433499.837574108,129789,0,180831.771351341,65950.1084419821,85757,0,64317.75,8511.3229899209,13077,0,9807.75,122018.55,182086,21156,122018.55
Lith,305363.0479467,304644.11764,718.9303067,397436,395912,1524,15640,15365,275,116860.848711165,212554.43692324,50487,0,87645.6365333738,16409.1310283407,66980,542,49828.5,5889.3748613866,0,0,0,-36373.5,0,48498,-36373.5
Loon op Zand,1669375.404657,1591590.3975,77785.007157,1871769,1789981,81788,48814,45160,3654,524573.941897918,726676.199980884,644522,0,82154.1999808836,42835.0613928796,63624,7774,41887.5,5215.560708188,33241,0,24930.75,#VALUE!,,,
Mill en Sint Hubert,625384.9564493,622592.85878,2792.0976693,733074,731355,1719,10302,10302,0,232295.711620359,429118.020377929,189983,1691,174221.78371527,21109.1766475788,71536,0,53652,1358.546591287,5841,0,4380.75,-21265.35,27730,56537,-21265.35
"Nuenen, Gerwen en Nederwetten",2682028.767408,2633409.7988,48618.968608,3063008,3002127,60881,83206,82012,1194,613399.811148841,990272.501214795,543287,4069,451054.501214794,79595.0947322862,107937,810,80345.25,9902.1045175492,18552,0,13914,44177.55,108919,54139,44177.55
Oirschot,861565.408907,823702.52038,37862.888527,836776,786435,50341,42809,42809,0,370414.955951593,498880.782403561,176058,0,277811.216963695,27567.9910068712,84671,1141,62647.5,19850.741725462,51842,0,38881.5,-45230.25,27211,90479,-45230.25
Oisterwijk,1997517.295008,1904983.1829,92534.112108,2160895,2081214,79681,123953,122889,1064,780616.065089925,1430686.63685751,650564,92005,585462.048817444,46506.4853263208,97983,2414,71676.75,5453.6833024511,60079,0,45059.25,-39689.4,2746,56200,-39689.4
