Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Putten,1329807.007896,1256566.7088,73240.299096,1474605,1411548,63057,83477,82788,689,303198.015930883,376407.709587453,217689,685,159403.709587453,47936.3275837981,34139,3817,22741.5,15366.186186562,13890,0,10417.5,28308.0094933887,239852,48488,144155.4
Renkum,4586812.656783,4523173.9681,63638.688683,5199826,5051612,148214,399786,392169,7617,1787721.19533427,3107626.55936717,1270813,6908,1340790.8965007,44631.0232334372,107789,21624,64623.75,0,,,,15692.5725542013,161775,51090,86288.7
Rheden,8304926.1211,8113420.0444,191506.0767,8714083,8534136,179947,746144,743824,2320,3139100.51125685,4918816.78549226,2601345,25925,2343396.78549226,88563.7460049231,343453,2055,256048.5,16383.4063954609,66251,1112,48854.25,28725.218683078,219993,47068,129693.75
Rozendaal,54887.683207,54887.683207,0,54980,54980,0,3884,3884,0,25992.1914109413,45820.2837396507,6155,0,19494.143558206,0,,,,0,2421,426,1496.25,0,,,
Scherpenzeel,258237.05843,258237.05843,0,284397,284397,0,1821,1821,0,126986.491286878,234846.405916177,138871,0,95239.8684651581,692.9539537538,5974,0,4480.5,1020.0797597034,0,0,0,391.2425358615,0,0,0
Tiel,9417477.26447,9056619.5466,360857.71787,9858343,9500383,357960,473063,467751,5312,3433853.64949918,5623214.67985014,4555813,19961,1087362.67985014,126166.43552761,215207,4362,158133.75,21225.6657440837,80515,0,60386.25,54447.3677100469,1528122,157989,1056356.85
Ubbergen,1156367.240922,1144970.0469,11397.194022,1247343,1236161,11182,57355,57355,0,774500.770060324,1181396.06738825,722244,2000,461152.067388247,30239.1529936492,47985,1672,34734.75,3461.6162283922,29442,0,22081.5,600.7184949285,70751,53148,14749.8
Voorst,1536785.216266,1517322.9947,19462.221566,1751718,1687679,64039,76817,76801,16,498420.438996031,886604.580146951,652499,5237,239342.580146951,54774.7440251032,75912,1116,56097,23653.1644179141,53846,207,40229.25,15222.558692634,152763,69444,63850.05
Wageningen,8276181.40701,7970582.6005,305598.80651,7480917,7205946,274971,564756,548591,16165,3744692.47795787,6802065.03700134,3495521,41054,2808519.35846841,31581.1265511873,109826,630,81897,4924.1464852962,6587,0,4940.25,26280.1706749994,582275,57495,403450.2
Westervoort,3303399.65846,3155694.9043,147704.75416,3308247,3174132,134115,120924,111016,9908,813245.850246524,1398075.55506234,951468,0,446607.555062336,35989.9037021082,117969,1716,87189.75,0,,,,28040.6749499538,185495,73450,91357.5
Winterswijk,3820643.37363,3678583.2096,142060.16403,4339492,4124333,215159,172031,171332,699,1392486.94041518,2452800.09915403,832428,0,1044365.20531138,34174.8803975427,51873,4912,35220.75,25954.8428563479,99644,0,74733,30252.5458921158,44563,92617,-34978.95
Wijchen,4745174.17821,4624154.6304,121019.54781,5002031,4834594,167437,271239,267518,3721,1494732.90184863,2688091.73046374,2001359,39869,726601.730463736,51063.8024223771,218642,0,163981.5,21771.3200294092,55488,0,41616,45703.9248295544,382356,123690,203456.25
Zaltbommel,2090878.78561,1995233.1803,95645.60531,2446466,2329990,116476,47870,47870,0,584162.939713641,1030253.62154287,524566,0,438122.20478523,41514.2414112528,58063,0,43547.25,22258.2235436612,78083,0,58562.25,78518.8043540849,422004,421918,1583.4
Zevenaar,5032992.70055,4892611.9763,140380.72425,5193184,5008054,185130,425986,415938,10048,1739572.11302201,2530519.66764513,1914303,71483,687699.667645127,101739.634315128,145894,6500,104545.5,10715.7767010027,69728,0,52296,18800.7287355328,23317,37186,-8968.35
Zutphen,13665162.69656,13458868.026,206294.67056,13226458,12955853,270605,651933,642589,9344,4995906.39761663,6134567.92925394,5480661,0,653906.92925394,98965.0290175752,278180,7874,202729.5,18066.1220643091,41512,61039,-14645.25,22637.8682253314,675409,157475,401663.7
Nunspeet,1741631.21304,1708022.673,33608.54004,1696831,1640408,56423,72238,72238,0,566491.224451434,699056.162862504,511842,38017,225231.162862504,44551.5229811112,36110,845,26448.75,7164.7345201799,31945,0,23958.75,12990.4721005121,31914,82839,-37182.6
Dronten,5996053.68731,5778245.6789,217808.00841,6437766,6189984,247782,326442,283368,43074,1611946.87973313,2740421.23164461,1794445,0,945976.231644611,25028.3996131239,54999,0,41249.25,12471.0209766188,80248,0,60186,63985.4947613761,479316,187568,230711.7
Neerijnen,718088.5233651,712112.92332,5975.6000451,794018,767507,26511,108792,68659,40133,215089.882446455,369769.47845652,429702,0,-59932.52154348,28445.5157218731,32076,19233,9632.25,15439.494670822,33453,688,24573.75,8758.081799429,181280,86204,73265.1
Abcoude,514901.4390812,507796.92101,7104.5180712,663461,657276,6185,6331,6331,0,155872.677734166,278005.501052356,126620,0,116904.508300624,7864.4811014425,3413,3354,44.25,0,,,,5036.4852055218,43902,10049,25979.85
Amersfoort,32721437.2259,30962486.542,1758950.6839,31146136,29387735,1758401,1715847,1685882,29965,10468179.2812065,10189932.1369704,8676233,157992,1671691.13697038,167418.93049407,352159,10720,256079.25,37537.3234102689,130446,4743,94277.25,148315.775660393,1395973,315667,827835
Baarn,3636134.249246,3559911.3766,76222.872646,3747853,3671924,75929,209018,208530,488,1122510.52029353,1756366.39454322,732226,0,841882.890220149,38614.3418563789,62917,1634,45962.25,0,,,,4676.960327356,130092,20305,84666.3
De Bilt,4922062.82415,4731622.9478,190439.87635,5181072,4949060,232012,249889,223500,26389,1074386.92243416,1262947.89365891,1790622,16084,-511590.106341093,37811.4357992619,48976,825,36113.25,12196.2441402257,21907,0,16430.25,20818.4597289422,93906,18773,58593.45
Breukelen,736093.094863,700814.40655,35278.688313,862162,820072,42090,21308,21290,18,168020.223756512,278846.016854847,110904,0,126015.167817384,21577.1123432872,50685,17,38001,3112.4910710829,22704,0,17028,11574.6795119426,59638,1951,44403.45
Bunnik,627246.088035,612560.86219,14685.225845,856758,844911,11847,37432,37432,0,198902.07790506,234745.160561112,233785,0,960.1605611117,21253.2999120295,361,74,215.25,3859.6137085415,0,0,0,3331.2254222681,41580,15806,19731.6
Bunschoten,1108665.029912,1070914.8009,37750.229012,1138307,1090293,48014,55344,55344,0,274253.996410823,294086.367719951,225410,0,68676.3677199511,46879.8110726236,114159,0,85619.25,8133.0824062389,10965,0,8223.75,1208.9307221697,187388,3284,140180.25
Eemnes,593737.71435,590413.67794,3324.03641,628756,628144,612,11557,11557,0,190721.390876939,332907.8691338,57793,0,143041.043157704,11355.5184974422,26751,1440,18983.25,0,,,,0,,,
Houten,3699951.6036,3566568.5451,133383.0585,3892678,3766292,126386,119922,119922,0,464493.779594245,444976.83035377,448213,0,-3236.1696462299,26310.1668392221,72698,0,54523.5,1374.9240186217,50854,0,38140.5,11332.440258113,168317,8654,121774.65
Leusden,1667332.59191,1564396.6384,102935.95351,1924715,1769993,154722,75381,75381,0,645065.037558738,1092102.96328281,285861,0,483798.778169053,26779.4972761993,104800,0,78600,9933.2996172343,70120,0,52590,23447.5398607935,200551,60308,108336.6
Loenen,659265.185871,600327.99942,58937.186451,653816,607320,46496,110959,110548,411,165259.976281519,121360.845945572,86401,0,34959.8459455719,25026.0750443424,26337,0,19752.75,1263.4015372474,0,0,0,907.0901555274,0,0,0
Lopik,728356.363865,696457.461,31898.902865,725546,699555,25991,55220,47914,7306,161658.656084917,266076.517227484,118923,0,121243.992063688,6695.223004367,13890,0,10417.5,10924.783868893,0,0,0,0,,,
Maarssen,4990930.99059,4687816.5006,303114.48999,4359579,4034223,325356,230970,198928,32042,1270927.56109637,2219860.08600601,941324,0,953195.670822279,85580.859344551,139096,0,104322,6839.0056876345,38358,0,28768.5,9321.8544513274,44821,36880,8047.5
Montfoort,566452.4696249,558640.63563,7811.8339949,602273,592162,10111,7562,7543,19,170952.486846921,290343.774002327,57370,0,128214.365135191,26995.9146297534,43723,0,32792.25,0,,,,368.4127932344,555,0,499.5
Renswoude,282100.9674587,276742.09115,5358.8763087,374729,369511,5218,5413,5413,0,58912.0931065131,101858.067416548,40752,0,44184.0698298848,6277.033080582,8796,0,6597,0,,,,0,,,
Rhenen,2271804.643077,2178170.6489,93633.994177,2611852,2520131,91721,47783,47783,0,573953.477770998,989824.537553716,662208,0,327616.537553716,18887.5862631356,16428,0,12321,4442.1821951611,19929,0,14946.75,6487.1323629877,112244,8651,79037.1
Soest,6005822.07547,5654538.0935,351283.98197,6100124,5731645,368479,289663,277787,11876,1493065.47848651,2248846.78252915,1802520,0,446326.782529151,99355.7890297389,239610,1741,178401.75,7799.5547987721,15311,0,11483.25,8588.1657760593,232957,22000,164065.2
Utrecht,96797356.9454,93286797.029,3510559.9164,101412996,97186615,4226381,6224595,5947341,277254,46890616.1736451,84110627.9552457,50524060,3119650,35167962.1302338,480342.384208733,725080,63649,496073.25,66635.0725598926,175844,2628,129912,143327.041214259,1566928,388249,912294.75
Veenendaal,11440605.90803,10718274.91,722330.99803,13124457,12379291,745166,434018,395516,38502,2989954.93871435,4347727.93477575,3014860,0,1332867.93477575,65774.6034989817,154435,2599,113877,11994.7757880927,68976,76,51675,41893.1005392725,778423,228209,427421.25
Woudenberg,606579.66184,538413.68667,68165.97517,682363,611408,70955,10364,10364,0,184694.907458894,297649.959544947,162519,0,135130.959544947,14751.9459440364,20217,911,14479.5,3464.2158200326,281,0,210.75,0,0,0,
Wijk bij Duurstede,1773168.131058,1741660.6329,31507.498158,2194629,2138722,55907,89586,88806,780,511652.063215449,803391.898917938,742735,327,60983.898917938,42374.7967741501,86868,163,65028.75,10176.6213947783,22505,0,16878.75,6673.6043065831,69084,16128,40519.2
IJsselstein,4617713.72105,4419552.6029,198161.11815,4669175,4487201,181974,222582,215778,6804,1063002.81018397,1714064.61816012,565660,0,797252.107637977,27760.4653019763,82315,2431,59913,10603.2143829723,13891,0,10418.25,3239.7321789152,161635,7099,121623.3
Zeist,11368210.30965,10639528.567,728681.74265,12035505,11350689,684816,486402,450646,35756,4309325.28374997,7638556.08865669,4633651,748,3005653.08865669,91942.9716425346,203888,24125,134822.25,10028.4446712739,79,0,59.25,47757.7303017715,308701,102456,161182.2
Nieuwegein,11875380.85622,11347979.855,527401.00122,12665839,12138750,527089,454843,416035,38808,2790733.42063689,4798008.64467814,1283745,11366,2093050.06547767,83141.2244084066,273430,12772,195493.5,6398.6348637462,8258,6296,1471.5,17006.9383472824,349515,127459,173296.8
Aalsmeer,1632719.334524,1561928.5088,70790.825724,1573184,1504023,69161,103154,101982,1172,366376.621175522,619752.117487373,318530,0,274782.465881642,24660.6528318966,35488,0,26616,11432.4841162684,34941,0,26205.75,3578.3443157432,72024,33059,29695.5
Alkmaar,27422594.95236,26453485.029,969109.92336,23522172,22410566,1111606,2062288,2011591,50697,10178737.1954533,15751531.8576734,11745603,553047,4558975.85767338,247127.231726013,273571,26532,185279.25,25019.7697432864,130387,1879,96381,18514.3984520493,296991,110105,151357.8
Amstelveen,10741146.6835,10278174.149,462972.5345,10561161,9951212,609949,552720,452745,99975,2796112.75894746,4902061.58491385,2134470,40563,2097084.5692106,104764.130756689,151821,18244,100182.75,27219.0242710874,47622,212,35557.5,63752.491968304,376010,166433,161635.5
Amsterdam,475802765.635,451588477.46,24214288.175,489238787,465068807,24169980,18589680,18027203,562477,196684426.777659,265623529.777659,189216024,1630038,78037543.7776589,1401606.88277329,3063185,249210,2110481.25,307022.691019278,1183542,12330,878409,805377.726846901,6600570,1950739,3592504.95
Andijk,391701.5500425,383922.23632,7779.3137225,415395,389043,26352,23174,23174,0,150441.485692687,272386.252031136,98772,0,112831.114269515,20162.1473260112,32385,0,24288.75,13952.0083341699,10627,1695,6699,1504.1489207218,16522,43667,-19957.65
Graft-De Rijp,233302.12043,233302.12043,0,195462,193723,1739,8788,8788,0,122443.236674707,218251.402049781,89936,0,91832.4275060299,17265.7346243095,39602,0,29701.5,0,,,,894.3682378802,0,21282,-15961.5
Anna Paulowna,1319468.842148,1242496.8418,76972.000348,1180465,1105959,74506,23991,14124,9867,406758.445506995,483447.440905452,218716,150,264881.440905452,23973.5103000964,0,0,0,6048.9897881088,42039,0,31529.25,23526.8340050326,103321,25913,59805.45
Beemster,424268.274621,370852.56584,53415.708781,465504,420175,45329,13047,13047,0,267709.710775876,496473.139603013,192325,0,200782.283081907,19363.657949579,21328,0,15996,6202.365694894,18154,0,13615.5,12656.3910576407,17719,85471,-49621.8
Bennebroek,384632.141393,374218.68561,10413.455783,314430,300577,13853,18214,18214,0,159393.046859215,296345.070656825,76518,0,119544.785144411,5827.2290213691,2780,224,1917,0,,,,0,0,0,
Bergen (NH.),2711930.146433,2690370.3673,21559.779133,2914639,2865916,48723,118672,118672,0,1429386.72686527,2023126.10849405,1657258,1063,366931.108494048,105584.471079667,136081,1015,101299.5,24763.7099667044,49862,0,37396.5,6148.1716804707,263025,21055,191283.3
Beverwijk,7632379.89341,7364667.2042,267712.68921,7464690,7220741,243949,424188,418145,6043,2211146.97471333,3810112.93826913,2024944,35431,1658360.231035,177543.822278606,88128,1653,64856.25,16815.7184852639,11081,7878,2402.25,4193.8760024527,40780,8302,24358.5
Blaricum,695467.936904,664599.22981,30868.707094,794075,746838,47237,54331,53112,1219,180833.344440168,326555.579468813,185731,8137,135625.008330126,17890.5787127665,32937,1176,23820.75,0,,,,6131.615760245,6562,29594,-16941.15
Bloemendaal,1339496.441569,1263548.8298,75947.611769,1421703,1364948,56755,156971,156971,0,373730.894765465,636143.506145836,275992,16087,280298.171074098,16013.2569648577,11119,0,8339.25,7248.9612893298,0,0,0,64468.5790862794,57088,16967,30090.75
Bussum,3847656.50674,3698872.7764,148783.73034,4040796,3908244,132552,203238,197814,5424,1080463.86088483,1778126.10472774,794843,0,810347.89566362,56175.7616296904,123593,5048,88908.75,3954.7587625811,19984,0,14988,26916.4408302022,45417,33890,9046.35
Castricum,1959584.284666,1915372.9744,44211.310266,2128729,2083538,45191,181356,179428,1928,773971.507866688,1026676.98645538,747774,30866,309768.986455382,89803.670992955,78190,14825,47523.75,16535.7424655899,49986,0,37489.5,7965.4889027261,108534,6277,81412.5
Diemen,5006148.45681,4471951.8801,534196.57671,5675753,5170902,504851,254809,237438,17371,981566.24106931,1658699.49605936,1018601,0,640098.496059364,17609.7708039659,55347,0,41510.25,16851.8528090658,64195,0,48146.25,11782.4127425648,105984,75356,25891.05
Edam-Volendam,1738104.39385,1706918.6141,31185.77975,1893856,1831165,62691,84834,80599,4235,375159.224484242,597680.863626728,238679,10934,281369.418363182,23421.4252144992,23896,0,17922,7229.9842703546,38698,0,29023.5,4227.5106614377,38912,25294,12050.55
Enkhuizen,2585021.558087,2525958.9363,59062.621787,2454826,2368400,86426,50031,46563,3468,650756.095412787,1151510.73674303,553311,0,488067.07155959,41760.1807883315,37075,0,27806.25,14133.7197898357,38373,0,28779.75,4961.8964280836,7151,9550,-726.6
Haarlem,42755659.0148,41528799.22,1226859.7948,38214091,37042083,1172008,3224191,2984900,239291,14202090.6216987,25263419.5133555,14857320,259109,10651567.966274,317093.032737971,557418,18947,403853.25,61539.0930671642,163601,3295,120229.5,258913.505316762,1115230,239357,678735.9
Haarlemmerliede en Spaarnwoude,438715.71114,438715.71114,0,453125,453125,0,6433,6433,0,111612.747387921,187575.777202839,109052,0,78523.7772028387,6306.7875609847,0,0,0,0,,,,0,0,0,
Haarlemmermeer,13789478.20107,13073641.966,715836.23507,13912313,13072886,839427,427987,402142,25845,2706443.81597292,4394419.9644648,2024493,34254,2029832.86197969,168261.354220472,219997,8534,158597.25,32305.9051930742,100966,19956,60757.5,122921.782399583,597695,173094,332981.85
Harenkarspel,1009917.757397,995349.83682,14567.920577,1054572,1042805,11767,27526,27526,0,468307.567249326,813515.271792437,234893,541,351230.675436994,27365.2886091277,21413,7676,10302.75,14503.9016394325,0,0,0,4859.5982683729,26553,66287,-29108.1
Heemskerk,7114467.7326,6844271.8883,270195.8443,6806902,6524497,282405,320470,318768,1702,2431132.09838365,3541641.98264453,1682398,7301,1823349.07378774,242070.364798821,57724,1494,42172.5,3808.4017532251,23134,0,17350.5,18784.6956338405,201029,117950,66478.95
Heemstede,2338333.664428,2259409.2863,78924.378128,2571429,2436123,135306,169964,169964,0,816796.690064568,1438960.35252384,651336,4490,612597.517548426,41249.4730270443,63291,0,47468.25,8905.9410009377,67817,0,50862.75,21198.2002570679,86466,21224,50423.4
Heerhugowaard,6354071.83989,6007181.579,346890.26089,6277738,5911662,366076,392136,386372,5764,1854765.17159718,3157357.10708438,1756635,97353,1391073.87869789,167530.044881824,185578,0,139183.5,2988.7505089985,526,0,394.5,4280.6638790046,200502,60809,110897.1
Heiloo,1902120.20174,1828760.2745,73359.92724,1695406,1607074,88332,244747,244047,700,520220.785984425,666855.562805557,425540,2177,243492.562805557,53154.0546706678,20692,0,15519,3909.2659088736,22905,0,17178.75,13683.0323844825,51577,34612,15387.6
Den Helder,19780870.09507,19448900.832,331969.26307,18982797,18561243,421554,451134,439197,11937,7747751.4188776,11569156.8155175,8209506,183725,3543375.81551751,56824.3163197183,111692,400,83469,11657.6087523293,128501,0,96375.75,42705.0377217129,402232,264547,115287.3
Hilversum,17736571.36334,17090537.57,646033.79334,17582540,16893097,689443,589109,563486,25623,4936651.89940472,8455378.97547238,3707351,116069,3702488.92455354,133421.879608309,284050,727,212492.25,27934.1719313687,114359,6070,81216.75,49994.5222606944,789689,92226,532639.2
Hoorn,15814281.46842,15049924.987,764356.48142,14640538,13823668,816870,435891,410256,25635,5831147.60424723,7984576.03330213,5443242,69391,2610725.03330213,116412.777377473,233944,670,174955.5,42223.607260466,102342,1350,75744,127376.893395914,912082,365341,422133.3
Huizen,6448294.37031,6045118.4866,403175.88371,6863667,6421274,442393,265049,248582,16467,1622772.95469772,2823426.80012884,1436469,0,1217079.71602329,76550.6069992054,150927,12146,104085.75,14124.6212190942,40768,0,30576,15181.4303013364,211275,70931,107431.5
Niedorp,770130.601317,756955.24526,13175.356057,772310,760124,12186,18310,18310,0,255603.635801625,374947.252003078,183789,0,191158.252003078,34110.9547560525,53482,0,40111.5,12213.6614042166,7089,0,5316.75,1360.1995511799,58739,10530,38356.2
Landsmeer,719978.398185,693287.38465,26691.013535,936866,901375,35491,17193,17193,0,215343.93120864,376579.048776559,182101,961,161507.94840648,12024.9943065033,0,0,0,9573.2561750352,0,0,0,7270.1402532441,35229,8500,23322.3
Langedijk,2090800.968564,2046847.4976,43953.470964,2267524,2231350,36174,104842,103271,1571,545591.139608799,790906.65957386,704024,89259,176141.65957386,63336.130847228,42821,569,31689,3655.2858056039,18511,1080,13073.25,27592.2709211023,65926,25517,32072.55
Laren,578799.151649,558172.00747,20627.144179,572915,526221,46694,14550,14550,0,168784.136972996,304462.704885774,78977,0,126588.102729747,13171.2391726422,53797,0,40347.75,0,,,,1217.4700915493,2247,15771,-9805.95
Medemblik,1738186.097781,1689534.6089,48651.488881,1828023,1779380,48643,29691,27201,2490,830297.75350721,1422433.17850863,429583,0,622723.315130407,60503.4113301383,33271,0,24953.25,22639.5836373117,10847,1608,6929.25,4635.8319360583,93798,24773,52604.7
Muiden,660993.118836,650342.72964,10650.389196,687484,676989,10495,5607,4580,1027,109534.6912772,189649.783974649,77705,0,82151.0184578999,271.5096336748,3752,3,2811.75,0,,,,27883.6551170757,290,39500,-29407.5
Naarden,1330391.413811,1285460.0118,44931.402011,1519691,1459664,60027,28708,25223,3485,433015.218359326,800528.641094127,144440,33536,324761.413769495,19740.9354628103,48973,153,36615,4673.285891995,0,0,0,13722.5923201799,16328,4356,9197.7
Oostzaan,481635.090981,463289.01162,18346.079361,469565,437342,32223,19007,19007,0,144142.152284181,245941.165040869,136380,0,108106.614213136,6317.0156636232,35824,0,26868,4482.4758655877,0,0,0,1599.3018938088,2912,9304,-4357.2
Opmeer,510979.5460287,507224.61601,3754.9300187,509521,507168,2353,16306,16306,0,197074.259063251,349157.644688325,117804,0,147805.694297438,29323.040436875,21414,0,16060.5,12820.6660522562,17912,0,13434,21807.109575687,5348,13775,-5518.05
Ouder-Amstel,1140436.878366,1081769.1456,58667.732766,1097438,1017646,79792,23609,22256,1353,268411.972140613,457878.366631135,70960,3021,201308.979105459,9703.9123782134,35653,3218,24326.25,2836.6743980336,0,0,0,2659.4036067911,18548,12696,5416.2
Purmerend,15530098.00431,14856468.437,673629.56731,13303156,12451664,851492,793992,759595,34397,4977946.46424881,8707978.68439928,4976568,0,3731410.68439928,125218.708835408,274696,54908,164841,46726.099981685,158109,310,118349.25,19519.9527647089,222682,116948,92000.1
Schagen,2756312.66587,2662524.2004,93788.46547,2798277,2716406,81871,162066,162066,0,684487.215005645,1208407.4689995,364284,0,513365.411254234,70825.8914610987,70430,0,52822.5,6604.0026033399,11561,121,8580,1186.7980709205,116485,45233,55373.25
Texel,1238100.064424,1207442.7391,30657.325324,1272388,1226790,45598,57914,57914,0,446383.240285622,811838.357031501,363938,3000,334787.430214217,17812.0082879531,16357,0,12267.75,6694.2084332627,2674,0,2005.5,1479.0536311164,34792,2258,25238.25
Uitgeest,640547.749188,618431.64111,22116.108078,738371,719137,19234,34640,32100,2540,219769.478140034,354707.246429837,188515,0,164827.108605026,54515.0896922139,57134,293,42630.75,11449.6414210952,17912,0,13434,377.3007083029,12243,4420,6541.35
Uithoorn,2071736.94561,1901110.0452,170626.90041,2151338,1999369,151969,180245,170695,9550,448785.159229044,747347.618833445,353976,0,336588.869421783,26640.720519946,65509,29,49110,11465.4989301018,33752,22582,8377.5,1560.4390494894,16211,11366,3768.45
Velsen,11016636.48308,10668018.002,348618.48108,10957370,10637678,319692,544979,527971,17008,2777035.39817821,3740791.52838964,2842809,130080,1028062.52838964,221352.180620284,198604,10546,141043.5,33843.3036892226,84044,6449,58196.25,9976.0747095118,118800,59734,48414
Weesp,2913293.43081,2672740.9762,240552.45461,3270207,3064774,205433,111772,94266,17506,856563.747843624,1544755.25237373,544606,31033,642422.810882718,46089.9226006828,105315,724,78443.25,0,,,,12474.4502080018,49915,30863,15091.2
Schermer,204466.96033,204466.96033,0,257087,257087,0,3498,3498,0,85497.3729862446,101485.336581095,129506,0,-28020.6634189048,12419.4736287174,33817,0,25362.75,3464.2158200326,1528,0,1146,425.2257405354,2670,0,2403
Wervershoof,484842.415211,433528.90975,51313.505461,521579,484798,36781,37242,34723,2519,175279.705688464,312629.35590246,87906,0,131459.779266348,30793.5626480279,27781,0,20835.75,18330.2405749765,42761,0,32070.75,0,162301,48695,85824
Wieringen,940584.726509,927868.13858,12716.587929,938686,925995,12691,12596,11929,667,276384.301629421,412608.962462408,343390,0,69218.9624624082,9496.560842907,1247,200,785.25,0,14321,0,10740.75,385.1429863046,45684,0,34664.1
Wieringermeer,1122273.177134,1111949.1521,10324.025034,1326904,1293367,33537,23207,23010,197,278157.997228441,288207.800771855,292406,0,-4198.1992281448,24107.6379187868,10267,227,7530,0,,,,6077.9397241446,232142,56578,133237.35
Zandvoort,3338626.16506,3164370.9314,174255.23366,3672845,3521080,151765,105020,103423,1597,828817.929733704,1386705.08609834,694241,0,621613.447300278,54623.41459743,65087,1385,47776.5,12476.7400782278,45183,765,33313.5,2370.1106849514,20862,22039,-80.55
Zijpe,1005653.7485146,996558.5252,9095.2233146,895643,889452,6191,21128,21128,0,275779.470736043,414665.54495786,268071,0,146594.54495786,38397.6920459466,39694,29,29748.75,8590.610534954,36019,0,27014.25,9663.4292265116,17650,14946,2830.2
Zeevang,234090.6093213,231641.13595,2449.4733713,248279,248279,0,579,579,0,74597.929028418,90763.1576927668,36254,0,54509.1576927667,5447.3944824782,18713,0,14034.75,602.8453014149,27540,0,20655,3127.3261942245,9480,0,7981.2
Zaanstad,34864789.6256,33402772.257,1462017.3686,31836233,30270660,1565573,1988470,1965864,22606,9473296.05577964,12745844.4394154,8457150,8123,4296817.43941544,301948.467126746,453640,7153,334865.25,53845.0816889934,185288,2174,137335.5,53645.8868982754,459477,164086,234421.05
Alblasserdam,2601638.055401,2505331.5917,96306.463701,2927927,2795931,131996,88749,86397,2352,783682.513862589,819172.235216763,595046,37868,261994.235216763,99243.9772713506,71810,2397,52059.75,6748.5398985476,6535,0,4901.25,0,0,0,
Alkemade,677933.859786,630733.00734,47200.852446,639080,603378,35702,31539,31539,0,184800.284335267,340354.362477638,85974,0,138600.21325145,22241.474101029,44650,0,33487.5,8964.6917720114,36153,0,27114.75,23004.0154715875,145918,100335,36313.95
Alphen aan den Rijn,9658608.63349,9040470.2652,618138.36829,9505758,8870965,634793,389059,345318,43741,2893080.22776224,5189700.78572054,3173456,38615,2054859.78572054,123926.945963549,151638,18355,99962.25,9872.2092136843,47117,0,35337.75,19950.45,565073,544392,19950.45
Barendrecht,1833562.332823,1800378.8792,33183.453623,2610610,2531395,79215,179973,162727,17246,639457.918824419,1178456.59479817,713460,2800,467796.594798171,100592.227164599,146052,420,109224,13044.750851661,22968,0,17226,64474.05,138648,55437,64474.05
Bergambacht,377582.340803,363714.76752,13867.573283,441155,431605,9550,21311,21311,0,196591.165670972,370306.707609772,87164,0,147443.374253229,22069.2235543227,28548,0,21411,0,,,,5980.95,22477,15372,5980.95
Bodegraven,1522981.848385,1434772.9325,88208.915885,1964167,1865677,98490,34603,32025,2578,401859.175679404,698351.694744763,387949,0,301394.381759553,31866.1186837945,55883,1610,40704.75,6170.1307585527,2627,0,1970.25,6754.5,14569,8237,6754.5
Drechterland,917160.822915,904755.50045,12405.322465,894319,884922,9397,154684,127750,26934,379682.362293042,690500.003595122,170671,0,284761.771719781,28561.2792471899,58282,373,43431.75,15006.1427443629,41773,0,31329.75,-9345.3,61012,76394,-9345.3
Boskoop,1524856.269465,1493121.1294,31735.140065,1507750,1476511,31239,110156,85721,24435,382929.449406079,648950.263763438,301423,1652,287197.087054559,29140.3293306521,23381,317,17298,4203.0197642418,5974,1096,3658.5,-5117.85,41147,49534,-5117.85
Brielle,1343241.2937,1318601.3802,24639.9135,1475333,1462689,12644,52605,52605,0,505062.735467304,903793.321858671,373439,0,378797.051600478,40732.256473169,43744,0,32808,14054.1722856387,42468,0,31851,86504.7,212919,98443,86504.7
Capelle aan den IJssel,21534604.4547,20426950.041,1107654.4137,19780654,18701218,1079436,1170706,1042079,128627,5871039.55997377,6482944.57863008,6142775,146243,486412.578630083,235958.841015479,369893,43688,244653.75,23405.9432529095,30581,0,22935.75,148381.05,257763,69110,148381.05
Delft,32998439.0525,31356797.121,1641641.9315,34482258,32729958,1752300,1537437,1451684,85753,10698414.9951991,18499458.9239097,9504820,1111774,8023811.24639929,177180.95709182,415705,25322,292787.25,19662.2713315311,49497,79,37063.5,127014.45,256213,99532,127014.45
Dirksland,543061.614555,514111.60353,28950.011025,511356,468549,42807,14938,11125,3813,159821.204668169,206563.907077112,129693,5122,81992.9070771121,44196.3288713038,79847,0,59885.25,1028.6584121168,31688,0,23766,-11288.25,15058,30109,-11288.25
