Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Breukelen,680076.916313175,638183.411391161,41893.5049220139,849693,818021,31672,9543,8246,1297,138634,240985.75,35038,2376,103975.5,23356.0739304833,57339,0,43004.25,737.841847314,15633,0,11724.75,4504.5484548656,14261,0,11875
Bunnik,653088.256425967,628869.525862616,24218.7305633511,736808,724164,12644,32148,32148,0,203789,228000,173938,16940,71002,12264.4231124876,68465,2256,49656.75,0,9622,0,7216.5,0,96897,83306,10194
Bunschoten,1070706.53563114,1058829.68408883,11876.8515423108,1299552,1267049,32503,33431,33431,0,227462,381707,151416,0,170596.5,63456.3230120589,166253,0,124689.75,8958.2886760208,25728,0,19296,3362.2278884783,7433,9489,-1541
Doorn,779810.449587766,769273.971366499,10536.4782212669,756090,737315,18775,24622,24622,0,276910,439284,111622,0,207682.5,14688.961540128,61474,0,46105.5,1080.6067042982,26,0,19.5,21068.5434557535,1538,2945,-1054
Driebergen-Rijsenburg,2596724.19282652,2534414.24084371,62309.951982812,2759468,2698774,60694,102337,95588,6749,617084,814835,598682,93456,309609,41102.4404780985,121716,2076,89730,13748.4603842575,28910,0,21682.5,13486.3646872372,112843,78109,27453
Eemnes,691959.393110764,691959.393110764,0,693065,690203,2862,48672,48672,0,190048,330078.25,96781,0,142536,17107.0888736166,40915,346,30426.75,2856.8115666395,0,0,0,0,0,3050,-2287
Houten,3949197.42897919,3835252.01941168,113945.409567515,3902797,3787954,114843,69537,69537,0,477792,608436,723942,2330,-113176,35433.4304743259,95603,0,71702.25,4826.505658594,61233,10269,38223,11198.0244795663,99535,63232,29274
Leersum,751699.527105435,682707.602741092,68991.9243643424,714751,684535,30216,14484,12218,2266,106423,177040,62115,0,79817.25,21645.9145654775,69610,339,51953.25,6866.2411006346,9936,0,7452,5902.7987656348,24332,17795,4903
Leusden,1727737.77246784,1625932.81290652,101804.959561325,1937761,1848339,89422,62480,61686,794,716093,916295,656593,1040,260742,25172.9322195877,111110,876,82675.5,12886.5140197596,53105,0,39828.75,23644.7179287861,245788,57226,147549
Loenen,738632.39790918,684824.739775439,53807.6581337415,769737,718479,51258,18373,17860,513,144828,143032,142568,0,464,34338.278212601,77954,4030,55443,3619.3867657027,1,0,0.75,0,17323,6301,8421
Lopik,818045.4311487,778026.956809371,40018.4743393292,856668,825807,30861,76481,73085,3396,125061,201177,91253,233,93795.75,12066.8240320217,24009,53,17967,13554.9711546445,10932,0,8199,990.6584956425,11985,1562,8372
Maarn,435737.803594426,435737.803594426,0,493139,493139,0,7366,7366,0,167294,255008,101428,1961,125470.5,11868.7670162592,41827,0,31370.25,222.3812865236,0,0,0,0,0,1875,-1405
Maarssen,5894548.6249234,5560313.23305902,334235.39186438,5516027,5198800,317227,224979,168734,56245,1244858,1867970,1295313,7200,579857,110373.854853533,202246,1138,150831,6395.2130213051,28412,0,21309,41827.751773311,132450,27661,81546
Montfoort,694313.409694535,691288.244304833,3025.1653897029,665081,658355,6726,19640,19640,0,157383,273345,66309,0,118037.25,23847.4385036929,92391,0,69293.25,0,0,0,0,2523.6938479426,10323,18765,-5110
Renswoude,255541.219656898,255541.219656898,0,324900,320286,4614,6696,6696,0,55826,99282.5,10749,0,41869.5,7583.1795433962,22080,0,16560,0,1,0,0.75,0,1,0,1
Rhenen,2490623.16693956,2408743.51579171,81879.6511478486,2662307,2581688,80619,92020,92020,0,550781,956605.25,409930,0,413085.75,27741.949233293,76188,1200,56241,8787.5628851857,15844,0,11883,6204.7357540383,55669,5160,41545
Soest,6433052.59997362,6099438.90259953,333613.6973741,6428268,6097732,330536,257450,229370,28080,1392564,2020966,1271441,82277,831802,112801.369860601,400277,1638,298979.25,4433.6174604544,722,162,420,13457.9280489725,21926,31661,-6186
Utrecht,123365386.536937,118978946.457427,4386440.07950999,113268700,109572763,3695937,6473641,5800301,673340,51291143,65723543,38713598,1098238,28108183,564602.852091479,1637258,46695,1192922.25,72864.0164946396,281149,0,210861.75,217395.325227088,1220525,256330,891353
Veenendaal,12046613.735277,11291322.0725916,755291.662685355,13703987,13059027,644960,349917,326885,23032,2257653,2524357,1596510,21041,948888,61814.3960062406,216431,8378,156039.75,19457.0492954992,28837,0,21627.75,20983.9271175026,523775,156774,282849
Woudenberg,714222.861606709,661470.840717463,52752.0208892459,696805,638023,58782,17551,17460,91,188676,232410,179408,777,53779,14075.7861780333,53896,0,40422,1579.4324444431,13441,0,10080.75,3724.0436517643,122692,104353,14147
Wijk bij Duurstede,1925622.14859146,1884979.49298389,40642.6556075704,2091233,2060721,30512,104551,101167,3384,487202,769139,345802,0,365401.5,38233.2468774977,159769,4748,116265.75,4844.4537545536,26735,0,20051.25,4010.4907640399,250201,9676,181176
IJsselstein,5344203.81942794,5126549.82176986,217653.997658078,5311823,5136027,175796,203360,198181,5179,793805,1177335,582068,0,595267,26712.5106866247,135855,3774,99060.75,9067.0716478734,10847,0,8135.25,8462.0962094534,62219,9548,43972
Zeist,14262340.4995147,13554649.4971721,707691.00234257,13450666,12823270,627396,283142,283142,0,4438416,6515052,3756925,35460,2793587,93626.2451877165,284648,3675,210729.75,9410.9309009526,43441,83,32518.5,17448.3050932643,275693,58738,169871
Nieuwegein,13604597.6461814,13004912.3842462,599685.261935191,13585924,13068895,517029,489646,426710,62936,2479241,3599975,1275153,0,1859430.75,97195.8508244068,288207,2024,214637.25,10238.9509865025,24980,0,18735,32480.8830871192,468755,57732,326504
Aalsmeer,1844596.88797962,1761351.99573112,83244.8922485036,1837807,1776028,61779,88911,88083,828,319807,528023,372471,0,155552,48555.7953649198,54441,2496,38958.75,6385.5823356682,35357,6365,21744,12345.893658298,21937,16844,4210
Alkmaar,32996301.025681,32042601.7833676,953699.242313342,28850397,27940257,910140,1753549,1677814,75735,9808756,11855248,8074988,274588,4054848,429720.071198371,675042,16369,494004.75,27171.6662490524,130079,695,97038,25176.8285123621,383309,48965,257597
Amstelveen,12324007.1610096,11630986.9052487,693020.255760941,11504187,10924550,579637,629671,448654,181017,2875523,3599419,1799156,1050,1801313,95691.9913105016,383433,6630,282602.25,29524.1800950716,85650,16799,51638.25,66862.1659021689,316356,191348,101226
Amsterdam,580534736.523925,550998490.101251,29536246.4226731,530319564,508929126,21390438,16527770,15985868,541902,202196002,240155956,188580115,7294006,58869847,1476935.43711157,5220459,75909,3858412.5,263150.824254205,1259434,3420,942010.5,794853.745815924,6165193,2017178,3252069
Andijk,571834.314143633,568059.385198652,3774.9289449807,453963,447265,6698,33989,33989,0,160462,279544,112888,65475,120346.5,27047.9482913553,67571,0,50678.25,15244.4998462543,40122,0,30091.5,22110.064231219,16440,10865,4620
Graft-De Rijp,337095.712580906,337095.712580906,0,275406,275406,0,14480,14480,0,129397,203558,44344,0,97047.75,16313.7159723252,74998,891,55580.25,1431.470092386,0,0,0,0,0,18683,-14012
Anna Paulowna,1393936.87335096,1305958.39925347,87978.4740974962,1526456,1460183,66273,60032,60032,0,437527,562694,405553,5482,162623,41434.2146004567,69558,0,52168.5,6255.1303211328,23405,0,17553.75,1498.587717329,97112,11469,64549
Beemster,442953.878933233,390855.880647761,52097.9982854713,485427,439436,45991,4610,4610,0,336444,496121,129757,0,252333,27382.2410578446,100299,0,75224.25,3979.2242017704,18590,0,13942.5,0,15764,14601,1650
Bennebroek,391661.614172945,390152.139950545,1509.4742224001,458609,449643,8966,26248,26248,0,195467,339490.25,51554,0,146600.25,10858.7907196946,17609,1463,12109.5,0,0,0,0,0,2616,2013,844
Bergen (NH.),3423839.50666294,3401991.91888551,21847.5877774228,3183655,3164727,18928,250716,250351,365,1692098,1860396,1653882,70103,276617,136336.725459688,304752,56636,186087,17250.3090093469,60713,0,45534.75,29478.3902322979,139588,46557,76824
Beverwijk,8316092.82851286,8056754.2152815,259338.613231358,8375075,8139830,235245,262262,257518,4744,1839366,2877400,1425146,81583,1379524.5,381721.354121717,296402,1357,221283.75,22715.5042290391,19482,606,14157,17228.9037134825,59272,9509,41030
Blaricum,717900.114180618,692578.49759151,25321.6165891079,814959,788381,26578,2042,2042,0,201113,349295.75,73164,0,150834.75,22411.1244460304,67327,0,50495.25,0,3791,0,2843.25,0,46953,23294,18758
Bloemendaal,1458289.96095916,1395631.86006179,62658.1008973688,1563316,1497925,65391,45762,45762,0,347440,603439.75,346489,0,256950.75,15547.5902211792,62397,0,46797.75,8357.6840990319,24089,0,18066.75,6940.8516583851,96792,42042,42240
Bussum,4716025.02045872,4509197.21065438,206827.80980434,4440296,4312193,128103,165032,165032,0,1068326,1402143,983725,0,418418,86300.6542486356,243067,2017,180787.5,8925.0190347298,2411,0,1808.25,6568.1698625914,49566,42531,6913
Castricum,2511346.80588927,2445072.92983643,66273.8760528378,2343806,2303993,39813,124379,122632,1747,762517,962782,833060,63119,192841,179703.655979279,227380,210,170377.5,9953.5324849014,50494,0,37870.5,2397.2317249282,67035,18002,38081
Diemen,5807700.08868081,5224502.16462785,583197.924052963,5814546,5328731,485815,206180,180309,25871,851338,1409441,614459,0,638503.5,21186.3764953789,47975,0,35981.25,6464.3788545152,73753,0,55314.75,19745.1994116327,111391,76884,28851
Edam-Volendam,1979569.45499013,1966691.67531847,12877.7796716617,2047735,2020824,26911,94353,94293,60,314222,478441,300913,22241,199769,26222.748886953,68164,165,50999.25,15282.8037095826,24209,0,18156.75,20814.6944410008,22556,44080,-15749
Enkhuizen,2915153.90293202,2858011.47555241,57142.4273796039,2999777,2922662,77115,127628,101366,26262,641177,947974,509386,37061,475649,56868.9237710338,94723,78,70983.75,12185.4438812409,52898,0,39673.5,37398.1095850938,22622,1634,16937
Haarlem,45301919.9361582,44040598.7997204,1261321.13643781,44652955,43445511,1207444,2350655,2199539,151116,14710202,22329254,9921876,111606,11032651.5,405819.05426498,1103906,13008,818173.5,53644.6700309953,206927,961,154474.5,148766.619869795,1331389,273687,820779
Haarlemmerliede c.a.,453337.590210035,448421.2301809,4916.3600291349,523026,523026,0,5630,5630,0,96556,129407,67593,0,61814,2771.4244147851,11149,0,8361.75,0,1,0,0.75,1733.9413576007,6582,12215,-4224
Haarlemmermeer,14632537.0647144,13820309.3772202,812227.687494186,14110414,13461098,649316,550799,517819,32980,2781770,3416878,3229302,308147,495723,238217.712303207,568658,27498,405870,35368.9118805432,120982,785,90147.75,115152.432711348,1105987,421578,532920
Harenkarspel,1139282.6706532,1122897.29066738,16385.379985822,1195597,1182882,12715,60119,59947,172,544808,716761,461627,6568,261702,39809.002232963,96913,0,72684.75,21527.2089489834,30593,1731,21646.5,1829.6549205403,327815,57628,203492
Heemskerk,7910079.28750174,7600644.53224361,309434.755258127,8143791,7909880,233911,381742,380470,1272,1980081,2424624,2115524,50671,359771,542232.941822139,310283,11636,223985.25,9637.2520134186,11801,0,8850.75,24250.9038274033,59655,41269,14780
Heemstede,2536128.25401034,2455209.74254446,80918.5114658755,2744743,2670879,73864,107132,101222,5910,862483,1162778,610229,0,552549,60519.3549875671,123979,1515,91848,12997.0480253644,49841,0,37380.75,3502.7927345344,69395,36511,28783
Heerhugowaard,6912393.05257323,6607458.12203575,304934.93053748,6472476,6159193,313283,357355,342745,14610,1755264,2206817,1298312,69065,977570,285161.804391881,445936,5223,330534.75,4549.8423257536,15500,0,11625,35587.6436155777,81591,226102,-103851
Heiloo,2304496.86989654,2195015.22676923,109481.643127304,2230406,2163283,67123,92011,88051,3960,495145,538756,420118,32254,150892,80531.5853825644,144678,0,108508.5,8698.9168014829,17327,0,12995.25,89.0089896902,84825,21005,50420
Den Helder,21709874.6544114,21242529.4986221,467345.155789269,21347154,21034482,312672,483440,456594,26846,7337201,9435748,6586115,532387,3382020,70888.1549399418,121839,16596,78932.25,11137.0124221386,56671,600,42053.25,13895.806039812,208055,82256,101683
Hilversum,20353150.289392,19772840.7579409,580309.531451122,18670832,18083924,586908,518023,487351,30672,4535086,7243078,2831157,25170,3401314.5,196552.240377987,458547,8682,337398.75,24912.6138295545,118677,0,89007.75,102789.430831655,374649,146420,176423
Hoorn,17762335.4585016,17006591.2022273,755744.256274279,16618614,15945760,672854,543223,528481,14742,6052427,6714160,4905721,151538,1959977,145043.907188492,395321,3239,294061.5,26037.2152568755,126456,330,94594.5,105059.275664845,429481,234422,151849
Huizen,7463105.01707291,7112616.04445464,350488.972618263,7776474,7417990,358484,158787,147438,11349,1555695,2093891,1230821,0,863070,105047.380451588,254414,3533,188160.75,7229.5806042066,45310,0,33982.5,18457.4589633879,80953,62429,15077
Niedorp,703484.401807162,689590.773338383,13893.6284687794,903806,892462,11344,49488,49488,0,264589,371223,220296,0,150927,52627.7560219372,120098,0,90073.5,18851.4104964728,39086,1292,28345.5,16330.0285137023,32615,9759,17356
Landsmeer,837148.727858514,827389.367750097,9759.3601084168,841516,816342,25174,15119,12926,2193,218913,301042,136553,2860,164184.75,10127.239083439,51978,0,38983.5,2862.064667896,26868,0,20151,0,52261,17238,28590
Langedijk,2285429.93102267,2237966.04346775,47463.8875549235,2446824,2408382,38442,76473,75875,598,467644,635465,494566,99424,240323,108802.449883385,151799,952,113135.25,15029.7793323964,17774,3653,10590.75,2962.7277996871,129029,11559,91654
Laren,694174.035468847,683551.763407921,10622.2720609256,727079,709319,17760,15575,15575,0,183711,319071.75,149073,0,137783.25,17470.4605314374,46617,0,34962.75,0,1,0,0.75,1552.9178798672,1,5842,-4381
Medemblik,1169031.24660275,1128045.41563654,40985.830966205,944658,907627,37031,5687,5687,0,249406,433171.75,135037,0,187054.5,26398.5960408323,,,,4926.3145824668,,,,2342.207985847,,,
Muiden,774054.587535171,763362.685691334,10691.9018438369,784598,775428,9170,5095,5095,0,100065,173794.5,57142,0,75048.75,4413.5803882516,1286,0,964.5,0,0,0,0,0,92614,28113,49673
Naarden,1600075.95317906,1528804.89681335,71271.0563657092,1577688,1526802,50886,96487,84287,12200,525525,663960,257242,0,394143.75,35980.4341860676,64011,0,48008.25,3711.7537961288,9954,165,7341.75,2288.5713998519,118577,2917,89441
Obdam,290560.769922943,284132.448893447,6428.3210294961,297975,291760,6215,21078,21078,0,134666,226614,112113,5794,100999.5,36073.8529865659,64931,0,48698.25,9111.5041293343,13138,0,9853.5,60871.976492111,21682,127078,-78524
Oostzaan,546703.289421282,520281.273584378,26422.0158369037,563040,547244,15796,9343,9343,0,135878,235995.5,84955,456,101908.5,7652.7857084735,38165,546,28214.25,10727.9271617916,1,0,0.75,2599.756075496,105535,2606,77983
Opmeer,664510.48507524,664476.913572765,33.5715024751,611531,608298,3233,115961,115961,0,199492,232987,108792,3840,128035,36807.0073963596,63879,77,47851.5,8245.399059675,61047,6414,40974.75,6458.3535766101,18872,64146,-33956
Ouder-Amstel,1428829.00874547,1370353.66837871,58475.3403667644,1333218,1282705,50513,30861,30861,0,236481,400751,224840,10850,177360.75,12081.7069291599,63739,545,47395.5,0,2176,240,1452,10042.0635744992,43502,9672,25897
Purmerend,17185767.9959497,16237160.4315118,948607.564437948,16483236,15767515,715721,809356,673631,135725,4893603,7377650,3407042,0,3670202.25,127615.34773669,440896,621,330206.25,44209.8812951696,123913,2648,90948.75,34664.9556211531,197634,70409,106226
Schagen,2820103.37271511,2763105.17845725,56998.1942578589,3208373,3127621,80752,129756,129756,0,676532,906336,473823,0,432513,102086.370824026,150910,1129,112335.75,5809.0544727715,32402,0,24301.5,1300.2248260195,71944,9799,48986
Texel,1407045.11809896,1386025.62738259,21019.4907163697,1452204,1425808,26396,61667,61667,0,489819,636022,230626,1762,367364.25,21981.5811378565,56831,0,42623.25,7954.7274568174,14923,0,11192.25,3647.2878476678,35142,4489,24796
Uitgeest,852074.097915385,826271.2897908,25802.8081245847,740374,719470,20904,76110,74248,1862,125704,207820,37240,0,94278,86724.9313008991,116675,0,87506.25,5420.7627382313,30857,0,23142.75,3671.5630266742,17537,12376,3871
Uithoorn,2270609.20142732,2096843.10461608,173766.096811245,2412399,2263681,148718,82112,80304,1808,356742,595626,267999,0,267556.5,39056.6145407138,65561,266,48971.25,7035.4347369365,30768,0,23076,169.4638686828,2616,1357,1336
Velsen,12119666.3941368,11786150.9244922,333515.469644636,11996539,11694468,302071,513428,511518,1910,2135457,3083239,2499079,110750,694910,396963.730467739,537152,5395,398817.75,27747.0997158541,163023,0,122267.25,23623.9106324949,80099,24287,44213
Venhuizen,583076.063634841,578836.107211131,4239.9564237102,512066,501385,10681,44622,44622,0,120459,185769,95660,0,90109,31176.6929251462,53682,1692,38992.5,1577.2436522529,31154,0,23365.5,35274.1470181235,6815,6272,893
Weesp,3695479.87748749,3440270.55906057,255209.318426917,3391118,3174899,216219,70615,61512,9103,1000616,1165764,867121,141402,440045,47156.3450986305,186735,982,139314.75,0,3551,0,2663.25,3258.1914070222,153125,7816,112187
Schermer,265064.582111679,265064.582111679,0,240287,240287,0,1269,1269,0,79809,100393,79465,0,20928,19325.5564178047,52358,0,39268.5,0,13441,0,10080.75,3150.45585067,0,2583,-1937
Wervershoof,573270.464197283,518689.418117633,54581.0460796499,563648,514702,48946,30745,25980,4765,177735,235767,133211,0,102556,46809.688079134,58084,0,43563,9825.9259002132,64046,0,48034.5,1906.6419168177,100756,35324,50323
Wieringen,1038391.18123856,1023911.91655993,14479.2646786232,1084365,1073416,10949,44026,44026,0,298473,360152,193055,6792,173889,18230.4041560798,18863,0,14147.25,1051.7146473876,0,0,0,0,36592,9863,20606
Wieringermeer,1112550.22089907,1103453.5871173,9096.6337817782,1318396,1309507,8889,43367,43367,0,255605,270122,255325,14729,29526,46335.2671118972,55060,0,41295,1507.8589398238,10804,0,8103,2811.0657289423,119040,133249,-8078
Wognum,445060.345917524,438875.729128218,6184.6167893063,362383,358323,4060,16652,16652,0,559320,686663,475305,6886,218244,36383.4172470409,69386,1509,50907.75,20588.6548578288,47665,0,35748.75,20032.8024848134,15118,20987,-3153
Zandvoort,3957811.74464774,3837784.91957631,120026.825071435,3941007,3789828,151179,201692,200547,1145,705367,1150842,527997,0,529025.25,66514.6438901392,160486,1422,119298,12478.0853970697,38086,225,28395.75,10191.1825312528,131972,12228,91506
Zijpe,1024366.67373427,1020646.45390443,3720.219829836,1192894,1185063,7831,17646,17646,0,269075,272720,254336,0,18384,35922.5053710526,114596,6580,81012,3914.2170737217,28736,1220,20637,3444.532304919,53355,29208,19331
Zeevang,235047.172843433,235047.172843433,0,280759,278650,2109,5475,5475,0,66731,115899.5,41898,0,50048.25,5079.8762447474,34945,0,26208.75,0,22290,0,16717.5,14055.5598368922,33005,3987,21764
Zaanstad,36272853.5142517,34718565.0662143,1554288.4480374,36449019,35162350,1286669,1444962,1417092,27870,9096118,11724886,7558522,53779,4220143,390299.169129243,948297,9901,703797,74681.1517709376,205715,0,154286.25,71961.803030963,238566,126050,94780
Alblasserdam,2976671.7495191,2883717.23272141,92954.516797698,3046111,2963191,82920,60145,60145,0,779432,696064,817505,0,-121441,110298.753464897,268658,0,201493.5,8478.0676694925,31288,574,23035.5,0,6070,3019,3200
Alkemade,818492.267373501,781574.805151688,36917.4622218121,786631,745991,40640,23281,23281,0,208642,362373.25,128186,11233,156481.5,24023.2856575722,102882,1028,76390.5,17127.080009039,12894,178,9537,0,295157,111691,139817
Alphen aan den Rijn,11778959.0822645,11144778.4798416,634180.602422872,10029632,9445230,584402,527543,475359,52184,3037245,4438605,2352478,76076,2162203,175682.52614018,444012,12669,323507.25,10606.4491952359,37799,0,28349.25,37041.6112419711,569563,220210,274634
Barendrecht,1914813.13386908,1875550.64002993,39262.4938391486,1845606,1812709,32897,46049,41723,4326,782273,971796,328141,0,586704.75,122183.319248887,287659,0,215744.25,19071.8218700252,30638,0,22978.5,14655.7347388031,130234,20979,84556
Bergambacht,417788.900411417,396756.975805242,21031.9246061753,439956,428016,11940,8479,8479,0,251092,332348,233097,5797,105048,10341.3238345811,64101,0,48075.75,8646.8235473563,0,0,0,23579.2905415593,20812,38750,-13453
Bergschenhoek,1152153.58243226,1138278.60479819,13874.977634071,1022040,1013025,9015,5850,5850,0,158741,240853,126792,0,114061,43340.8282076871,107323,0,80492.25,3962.8082603439,24173,0,18129.75,0,1,9962,-7471
Berkel en Rodenrijs,1736030.51021526,1654317.4731908,81713.0370244535,1762317,1678475,83842,46389,46389,0,249643,433583.5,183451,0,187232.25,21395.1949906106,110637,0,82977.75,17209.1597161712,25568,0,19176,37887.7746244802,189878,85840,78809
Bleiswijk,873566.570065268,861591.490793493,11975.079271775,789806,777051,12755,44255,44255,0,145150,252098.5,152990,9750,108858.5,18640.2562465016,41103,0,30827.25,13573.7947674802,22180,0,16635,21212.3449923439,34163,52353,-13018
Bodegraven,1577780.87739542,1488305.36296533,89475.5144300907,1784914,1704172,80742,78860,74066,4794,380040,550868,112178,0,285030,44095.505576419,114863,5931,81699,7097.3775559189,17326,0,12994.5,5604.0984677655,43938,4800,30956
Drechterland,586315.662633924,579592.658416035,6723.0042178889,577906,572658,5248,54723,29801,24922,296392,399049,154294,11236,222294,15623.6074804083,49475,0,37106.25,10986.2046402343,38181,0,28635.75,29146.1670681816,93736,41434,42139
Boskoop,1594999.1150574,1558459.64308568,36539.4719717218,1801377,1772007,29370,110344,108298,2046,339273,589254,330681,135,254454.75,41764.8438845735,109944,15,82446.75,11300.952957184,10408,0,7806,5152.1177538842,112429,58980,42376
Capelle aan den IJssel,21411191.0052866,20390118.7310616,1021072.274225,24232559,23188830,1043729,908804,818767,90037,4921022,5530659,4219833,190871,1501697,250564.334801427,746687,6814,554904.75,16536.762755344,69839,0,52379.25,18383.4774654636,245460,13060,180714
Delft,37140548.3133898,35554542.2558473,1586006.05754251,37576714,36106754,1469960,1666539,1610035,56504,9716250,14873515,8701057,921038,7093496,262870.887961198,663787,7473,492235.5,7326.9818566701,71531,4421,50332.5,73730.6544078967,365848,211047,120744
Dirksland,552769.953434105,519389.932861986,33380.0205721184,627623,602697,24926,11800,11800,0,166948,176853,164044,14337,27146,59910.5300107897,138244,0,103683,4772.4424914962,959,0,719.25,2717.6640878128,192394,15060,133784
Dordrecht,55264354.8941325,52613401.095408,2650953.79872453,54737959,52735506,2002453,3278934,3048699,230235,21302263,23532867,20283027,751395,4001235,501119.281929274,1365967,5801,1020124.5,62327.3897702708,276054,4952,203326.5,225293.77489923,1014221,366618,500571
Goedereede,708590.469366967,673712.165073274,34878.3042936934,772172,752771,19401,20922,20922,0,98744,171500,58899,15702,74058,75072.3097446165,194532,0,145899,0,17326,0,12994.5,1331.4357704563,17995,44624,-19311
Gouda,21631038.7534266,20840079.2344449,790959.518981705,22117690,21445102,672588,597757,597757,0,6828625,9002807,7285266,273527,1991068,206998.43139548,534195,45,400612.5,42899.6702901203,169076,4320,123567,32996.9040351412,70210,204372,-97793
's-Gravenhage,288390475.28267,275618442.113638,12772033.169032,281523026,269230073,12292953,11247545,11244185,3360,115650341,136657275,106883788,4743522,34517009,1071466.01644551,3789194,149810,2729538,192040.249183129,1036402,14700,766276.5,463648.058488271,3051855,883869,1690459
Noorder-Koggenland,594724.939425081,593714.064183886,1010.8752411954,728415,727617,798,17752,17752,0,186398,264302,106574,0,139798.5,33075.0636970385,81417,0,61062.75,10014.5997870078,13742,0,10306.5,416.3771180052,0,894,-671
Hellevoetsluis,9514266.82730141,9029787.77136002,484479.055941388,9409383,9086165,323218,330476,329348,1128,2573731,3027173,1615104,106091,1518160,208549.000309635,670305,646,502244.25,12716.2259873626,46412,0,34809,40114.8489041826,126499,51280,60770
Hendrik-Ido-Ambacht,1692435.80480327,1624611.42269167,67824.3821115964,1632750,1568828,63922,76121,73686,2435,461316,564074,386404,0,177670,56452.6605864601,159718,4004,116785.5,14069.7750777778,47846,0,35884.5,0,40489,18768,19010
Stede Broec,2613930.88733143,2600939.95926254,12990.9280688927,2593524,2569481,24043,52321,52321,0,855192,1335916,486282,16150,641394,91509.4392793648,188423,0,141317.25,25400.2767295295,65734,0,49300.5,11368.8755013352,26597,50829,-16404
Katwijk,3951479.60696425,3825659.83263238,125819.774331865,4275441,4142071,133370,230086,227142,2944,742630,1115549,685179,28672,459042,105869.832244211,219910,292,164713.5,3965.2159317531,24474,0,18355.5,5896.0941923854,52657,14819,29038
Krimpen aan den IJssel,4115034.06806185,3943155.4357231,171878.632338755,4294504,4117973,176531,156356,151134,5222,932029,897219,732585,23539,188173,90568.8401802292,203047,2168,150659.25,12339.0970929924,51448,2032,37062,1275.7184548321,122527,21429,77143
Leiden,43854387.8559021,42382952.6325843,1471435.22331777,40510614,39121353,1389261,1702107,1665201,36906,12416680,16182852,11389249,335352,5128955,285104.104544515,681840,3480,508770,39232.1300962333,132839,483,99267,28908.5015060998,190149,99102,73149
Leiderdorp,2838207.54270458,2634811.48648658,203396.056217994,3221790,3085315,136475,99087,98668,419,1024702,1429641,603406,61373,768526.5,19239.6935496995,66564,0,49923,9168.1938470603,72671,0,54503.25,20143.7747316998,25125,26438,-61
Maassluis,9297390.03704027,8895480.71313094,401909.323909329,9446997,9026804,420193,340378,336585,3793,2358428,3316678,2930501,33025,419202,217523.616251631,719540,46703,504627.75,7806.5462255414,30841,0,23130.75,2997.1754346581,303828,140664,126287
Wester-Koggenland,652673.234621808,646790.761354778,5882.4732670302,677471,671418,6053,100764,100764,0,225134,310369,135242,0,168850.5,21244.7632456904,71111,0,53333.25,8162.4438356667,28459,0,21344.25,4834.9220815338,17743,14511,2927
Middelharnis,1145558.80018794,1108963.37571209,36595.424475847,1088940,1048807,40133,71504,68597,2907,602905,728768,345443,23970,407295,121833.914617612,389033,5417,287712,13704.9034196727,51537,0,38652.75,5031.4354353952,55080,11210,34340
Moordrecht,962627.432081935,902658.781549518,59968.6505324172,942962,902967,39995,26457,24770,1687,268001,465468.5,250752,0,201000.75,40384.1689654432,129417,2335,95311.5,0,1,0,0.75,5779.8045253357,0,7522,-5641
Nieuwerkerk aan den IJssel,2448433.27256317,2358434.29137226,89998.9811909065,2729702,2633285,96417,122076,80684,41392,657854,1142570.75,368262,24955,493390.5,31067.01742162,129581,2112,95601.75,12171.4356112237,41384,0,31038,11992.1696213474,23822,15958,6228
Nieuw-Lekkerland,625905.132069628,603562.675477942,22342.4565916858,721311,700603,20708,35147,28269,6878,198699,257978,166153,16157,107982,7479.6861663735,45131,0,33848.25,0,0,0,0,0,0,0,1
Noordwijk,2132684.28369034,2034058.66975231,98625.613938033,2368406,2296518,71888,46874,46874,0,443293,770079.25,258349,0,332469.75,88584.6065402319,193301,3600,142275.75,13466.7628293797,52857,0,39642.75,7130.4292468161,171896,22227,114838
Oegstgeest,1738966.36614645,1694027.80161105,44938.5645354058,1777786,1729628,48158,58005,58005,0,514990,649154,335251,10432,324335,19243.1280644237,44091,0,33068.25,1940.8020350439,11203,0,8402.25,10600.6238838276,22873,172047,-111419
Oostflakkee,897194.344150092,897194.344150092,0,917863,917863,0,20479,20479,0,254303,323362,228896,21202,115668,97752.9291126729,241763,541,180916.5,16989.1861010569,72126,0,54094.5,0,49116,18451,24679
