Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Abcoude,661457.505464377,652238.177023635,9219.3284407429,649040,643130,5910,5279,5279,0,162843.764424253,289010.264424253,38179,0,122132.82331819,8916.3270667402,0,1889,-1416.75,0,0,0,0,380.2260352817,13784,2579,9160.65
Amersfoort,36177587.6744104,34525661.6050874,1651926.06932295,32634125,30995849,1638276,1066466,1058405,8061,10352689.8557639,10245956.8557639,10770260,246056,-278247.144236084,203049.00305834,480810,7423,355040.25,29999.3151899607,109396,5376,82047,111127.713759979,1733901,304938,1094362.05
Baarn,4675515.37895946,4606460.99857526,69054.3803842104,3930829,3865736,65093,156282,154701,1581,1108461.87424969,1360812.87424969,726957,0,633855.874249691,54202.1593466437,82180,4947,57924.75,148.3460067443,22943,0,17207.25,2314.9289389436,62549,4450,46108.5
De Bilt,4898512.90713491,4752673.28543601,145839.621698898,5319735,5120630,199105,139412,134198,5214,989720.47122475,1698870.97122475,1510310,0,188560.97122475,45328.0994665617,64938,2165,47079.75,18443.5717080744,34397,1,25797.75,41629.983138769,65380,2867,48541.05
Breukelen,770569.935115267,729883.665424448,40686.2696908184,870135,836371,33764,65754,62993,2761,147767.724131113,251743.224131113,45304,0,110825.793098335,31793.121639534,64474,0,48355.5,4194.1461906806,15306,0,11479.5,139.4559439748,12385,4482,6259.95
Bunnik,668368.609171601,654931.02419538,13437.584976221,745339,733197,12142,37706,37122,584,196671.082656052,267673.082656052,231830,0,35843.0826560516,20814.4120286411,8601,18947,-7759.5,0,0,0,2420.25,2484.3818167363,90395,22477,52198.8
Bunschoten,1163758.09659377,1145210.96386819,18547.1327255847,1255965,1208669,47296,74359,73836,523,241802.871309128,412399.371309128,392567,0,19832.3713091277,58236.2421072099,131163,7444,92789.25,10400.3450380534,25752,0,19314,2130.5769218373,41929,16086,19417.05
Eemnes,725917.712695635,725539.724702796,377.9879928398,734165,727443,6722,12347,12347,0,189581.971009148,332117.971009148,71865,0,142186.478256861,17479.6590836925,17569,1306,12197.25,0,0,0,0,0,0,1978,-1483.5
Houten,4112601.67394867,4009665.92605243,102935.747896242,3966306,3853751,112555,98761,98761,0,470829.050759525,357653.050759525,377170,0,-19516.9492404746,35919.4237164453,32630,0,24472.5,517.4519800469,39708,0,29781,5332.8985982957,95603,14807,63657
Leusden,1920122.25648312,1834398.38195314,85723.8745299786,1962123,1835669,126454,115782,115782,0,673804.925724073,934546.925724073,487509,0,447037.925724073,30831.9914314032,93799,0,70349.25,9880.5476665955,58380,0,43785,5094.3137140881,199554,75343,97938.9
Loenen,784266.388484821,727457.477099414,56808.9113854071,690281,645963,44318,49331,48569,762,152296.869664053,152760.869664053,196660,0,-43899.1303359466,36047.7622650257,47793,0,35844.75,4822.1247409698,0,0,0,7039.1480324832,3393,0,3053.7
Lopik,939137.227550026,901755.557027377,37381.6705226482,788297,763217,25080,32259,27259,5000,139223.814856755,233019.564856755,104716,0,104417.861142566,12081.4989355207,16165,0,12123.75,19424.8248396422,919,0,689.25,490.479666202,12092,9792,2395.5
Maarssen,5653628.71055085,5313514.44360903,340114.26694183,5121502,4805515,315987,232497,219887,12610,1265243.36654619,1845100.36654619,580737,0,948932.524909639,119595.64506131,140761,400,105270.75,6263.3677630155,26508,0,19881,32116.1873939011,50128,37463,11538.75
Montfoort,650382.57237135,644537.178174387,5845.394196963,766842,757154,9688,25242,25242,0,159188.382873874,277225.632873874,155938,1995,119391.287155406,33995.3701468103,73590,0,55192.5,0,0,0,0,19865.5190847299,15951,0,13742.55
Renswoude,312858.933349305,309633.734025785,3225.1993235204,331830,326988,4842,13754,13754,0,57261.2990800464,99130.7990800464,23306,0,42945.9743100348,6546.2906366692,21277,0,15957.75,0,0,0,0,0,0,0,0
Rhenen,2684821.63270337,2595333.53455239,89488.0981509806,2802142,2724432,77710,62575,62575,0,554494.746376957,967580.496376957,367325,0,415871.059782718,32713.2654848448,26924,1752,18879,9553.0723908378,24273,0,18204.75,4126.8629346618,74904,11296,49100.25
Soest,6572779.19363054,6258784.12065547,313995.072975067,6330003,5985885,344118,198745,190208,8537,1476564.30404264,2308366.30404264,1562255,9670,755781.304042645,112792.421162712,281356,4266,207817.5,8857.663837483,10215,0,7661.25,4716.4715410966,101737,35796,53515.65
Utrecht,106703882.796872,102670240.964973,4033641.83189841,109737252,106025716,3711536,5220067,4883419,336648,49626682.3754676,77734865.3754676,33309158,2000,37220011.7816007,598611.464612118,1063725,37366,769769.25,83972.3418611544,212538,3909,159403.5,187004.659869677,1514189,276921,951883.35
Veenendaal,11368279.553804,10676786.3067491,691493.247054888,13606287,12958331,647956,458772,426413,32359,2543734.99606139,3492622.99606139,2137970,3120,1357772.99606139,83955.4409415761,174897,6897,126000,20181.2135696824,38744,0,29058,23651.8870222794,1255556,216020,814412.4
Woudenberg,687489.970633896,624045.021528042,63444.9491058545,735205,671366,63839,44597,44252,345,187246.052086054,241025.052086054,128070,0,112955.052086054,17413.3124088775,29056,0,21792,4298.2229345427,9969,0,7476.75,23033.07610279,24117,15072,6783.75
Wijk bij Duurstede,2065487.31865288,2025479.86171843,40007.4569344463,2148443,2112209,36234,69756,68577,1179,490956.335702489,856357.835702489,564618,0,291739.835702489,50899.4269976484,94750,4091,67994.25,6295.9100688428,40204,0,30153,6776.9231805648,133957,20226,87271.05
IJsselstein,5229648.79364421,5042693.47210879,186955.321535428,5119363,4939208,180155,166216,159440,6776,868082.410634865,1463349.41063486,645080,0,651061.807976148,32874.3931236812,103011,1675,76002,13696.7926661823,9649,0,7236.75,2398.3641190994,100938,28724,57791.4
Zeist,12647959.9568146,11934116.2126446,713843.744169964,12667959,12024286,643673,453610,437729,15881,4438974.4065423,7232561.40654229,3737967,0,3329230.80490672,110226.418685408,203262,3558,149778,14809.6808906912,16733,138,12549.75,5284.426731729,499102,106858,301570.35
Nieuwegein,12408413.6601352,11936758.4533774,471655.206757742,13405319,12868411,536908,461257,407092,54165,2676366.96538834,4535797.71538834,1237092,2532,2007275.22404125,103289.732942877,262984,4843,193605.75,13117.7741615972,25276,0,18957,50039.0573673352,259514,87993,138676.75
Aalsmeer,1828980.56247306,1804292.80232533,24687.7601477243,1767280,1699912,67368,85984,85984,0,337833.995082467,493385.995082467,180830,0,253375.49631185,41613.7103359922,20817,914,14927.25,9927.4554948151,35203,0,26402.25,2807.9911226266,18174,66084,-34500.15
Alkmaar,29194164.424323,28332455.8032617,861708.621061267,26687659,25619351,1068308,1692201,1658146,34055,10213361.6622201,14268209.6622201,8972592,277177,5572794.66222011,396463.905371053,360495,11962,261399.75,35158.8831201848,113474,1465,85105.5,13029.9926228652,243693,27695,170845.5
Amstelveen,11242274.5962926,10719041.921435,523232.674857633,10757174,10124093,633081,726331,545609,180722,2807931.76795518,4609244.76795518,1990174,73287,2105948.82596639,125111.128673054,262418,14822,185697,39608.6769746619,61094,7472,45820.5,80136.9080222277,237634,168985,57748.5
Amsterdam,509041346.551824,486467608.386208,22573738.1656164,506330995,483816085,22514910,15537214,14914057,623157,204439813.317937,263309660.317937,193997215,4037658,68939103,1656972.8527667,3881927,202974,2759214.75,345451.821401099,1234508,13614,925881,622138.195280837,4406714,1563931,2237432.55
Andijk,547533.591153699,540389.841750562,7143.7494031375,488985,469779,19206,34347,33989,358,162593.021784598,282939.521784598,104500,1400,121944.766338449,23593.7997573776,42280,0,31710,23239.3107956707,30511,0,22883.25,8163.1391022972,119246,15189,79227.15
Graft-De Rijp,269834.204307693,269834.204307693,0,228829,228829,0,5809,5809,0,127744.2205001,224791.9705001,71315,0,95808.1653750748,18121.0956618267,58776,0,44082,0,0,0,0,1986.551908473,5585,0,5026.5
Anna Paulowna,1502732.35828496,1421539.86643838,81192.4918465858,1282844,1223522,59322,92946,92946,0,430934.995398457,593557.995398457,522387,5518,76688.9953984572,34462.6146829592,19758,2808,12712.5,7350.1635080772,34192,0,25644,2253.7431401626,21024,73904,-38508.6
Beemster,473241.479128132,425430.471264585,47811.0078635467,486134,440697,45437,5466,5466,0,305017.905102849,557350.905102849,198364,0,228763.428827137,26553.0151529871,47216,9523,28269.75,7455.9992954975,5037,0,3777.75,1046.5155453836,0,35573,-26679.75
Bennebroek,423004.090806429,419072.121034758,3931.9697716705,332666,326703,5963,35099,35099,0,182602.698396813,329202.948396813,69175,0,136952.02379761,11900.9027743447,3742,2511,923.25,0,0,0,0,0,0,0,0
Bergen (NH.),3189287.62150385,3167964.84913853,21322.7723653134,3120066,3095223,24843,258431,258431,0,1609128.38162878,1885745.38162878,1358099,66093,593739.381628781,138564.646103977,191422,1567,142391.25,24062.8363548502,49833,54,37374.75,13823.4214551093,165822,28980,110123.1
Beverwijk,7852912.85255235,7610236.73299552,242676.119556832,7966022,7721853,244169,260870,250740,10130,2131954.6180744,3511479.1180744,1809695,97716,1598965.9635558,313867.41852173,92305,2586,67289.25,26727.494171647,21962,390,16471.5,15808.3841220555,54433,11678,34891.05
Blaricum,782108.387557758,755948.934514835,26159.453042923,857046,818474,38572,2433,2433,0,194296.313371526,345131.063371526,103578,0,145722.235028644,23318.1664674125,47604,0,35703,0,0,0,0,10581.3687404814,24440,28186,-2743.5
Bloemendaal,1628394.56651155,1561741.19269724,66653.3738143081,1546990,1486846,60144,23959,23800,159,349883.481840496,606834.231840496,232402,0,262412.611380372,17280.6190592475,29441,0,22080.75,15972.7018566096,0,0,0,7863.3684193086,62109,0,47772.3
Bussum,4557569.81159402,4390982.22767276,166587.583921254,4182012,4057568,124444,159646,136090,23556,1076459.24384292,1494877.24384292,797215,0,697662.243842918,74961.7521150129,152463,6972,109118.25,9437.5618638472,0,0,0,31847.4069206847,27667,60439,-23614.05
Castricum,2380629.16758914,2334095.26708602,46533.9005031236,2325182,2282095,43087,72730,72730,0,760689.478588693,953530.478588693,707975,7150,252705.478588693,158988.406861989,139145,8937,97656,17819.9907666808,37286,0,27964.5,17290.5505009672,66360,6437,47392.05
Diemen,6077176.83572542,5540853.25126961,536323.584455806,5793300,5292453,500847,0,0,0,902844.339986739,1541347.83998674,733813,0,677133.254990055,22602.4421066669,62574,0,46930.5,23587.8945941272,51219,5423,38414.25,21616.2672816671,242244,78971,138457.2
Edam-Volendam,2019741.58092377,2001458.36880857,18283.2121151995,1996977,1959914,37063,69199,65666,3533,342638.639142486,542407.639142486,340419,20533,222521.639142486,29000.9256724163,36081,237,26883,14049.4808996081,38361,0,28770.75,197.0659493205,59099,11042,36443.85
Enkhuizen,2948657.95733227,2832570.91122361,116087.046108655,2710055,2629630,80425,91510,78818,12692,667672.855106987,1143321.85510699,638630,0,500754.64133024,61511.052496534,53071,837,39175.5,9529.3253028017,40574,5,30430.5,16681.8709962111,46235,17722,22800.6
Haarlem,43207242.7636376,42119585.6691642,1087657.09447343,42838186,41681715,1156471,2842126,2609981,232145,14748438.5222091,25781090.0222091,12164892,433940,11061328.8916568,440790.400596199,787276,8077,584399.25,63457.2031893341,202125,1875,151593.75,157207.374518537,1324245,244539,837225.6
Haarlemmerliede en Spaarnwoude,478036.708070159,478036.708070159,0,465320,465320,0,39548,39548,0,101284.039753223,163098.039753223,58771,0,75963.0298149173,4857.6524884821,1680,0,1260,0,0,0,0,2464.3176424607,2640,0,2376
Haarlemmermeer,13793412.4086599,13099938.6387195,693473.769940448,13345111,12592535,752576,396104,355181,40923,2853990.14849187,3349713.14849187,1928202,266465,1687976.14849187,240403.974132558,356612,8501,261083.25,42217.0453975953,110002,318,82501.5,189378.589400302,1391316,303778,827902.65
Harenkarspel,1151204.12762651,1135552.29346147,15651.8341650457,1086711,1073026,13685,43863,43863,0,515585.704543112,777287.704543112,432080,0,345207.704543112,37358.8135457329,59745,0,44808.75,27278.6611532267,2205,15536,1653.75,21990.1363508417,159531,41345,90965.25
Heemskerk,7678129.39798772,7417525.68815511,260603.709832614,7556679,7297966,258713,385618,379920,5698,2287199.88426089,2646970.88426089,1613648,77187,1110509.88426089,446072.261939869,67920,1588,49749,8495.5940384133,15951,0,11963.25,30777.8473731628,192919,100626,71957.55
Heemstede,2713330.81693469,2626641.84288453,86688.9740501583,2696729,2639863,56866,133362,133190,172,829551.549945693,1382100.54994569,772190,42640,622163.662459269,63204.8139400737,69012,174,51628.5,10021.8574991069,65283,0,48962.25,21023.2815369879,69235,33065,29262.45
Heerhugowaard,6917557.0962823,6617597.9028875,299959.193394795,6316532,5952153,364379,263670,251438,12232,1822734.9354872,2800304.9354872,1537203,39490,1302591.9354872,270496.930209362,227547,450,170322.75,5802.4983507584,15417,0,11562.75,15038.793912713,416349,6996,310093.95
Heiloo,2379392.34676269,2295078.658206,84313.6885566918,1840025,1769333,70692,94063,94063,0,473426.776821132,624318.776821132,478609,925,146634.776821132,84650.6721209116,59664,0,44748,6935.6155761869,11353,0,8514.75,207.3960192446,21127,39557,-12010.05
Den Helder,20073697.3196145,19682215.826415,391481.49319955,20751693,20387859,363834,442129,426871,15258,7668741.39663991,11050761.3966399,7272456,43100,3821405.39663991,84275.3907363403,125644,980,93498,15255.5984327033,78766,918,59074.5,33088.8032082894,262065,56399,161934.3
Hilversum,18362408.4678069,17769855.2553393,592553.212467571,17786947,17147196,639751,436283,404236,32047,4691636.10142355,8092950.60142355,3036696,87800,3518727.07606766,210671.185719036,343286,3310,254982,29538.1526037772,108344,734,81258,78971.5966727175,357956,62091,225615.3
Hoorn,16149820.6781688,15412722.8442855,737097.833883308,15845330,15181180,664150,878181,805333,72848,5984693.42905489,7944670.42905489,6012778,221536,2153428.42905489,167095.253263033,,,0,42959.9481270224,108598,700,81448.5,72854.6060361474,498151,159256,265921.95
Huizen,7288999.0193219,6951201.88587464,337797.133447262,7760362,7336396,423966,184934,178749,6185,1600871.79390817,2463941.79390817,1162630,0,1200653.84543113,103310.99461859,183546,1413,136599.75,13696.2063183296,38780,274,29085,20381.6252705511,64424,22734,32595.6
Niedorp,834763.700341402,822141.36165743,12622.3386839719,749553,737972,11581,40644,40644,0,267800.616201452,418727.616201452,299384,0,119343.616201452,51163.2767083026,69721,6003,47788.5,26444.5813326979,19566,697,14674.5,2216.3959642833,70481,18965,39421.8
Landsmeer,828484.234932686,799350.083484575,29134.1514481117,648483,626956,21527,43271,43271,0,214980.156757226,379164.906757226,159243,106135,161235.117567919,13105.1333469521,15238,0,11428.5,0,9516,0,7137,2781.1726718622,19442,3000,12694.5
Langedijk,2430761.50861282,2394372.89530213,36388.6133106904,2416210,2378712,37498,126416,125879,537,456554.519965061,696877.519965061,544474,92912,245315.519965061,89003.6800171715,80891,3063,58371,9063.4719337962,23638,1080,17728.5,18008.4903606893,41995,15021,23451.45
Laren,779465.043831455,763975.364278722,15489.6795527328,627128,596053,31075,32412,32412,0,180904.757217037,318688.007217037,110644,4304,135678.567912778,24604.3697656601,47607,0,35705.25,0,0,0,0,638.0804730015,26640,14487,9510.75
Medemblik,1057660.53593276,1009337.34315584,48323.1927769213,947612,903292,44320,28057,28057,0,258509.704093468,445564.204093468,281066,7057,171555.204093468,26827.1114543464,17262,0,12946.5,4426.9262882201,0,1392,0,148.9913931355,75469,24508,39641.55
Muiden,821273.314250124,811226.43813275,10046.8761173743,801901,788425,13476,10147,6165,3982,106820.123596599,181868.873596599,34450,0,80115.0926974489,1906.6343654365,477,0,357.75,0,0,0,0,0,86750,25300,46290.3
Naarden,1626241.38518411,1602966.04762502,23275.3375590952,1656119,1591099,65020,152369,120928,31441,490017.896979734,884161.646979734,204720,13881,367513.4227348,34027.3907427635,61594,364,45922.5,870.1402134727,210,0,157.5,6571.7123684195,45364,4010,32269.2
Obdam,302361.029210545,292115.094327711,10245.9348828343,341324,334552,6772,24399,24399,0,132123.624686535,233123.124686535,104582,0,99092.718514901,38662.436048179,17161,0,12870.75,13040.9625928877,3871,0,2903.25,12647.780035675,0,8412,-6309
Oostzaan,580006.999242257,562166.636964823,17840.3622774346,578932,556826,22106,17042,17042,0,135732.017008918,237640.517008918,90253,203,101799.012756688,9957.1245176026,34974,0,26230.5,6058.4391884813,0,0,0,2571.9887559,0,11979,-8984.25
Opmeer,701536.883532622,701536.883532622,0,584104,572132,11972,40874,40874,0,202777.8475001,330812.8475001,146963,0,152083.385625075,36603.1274812377,29814,0,22360.5,14371.6790446911,39340,0,29505,1062.4079606514,4303,15924,-8337.75
Ouder-Amstel,1447406.18890509,1396364.39017967,51041.7987254228,1192657,1139352,53305,38704,37912,792,252621.859320696,429982.609320696,170537,14536,189466.394490522,14042.6963964614,37053,545,27381,2667.8827299869,9515,4515,7136.25,2360.6196328385,103526,38778,49906.65
Purmerend,16275355.7943638,15617618.6643618,657737.130002022,14841660,14116877,724783,732207,694927,37280,4973376.29353397,8643578.54353397,4733072,0,3730032.22015048,141319.954344556,374266,910,280017,52529.1450838107,117744,0,88308,12550.6376473506,256406,111862,119133.75
Schagen,3262251.12514433,3180500.59776986,81750.5273744765,2999767,2932293,67474,154944,154944,0,698560.33865848,1131073.33865848,600128,0,523920.25399386,105289.098954194,77956,0,58467,9099.2391528137,18761,0,14070.75,9829.4588431243,53732,12125,33676.95
Texel,1474278.39638132,1452598.88386891,21679.5125124019,1314287,1271149,43138,80597,80597,0,487273.488994505,854637.738994505,441559,630,365455.116745879,26332.4572880616,19082,0,14311.5,9058.1948031215,6385,0,4788.75,4119.3140374096,142188,126,108764.1
Uitgeest,819823.081763676,803007.089312991,16815.9924506854,778388,759917,18471,34381,31174,3207,179917.024386404,274195.024386404,66692,0,134937.768289803,96583.0831616743,73515,326,54891.75,8249.0347663343,19143,900,14357.25,2568.015652083,10155,499,7907.55
Uithoorn,2472235.62029319,2339508.15603822,132727.464254974,2360109,2214415,145694,136076,136076,0,398083.279472535,665639.779472535,292852,0,298562.459604401,36020.6087996574,42722,146,31932,18264.7356129874,24965,0,18723.75,277.9186119954,13175,1543,9482.4
Velsen,11799521.3077631,11546110.5528712,253410.754891947,12060886,11728640,332246,505357,502204,3153,2512254.13021143,3207164.13021143,2568950,325542,963756.130211427,361336.03078657,220415,15808,153455.25,35718.258971703,125559,0,94169.25,5170.5973073735,197782,37274,127110
Weesp,3700357.20474076,3423384.82552591,276972.37921485,3110586,2917326,193260,93766,75199,18567,945550.50453011,1385595.50453011,715175,17771,688191.50453011,50577.6840495108,111823,4632,80393.25,0,6732,0,5049,8277.5644922252,112339,12497,75218.1
Schermer,301677.315011079,301677.315011079,0,274280,274280,0,569,569,0,76813.9635948506,97741.9635948506,81754,0,15987.9635948506,19592.2499222999,47669,0,35751.75,4290.8935863834,2838,0,2128.5,3750.0140376245,1800,0,1620
Wervershoof,567926.474459817,514352.82716697,53573.6472928466,513434,473732,39702,48061,43701,4360,183132.866951994,285688.866951994,138663,0,137349.650213996,41120.5931583132,34507,0,25880.25,14316.8555204595,58913,0,44184.75,13170.640497985,87767,57375,25108.05
Wieringen,1063517.78582616,1050554.3633025,12963.4225236646,994874,983122,11752,51300,47666,3634,292842.660832987,466731.660832987,330507,0,136224.660832987,14413.8791447507,1989,451,1153.5,2369.43167294,6877,0,5157.75,1496.2708974619,11069,4500,5678.25
Wieringermeer,1259621.26500843,1250390.75349098,9230.5115174541,1393020,1372826,20194,52038,52038,0,270199.803543414,299725.803543414,307390,17714,10049.8035434138,49241.2724568086,13382,146,9927,0,22572,2151,16929,96347.7675609398,310680,52578,195560.85
Wognum,359158.644084869,354447.213866426,4711.4302184437,307475,306412,1063,33531,33531,0,499152.878084838,717396.878084838,446509,5708,276595.878084838,43004.9411889662,17487,2486,11250.75,21595.7777644282,21650,0,16237.5,7056.0337237052,15829,4677,9383.1
Zandvoort,4069056.42369541,3949757.59795529,119298.825740122,3960884,3832954,127930,112204,94527,17677,743849.541819513,1272874.79181951,650729,0,557887.156364635,78500.1560502237,92682,1667,68261.25,15607.9934922026,37621,225,28215.75,15926.3853054188,33606,140353,-78080.25
Zijpe,1165797.3726837,1162706.37028071,3091.0024029856,1054090,1050569,3521,29502,29502,0,278207.074221818,296591.074221818,164216,6511,138886.074221818,46223.6514941804,57184,187,42747.75,9373.3567739717,36222,0,27166.5,39497.6183202141,81751,70490,9763.35
Zeevang,276605.596439726,276605.596439726,0,291653,291077,576,6013,6013,0,66873.9786643487,116922.228664349,100757,0,16165.2286643487,6147.9544230116,20801,0,15600.75,0,27807,0,20855.25,1312.3161907373,18728,16710,3241.35
Zaanstad,34662072.3129106,33412861.1373436,1249211.17556696,35372019,33853393,1518626,1797583,1765198,32385,9423132.3836358,13643275.3836358,10382153,11426,3272548.3836358,392046.856282886,647746,9702,478533,75487.5952580168,174252,800,130689,67709.8339035841,184417,61922,92392.65
Alblasserdam,2971469.1237767,2887712.35244023,83756.7713364722,3145022,3032845,112177,41656,41656,0,829749.721354175,708308.721354175,681721,8902,35489.7213541745,113116.469593758,156756,0,117567,8520.8069960813,18159,0,13619.25,0,0,1247,-935.25
Alkemade,809178.174135678,766674.654479284,42503.5196563942,688318,655230,33088,45973,45973,0,207405.437523161,363886.937523161,140132,620,155554.078142371,22080.1221454786,85180,0,63885,16458.4910526083,27883,0,20912.25,79462.0763389194,303873,271222,25827.15
Alphen aan den Rijn,10131846.4142657,9541332.99499024,590513.419275441,9821677,9261483,560194,467290,396038,71252,3062160.7439444,5224363.7439444,2496419,37885,2296620.5579583,175721.089483285,281176,8452,204543,13005.7817217231,42588,0,31941,53966.867800768,454034,261004,151368.6
Barendrecht,1872332.17621829,1844987.31704397,27344.859174314,2014997,1954265,60732,113823,94032,19791,718664.901298336,1305369.65129834,644024,1200,538998.675973752,138804.672491242,206590,41231,124019.25,18333.9246596112,21486,0,16114.5,10397.8113441385,89547,31816,45377.4
Bergambacht,420668.037245614,395279.098188095,25388.9390575188,529186,519924,9262,20187,19665,522,231620.722585067,336668.722585067,70291,0,173715.541938801,17452.7617830918,54478,0,40858.5,2126.9768358302,0,0,0,470.4154919264,5296,0,4304.7
Bergschenhoek,1108815.06918919,1098374.54877158,10440.5204176098,1100448,1084554,15894,42170,42170,0,193357.456426581,307418.456426581,124738,0,145018.092319936,40924.1147815444,66409,0,49806.75,4280.9256728867,15338,728,11503.5,1576.1302841825,0,72622,-54466.5
Berkel en Rodenrijs,1853660.45679194,1764318.85694588,89341.5998460634,2125912,2040316,85596,42345,42345,0,292496.961600137,479729.211600137,222464,0,219372.721200103,31417.8402549627,117455,789,87499.5,10893.4635822114,27008,0,20256,24831.8988559123,89541,99445,-6180.15
Bleiswijk,903384.197458602,892280.520592016,11103.6768665861,702008,684243,17765,16912,11104,5808,172288.776162992,281147.276162992,165323,18450,129216.582122244,18278.1246643811,29138,0,21853.5,15945.436681457,22245,0,16683.75,0,2640,212576,-157056
Bodegraven,1818756.74330054,1732255.64493913,86501.0983614095,1880876,1803567,77309,64508,56112,8396,395323.358753813,680353.358753813,372036,0,296492.51906536,43436.3226576475,104439,2487,76464,10020.6848034014,6522,0,4891.5,8139.6977897772,86153,30228,42942
Drechterland,1104804.01586779,1090940.35566888,13863.6601989191,1018924,1000860,18064,35433,35433,0,414423.521736106,726826.521736106,139129,5817,310817.64130208,43778.0464576599,64976,0,48732,12863.2991935062,67342,31,50506.5,12550.8363025415,54311,58068,-1553.2
Boskoop,1788417.10576863,1768889.21721547,19527.8885531601,1665299,1626224,39075,109148,107942,1206,359700.064357359,614154.814357359,348177,43,266020.814357359,42603.7871628647,53781,4923,36643.5,11760.6720564204,2616,332,1962,37151.6991714984,63179,78787,-9712.8
Capelle aan den IJssel,20800322.6341186,19824260.343839,976062.29027968,23208806,22204425,1004381,987176,881523,105653,5404376.01865632,6906073.01865631,6589200,295032,611905.018656314,286279.497707536,503684,9058,370969.5,30621.1370877961,72893,0,54669.75,12920.3349575175,209664,111863,77521.95
Delft,35018348.0284433,33500615.5247322,1517732.50371113,36176767,34598224,1578543,1353971,1274442,79529,10401391.9049475,17494887.9049475,9674652,194487,7801043.92871066,242030.108077445,507244,11395,371886.75,15043.3405100098,57923,1337,43442.25,80501.8376078142,311780,124690,146750.25
Dirksland,540556.967601189,512844.185203076,27712.7823981136,589411,561965,27446,8153,5455,2698,179027.702408943,206173.702408943,159431,0,46742.7024089432,59872.6226428014,112842,0,84631.5,4043.4547925252,28648,0,21486,4118.3207614554,136132,28561,81070.65
Dordrecht,48647930.8109358,46748163.1589231,1899767.6520127,51240776,49158209,2082567,2946553,2766385,180168,22014953.7446574,26016188.7446574,15939808,69810,10146190.7446574,487663.173611542,911620,19562,669043.5,67347.621192293,313594,123,235195.5,138157.930957807,1496043,495636,748665.75
Goedereede,765809.198242762,733259.735167039,32549.4630757231,869778,845693,24085,7304,6479,825,132054.615558778,206112.615558778,112110,6648,99040.9616690832,77344.8529482328,106853,80,80079.75,3495.805898062,3604,0,2703,0,79437,2346,58483.8
Gouda,19465787.8337758,18584422.7187792,881365.114996606,19591882,18861004,730878,594358,594358,0,7192836.88526681,9183904.88526681,5488610,104281,3799575.88526681,194110.901986351,322530,7877,235989.75,58728.600930877,157817,3217,118362.75,50270.0933542906,49880,129932,-56633.25
's-Gravenhage,271263067.799607,258255356.937243,13007710.8623641,278257721,266412507,11845214,10712305,10698311,13994,115535350.422871,150052359.422871,105850995,4704232,48905596.4228705,1210859.60446401,2493424,130393,1772273.25,255304.063954841,858957,28224,644217.75,454490.894517702,2564664,669748,1491233.85
Noorder-Koggenland,713859.430856677,712978.204411832,881.2264448454,726625,725802,823,8959,8959,0,191979.123764157,331777.623764157,128332,0,143984.342823118,32770.6463927929,39539,0,29654.25,7834.486834444,0,0,0,0,21896,0,16733.25
Hellevoetsluis,9131505.94837903,8808809.32341495,322696.62496408,9320538,8905197,415341,353564,353564,0,2831562.85379862,4349722.85379862,2118332,0,2123672.14034897,230812.909067892,520552,690,389896.5,12754.5316668221,50688,0,38016,48041.7780785565,145644,32337,90925.5
Hendrik-Ido-Ambacht,1701499.56950292,1634245.66446922,67253.9050337014,1507916,1445173,62743,53689,53689,0,493981.300706931,671651.300706931,395351,0,276300.300706931,72995.6875234873,46099,102,34497.75,16706.5161943192,17743,357,13307.25,5000.5484640082,15586,18338,-588.6
Stede Broec,2629556.68523653,2608129.9102578,21426.7749787279,2455617,2430791,24826,94289,94289,0,852362.332217436,1493756.33221744,595011,0,639271.749163077,91292.5122159052,126543,320,94667.25,25952.0491363926,69916,0,52437,11134.8221021819,59335,46864,13440
Katwijk,4991792.52330827,4842744.47690091,149048.046407352,5674232,5529617,144615,276229,272816,3413,1133193.14723542,1768947.89723542,582063,9425,849894.860426563,121208.714603047,259712,15637,183056.25,12434.67891315,31994,0,23995.5,30004.0854048126,10071,37409,-19308.45
Krimpen aan den IJssel,4396786.37194872,4226185.1817958,170601.190152917,4139339,3929172,210167,158107,145882,12225,996373.7082049,1184546.7082049,721224,16174,479496.7082049,79212.8064337578,118263,10,88689.75,15814.9742842214,30771,6434,23078.25,29798.2786270948,24807,31868,-3438.15
