Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Leiden,37242708.5653625,35838886.8810321,1403821.68433048,39722436,38330155,1392281,1724876,1662520,62356,12844692.4282075,17973647.4282075,10824485,262254,7411416.4282075,321636.639759043,476112,11623,348366.75,41606.0709350356,121179,11756,90884.25,25153.5216098941,106927,114277,-1028.7
Leiderdorp,3112495.02401531,2961333.37610953,151161.647905775,3188896,3039314,149582,161910,156266,5644,965269.324392727,1733795.82439273,512343,14739,723951.993294545,23462.8995611209,45894,185,34281.75,18010.8469927491,51924,0,38943,1721.3472286919,46340,30636,13322.7
Maassluis,8722765.45026428,8311124.22467739,411641.225586895,9379822,8922080,457742,267740,266023,1717,2606172.70776907,3025374.70776907,1135932,6024,1895466.70776907,230500.900380925,386238,8316,283441.5,6310.8619390878,28038,0,21028.5,6445.5663222315,53545,95577,-30018.75
Wester-Koggenland,670029.042241869,661895.590549788,8133.4516920819,633049,629709,3340,20227,20227,0,219217.730810085,388068.230810085,104683,0,164413.298107564,23236.7060713076,55656,0,41742,7105.9496274091,28242,0,21181.5,8056.2626096214,684,13523,-9526.65
Middelharnis,1192761.0982886,1156220.39513463,36540.7031539632,1068259,1024496,43763,40044,40044,0,593064.88338576,1000359.88338576,424453,17995,444798.66253932,145890.702293298,272938,3770,201876,11488.606652747,61412,7769,46059,2030.2560504594,36062,11032,19105.2
Moordrecht,1048225.28450205,985345.080770111,62880.2037319371,862613,809325,53288,43058,40701,2357,272530.140900443,473530.890900443,224298,0,204397.605675333,40925.9079349178,56546,3223,39992.25,0,0,0,680.25,1816.5030651077,3619,12828,-6906.75
Nieuwerkerk aan den IJssel,2711840.01363523,2645137.43428339,66702.5793518375,2682254,2569821,112433,110413,71840,38573,684654.285227991,1178044.78522799,452913,14381,513490.713920993,40012.6805383329,124894,762,93099,17104.6463863327,32918,0,24688.5,39447.3585569298,67803,195255,-93526.65
Nieuw-Lekkerland,645887.94205356,636443.833770921,9444.1082826387,766002,748431,17571,12853,12853,0,203699.47489244,311681.47489244,131744,12218,152774.60616933,9934.0696885163,48474,0,36355.5,0,0,0,0,0,0,0,0
Noordwijk,2333371.66448873,2260053.17695453,73318.4875342046,2335490,2263765,71725,106667,106667,0,451083.123545638,783552.873545639,226112,0,338312.342659229,104533.925219234,97574,2920,70990.5,14594.491228734,77393,296,58044.75,4670.5821920108,112132,10893,82891.8
Oegstgeest,1782756.47566176,1782756.47566176,0,1783670,1725913,57757,76121,50805,25316,497073.237352533,821408.237352533,319154,6955,372804.928014399,27069.6994892877,32464,684,23835,3965.7637020366,0,0,0,8708.0502907913,27188,3425,18641.25
Oostflakkee,926088.149488098,926088.149488098,0,896201,896201,0,22781,22781,0,283939.267376582,399607.267376582,237737,18074,179944.267376582,91945.7323733501,98200,0,73650,21966.3496073627,57274,0,42955.5,13949.1701909156,169191,70678,75453
Oudewater,525226.168672828,469966.113411927,55260.0552609009,503756,464726,39030,17688,17688,0,196590.380154814,334413.380154814,92219,0,147442.78511611,21824.9820369236,9337,0,7002.75,4082.4469247327,0,0,0,6412.39090536,11054,7339,3642.75
Papendrecht,4607042.3807978,4474694.02284333,132348.357954463,4405043,4252537,152506,178948,178612,336,1236296.8367609,1685401.8367609,1411479,3000,276922.836760897,110662.154955139,147500,391,110331.75,0,23331,0,17498.25,5353.5587381439,43166,15153,23460
Reeuwijk,752877.592202535,717031.35811234,35846.2340901955,701936,662389,39547,27185,27000,185,162804.814863606,280168.564863606,190068,1747,91847.5648636057,3792.00705516,443,0,332.25,6588.2044734359,24899,0,18674.25,11896.2674486996,10518,35876,-19018.5
Ridderkerk,6951139.07847858,6817673.53116067,133465.547317916,7026550,6888786,137764,184903,184903,0,1983747.83283492,2690366.83283492,877782,0,1487810.87462619,326474.567560418,434347,2245,324076.5,36457.0572661609,74360,907,55770,31719.8702881607,99098,53974,37388.25
Rotterdam,442217066.986741,425111098.475241,17105968.5115001,494612572,477529301,17083271,18267604,17471726,795878,225986995.132103,259362896.132103,199292704,4051358,64121550.1321028,3728187.9581072,6315262,325876,4492039.5,339405.695517526,805302,18178,603976.5,232903.544404564,1962208,401054,1203866.7
Rijswijk,14011459.9308785,13517050.5179364,494409.412942094,14722137,14215395,506742,457088,446933,10155,4160601.67330227,7124307.67330227,2586926,10441,3120451.2549767,161577.976497915,264243,3978,195198.75,34331.2531260361,69037,0,51777.75,37260.3635608919,586884,146608,338483.4
Schiedam,32871945.3787144,30742050.1375225,2129895.24119185,35521114,33233126,2287988,4133615,2767865,1365750,11566253.9419115,15764891.9419115,7274269,178468,8669090.94191152,345719.20189305,551760,22594,396874.5,28851.8324421399,138677,724,104007.75,30987.2299443159,230884,12834,171624.9
Schoonhoven,2177077.66975214,2109437.9485719,67639.7211802391,2111968,2052975,58993,184597,172749,11848,451073.58779884,705220.58779884,302992,0,338305.19084913,48999.9652457054,106954,0,80215.5,11293.0596438567,898,0,673.5,32695.4659304118,106319,27013,62065.05
Sliedrecht,3687172.47959017,3608727.66969153,78444.8098986352,3283559,3210657,72902,70678,69963,715,1434688.5450706,2537796.7950706,673972,0,1076016.40880295,72600.1691222736,143725,845,107160,23322.8653646868,14643,0,10982.25,0,45511,2493,33541.35
Spijkenisse,22716662.3766918,22033547.490709,683114.88598283,24299144,23561527,737617,885480,823224,62256,6595334.38963298,10407276.389633,4410407,42943,4946500.79222474,530479.833696304,754675,6812,560897.25,36163.8833397887,105111,637,78833.25,20352.6216126874,641502,264665,293690.7
Albrandswaard,2274252.86271048,2248728.60842475,25524.2542857248,2099271,2062361,36910,73989,72883,1106,782240.828432435,1390080.57843243,680765,0,586680.621324326,96851.2876733782,144726,925,107850.75,15624.9975799322,20156,0,15117,2130.974232219,108674,2177,81060.75
Westvoorne,1016562.48491591,1010686.89641183,5875.5885040833,811646,796319,15327,135722,134772,950,336992.609182457,385764.609182457,180442,10584,215906.609182457,104550.063599594,154734,829,115428.75,19120.2171301415,39161,0,29370.75,29992.5634037434,22416,4368,14881.65
Vianen,2862351.82230793,2751273.67625823,111078.146049693,2485295,2410624,74671,71370,69910,1460,456746.162386119,704990.162386119,230041,0,342559.62178959,60988.7325353457,153013,1155,113893.5,6487.9389906166,10128,0,7596,6600.1200607107,198672,23228,134035.05
Vlaardingen,26040376.4252424,25535727.7872635,504648.637978901,27907608,27341255,566353,1163344,1110037,53307,7034315.37476019,10817148.3747602,5220634,23510,5275736.53107014,469641.469879554,820909,15882,603770.25,47460.7542446883,100760,1318,75570,6780.3003188092,339631,106022,182628.15
Vlist,592799.732745328,569997.439331118,22802.2934142099,563660,535192,28468,29737,27729,2008,239541.265120395,431258.515120395,8423,0,179655.948840297,20224.9768983348,60156,0,45117,0,0,0,0,0,8791,15071,-4710
Voorschoten,3145820.7143536,3044551.24488734,101269.469466268,2749207,2650364,98843,98960,98960,0,449298.246672642,759638.496672642,457123,0,302515.496672642,26117.0227184886,52748,488,39195,5111.1942323728,9542,0,7156.5,779.9202792665,0,0,0
Waddinxveen,2886409.76687557,2759273.84097621,127135.925899356,2565069,2434915,130154,68542,67309,1233,704532.587554783,1224584.08755478,462962,8607,528399.440666087,61178.0382986209,56961,5157,38853,32467.5464760881,40544,3432,30408,17369.6152669244,15057,57884,-31787.55
Wassenaar,2975008.49644556,2847229.54363531,127778.952810252,3257001,3139382,117619,55923,49376,6547,590851.395956775,947693.145956775,361321,10877,443138.546967581,20895.1039304431,21926,1110,15612,15359.382002639,58923,65,44192.25,7018.0905822534,20844,746,16495.65
Woerden,3975114.93959853,3750629.21262019,224485.726978336,3942599,3750477,192122,135605,133582,2023,1180517.01021773,1211109.01021773,1192303,0,18806.0102177314,94935.4313763071,239961,505,179592,13655.1619686375,36197,4374,27147.75,62950.0555308828,62205,11437,39839.4
Zoetermeer,30689995.6907843,29351225.9636831,1338769.72710122,31918116,30364219,1553897,1145782,1132905,12877,6404962.33030379,8656628.33030378,4748832,5480,3913276.33030378,250841.407589459,555187,26741,396334.5,41916.5421230638,265735,0,199301.25,119776.962114279,744556,410642,260616.3
Zoeterwoude,390055.979706991,390055.979706991,0,340640,340640,0,4238,4238,0,208878.99842092,343692.99842092,142762,0,156659.24881569,11085.5303189928,19323,0,14492.25,8715.7676571188,6777,0,5082.75,486.3079071942,0,0,0
Zwijndrecht,9267194.22938538,8935803.88058599,331390.348799395,8329639,7983375,346264,273385,269520,3865,2957946.68561359,3975049.68561359,3387872,60161,647338.685613591,224260.214312033,338186,6317,248901.75,23035.2617429157,66156,7182,49617,34437.2746437609,166481,28284,108907.95
Nederlek,1557896.71362129,1483900.53163839,73996.1819829055,1644316,1582532,61784,83674,83674,0,400998.487799686,626216.487799686,158560,0,300748.865849764,70901.0282186138,106954,0,80215.5,21061.6148705781,45037,0,33777.75,6356.9661071136,233895,165366,53346.45
Ouderkerk,363349.436071682,357495.09541335,5854.340658332,389379,387382,1997,26276,26276,0,132360.004609253,226824.754609253,51823,0,99270.0034569399,30541.2444201483,45304,0,33978,10008.6646724202,0,0,0,12865.9034352253,25615,19090,5259
Borsele,1622980.31989199,1590246.33605054,32733.9838414585,1510766,1451672,59094,84664,84664,0,533342.120829854,669980.120829854,284948,0,385032.120829854,48220.7120225887,203337,1942,151046.25,13916.6731109615,69898,0,52423.5,15215.9943429488,137354,41571,73150.35
Goes,7180313.50377273,6972298.2121747,208015.291598027,7244460,7009419,235041,244556,244556,0,2780778.95908601,3870899.95908601,2401614,0,1469285.95908601,75573.7297448702,149651,2436,110411.25,44007.1653920239,66178,0,49633.5,13620.9918156359,90935,26398,53661.45
West Maas en Waal,1777926.15251304,1773470.81475128,4455.3377617564,1518134,1496065,22069,115035,111243,3792,664389.306971236,1175087.55697124,603699,0,498291.980228427,56733.3234155511,123897,5201,89022,35410.4263490122,81620,0,61215,10226.7692248189,159557,90959,53037
Hulst,3016830.66959494,2963062.43676732,53768.2328276221,3165014,3045996,119018,96304,78081,18223,1229885.24812916,2169333.74812916,824211,0,922413.93609687,111380.44096356,204869,0,153651.75,35175.3008600617,99584,1415,74688,1805.5770296111,177612,20162,121651.8
Kapelle,911709.639555037,859254.299933314,52455.339621723,720879,679196,41683,63189,63189,0,231049.729273657,388915.729273657,210569,6561,173287.296955243,25614.1712796397,46825,0,35118.75,13830.1868026817,51083,0,38312.25,934.4740177457,162034,149752,9603.9
Wymbritseradiel,1090178.99135,1081345.47905579,8833.5122942052,1345809,1332061,13748,79005,66443,12562,470763.520617907,816854.520617907,501966,49503,353072.64046343,33886.7562853371,36009,0,27006.75,13891.7533272198,46841,0,35130.75,33112.6418311911,34855,84964,-37206
Graafstroom,305620.553785052,295112.934907174,10507.6188778772,246502,246502,0,17615,17615,0,120713.225721455,208179.725721455,77034,0,90534.9192910909,37004.5376721069,45298,0,33973.5,5019.1376194919,31066,0,23299.5,726.4820329286,0,0,0
Reimerswaal,2580889.58499064,2525334.29650456,55555.2884860776,2686440,2640460,45980,48050,48050,0,536438.91706788,747574.91706788,607919,7337,146992.91706788,56391.8557803064,94882,0,71161.5,26478.8826820834,47876,0,35907,10225.9746040555,45063,35354,9294
Terneuzen,11797833.2244629,11505437.1458479,292396.078614986,13067441,12775347,292094,371315,350345,20970,3931762.18914351,5650016.18914351,3347929,20908,2322995.18914351,190205.926268668,483708,7415,357219.75,99733.6653168497,213100,4682,159825,14857.6203786603,94643,27259,51284.35
Tholen,2996245.0322158,2929085.06502647,67159.967189327,2885906,2822980,62926,105177,105177,0,823690.087903099,1383492.3379031,357811,0,617767.565927325,180513.932285558,131495,4121,95530.5,38444.483313038,113298,500,84973.5,39120.1734576043,89250,70617,16019.55
Lingewaal,836506.246020029,807750.082564757,28756.1634552719,860983,841323,19660,46399,46399,0,168983.762264566,282818.762264566,59277,0,126737.821698424,28339.2520776396,57087,0,42815.25,1046.044569296,0,0,0,0,18044,0,13865.7
De Ronde Venen,3005832.42357828,2890391.75930354,115440.664274746,2849816,2770454,79362,77035,75607,1428,473237.252853066,761329.502853066,152966,0,354927.939639799,41578.1034332923,127216,8341,89156.25,18975.3892105136,24756,0,18567,8763.077778656,174791,54757,90771.9
Tytsjerksteradiel,3606051.76182457,3586987.97095493,19063.7908696438,3586515,3553722,32793,179623,179319,304,1913423.10848452,3502389.60848452,798171,2975,1435067.33136339,125271.487817587,334152,18280,236904,44681.7585966063,76743,105,57557.25,7419.5727229558,382612,57761,249148.95
Aalburg,581425.74683138,574514.605423836,6911.1414075438,631585,614934,16651,28145,28145,0,146831.173503496,188797.173503496,85034,0,103763.173503496,16565.1508632695,43075,0,32306.25,22621.0069849518,45111,0,33833.25,2406.3103267333,16289,17227,1013.4
Asten,1661022.46369749,1613394.858292,47627.6054054825,1608481,1574169,34312,30522,30522,0,353271.545281811,619892.045281811,245158,0,264953.658961358,40226.065789765,56571,0,42428.25,32309.2325558471,106203,0,79652.25,17724.2147825868,17148,166107,-109845.9
Baarle-Nassau,637121.234142286,605739.284275216,31381.9498670701,754283,725747,28536,31216,31216,0,176153.450860955,304092.950860955,70644,0,132115.088145716,34444.1708196902,42958,0,32218.5,26313.5325876095,36140,0,27105,7142.8460421055,40959,31786,7023.6
Bergen op Zoom,16160922.1800736,15450758.7864493,710163.393624296,14719544,13953914,765630,651479,646211,5268,5123846.98527463,6360123.98527463,3172452,0,3187671.98527463,262307.598753143,512180,8207,377979.75,51642.2939565348,137197,0,102897.75,17000.1166119484,332677,105689,177470.55
Best,4213962.76506918,4153489.1594455,60473.6056236791,3998305,3924112,74193,98536,97294,1242,908988.194198086,1146661.19419809,909799,0,236862.194198086,121987.455496629,129581,562,96764.25,7857.6475746274,27691,0,20768.25,11931.4294174796,98299,24119,59111.55
Boekel,627507.612859268,622309.718803886,5197.8940553824,555036,554004,1032,436,436,0,118894.482750081,207570.732750081,97089,0,89170.8620625611,23403.9816645671,22470,0,16852.5,5093.8969707168,18748,0,14061,0,41547,22850,14497.2
Boxmeer,3003852.25124718,2889381.1597233,114471.091523882,2674522,2571982,102540,58216,44727,13489,1043659.82088918,1875289.07088918,711300,0,782744.865666887,110174.673402347,260205,1049,194367,12916.6568481059,23430,0,17572.5,8885.6480314088,354425,135653,169343.4
Boxtel,4194897.581489,4029153.20155178,165744.379937227,4282812,4084114,198698,123680,123680,0,1155673.92542363,2047021.92542363,897513,50790,866755.444067724,110522.545156783,133473,2070,98552.25,10825.4472312931,42877,0,32157.75,14185.5698680239,72359,45841,23867.85
Breda,48023076.8601991,46515523.1929105,1507553.66728856,51354596,49855021,1499575,2204125,2165729,38396,19708701.7271613,26316855.7271613,17630772,280589,8966672.72716129,480278.711855202,894033,50895,632353.5,123375.797087356,274884,180,206163,99856.216886494,912349,320969,477808.2
Deurne,3237826.18676004,3082515.61739439,155310.569365644,4012484,3871611,140873,83777,82636,1141,1279966.55975878,1938889.55975878,1096599,0,842290.559758777,132715.635964784,206342,0,154756.5,30334.4129878041,97885,0,73413.75,189288.002633276,761386,466045,230134.8
Pekela,4003961.1102465,3968187.56615493,35773.5440915724,4187424,4166780,20644,53938,53938,0,1787331.27248647,2725659.27248647,1525515,16461,1216605.27248647,100748.066118497,146531,3060,107603.25,13098.1315085303,0,0,0,9762.313388618,62755,20966,36252
Dongen,3109667.57988002,3047638.40828581,62029.171594212,2754621,2674300,80321,183162,170038,13124,784622.594696379,1148497.59469638,414481,0,588466.946022284,81601.2867270979,111006,6727,78209.25,18389.9208795483,44557,8496,33417.75,24238.5158008514,421165,40588,286944.3
Eersel,1468553.41795612,1456844.73663946,11708.681316664,1115473,1105205,10268,112181,112181,0,380846.58737285,658687.08737285,203542,0,285634.940529637,70641.7894737768,155034,0,116275.5,27820.7397430889,41240,0,30930,68114.8918377217,59407,120225,-42771.6
Eindhoven,75264497.7948068,72673837.4269586,2590660.36784819,72797484,70280154,2517330,2374363,2349019,25344,26111299.4034492,40051191.4034492,14794210,15466,19583474.5525869,980817.239017136,1579936,19993,1169957.25,76144.8912009433,224476,95,168357,61346.1135199817,1194665,359111,632453.4
Etten-Leur,6343185.55120198,6127017.79668146,216167.754520518,6052313,5869228,183085,216355,216355,0,1797396.17563352,2331641.17563352,1498194,0,833447.175633523,113257.872545488,160975,4103,117654,21657.05111504,49689,0,37266.75,42413.4792114708,354631,218169,104247.9
Geertruidenberg,2308064.16282052,2249854.0119232,58210.150897325,2587801,2525427,62374,100588,97489,3099,716234.656101815,1262227.15610181,533627,0,537175.992076361,65579.9736654972,84536,1013,62642.25,19429.2224485377,11659,0,8744.25,20749.931994382,83286,34867,35105
Gilze en Rijen,2980323.72368955,2940508.61567453,39815.1080150131,2904256,2857314,46942,76211,75744,467,500232.914400321,772256.914400321,485805,0,286451.914400321,103779.519978577,172522,3004,127138.5,1397.8532809426,17419,0,13064.25,50308.4338061241,136928,76879,48761.7
Goirle,2645826.8738415,2557548.78459067,88278.0892508249,2483278,2381791,101487,100544,99083,1461,680734.995603938,1073582.99560394,319188,12741,510551.246702953,89175.0542467129,124374,1470,92178,901.8029975209,13770,0,10327.5,75212.444496314,25310,47145,-15206.25
Grave,1452069.51266632,1412423.26910965,39646.2435566734,1264251,1219801,44450,21072,21072,0,550944.14110999,895729.14110999,362177,0,413208.105832492,26305.3038226933,78382,0,58786.5,13675.0977956308,39780,0,29835,7476.5867627289,34465,15779,15688.8
Haaren,670432.128213046,657890.307681395,12541.820531651,614403,602931,11472,12597,12597,0,225928.668281492,405053.418281492,64620,0,169446.501211119,34679.8424059056,60078,0,45058.5,10386.2726895876,17487,0,13115.25,26628.3377467444,131075,197076,-47904.75
Helmond,27450363.3961177,26712890.9291646,737472.466953134,28892329,28208556,683773,952307,952307,0,9910009.01840747,13738532.0184075,9619234,0,4119298.01840747,342207.951423207,583195,17050,424608.75,61191.2619124034,127184,489,95388,81725.1562730519,775387,256902,404378.1
's-Hertogenbosch,39876126.6808775,38840977.4864863,1035149.19439117,40656871,39662831,994040,1103151,1073648,29503,18670296.9252884,24431018.9252884,16019196,0,8411822.92528842,414431.558337072,867994,20532,635596.5,77833.5730168471,141798,763,106348.5,90101.0550847465,1131633,193164,713832.15
Heusden,5370144.66272138,5172855.0599971,197289.602724281,5807862,5622666,185196,213994,187199,26795,1291442.13305783,1759034.13305783,802269,0,956765.133057829,125547.37727232,176721,1636,131313.75,16831.7014608801,65500,815,49125,49215.0356357006,325953,460075,-96768.45
Hilvarenbeek,805982.925255443,753509.692710982,52473.232544461,761778,730676,31102,13858,12477,1381,256521.078807538,449591.328807539,101661,0,192390.809105654,52872.1518731322,120124,415,89781.75,5910.3863556633,7474,0,5605.5,7721.5286130437,17614,30447,-8832.75
Lith,420270.480852849,420270.480852849,0,356880,353345,3535,40902,27986,12916,127591.450949434,200151.450949434,45499,0,95693.5882120754,16039.7569248697,72160,6851,48981.75,6572.9594292645,223,0,167.25,45558.3895377744,5754,38523,-24244.05
Loon op Zand,1914611.16553449,1856444.62863634,58166.5368981512,1958492,1866291,92201,75751,65466,10285,581694.258082966,669703.258082966,467601,0,202102.258082966,55861.8508760892,70342,708,52225.5,5020.8966630501,20491,0,15368.25,174.2206023731,13998,9450,4792.65
Mill en Sint Hubert,800161.658716558,796169.300330647,3992.3583859112,722305,720869,1436,5200,5200,0,262429.745010092,442826.745010092,208548,10007,196822.308757569,35962.2032326388,74391,8693,49273.5,4817.4339581478,4204,0,3153,10418.0741736049,0,22877,-17157.75
Nuenen c.a.,3166676.87500833,3113484.57063134,53192.3043769934,3066551,3010661,55890,54520,51281,3239,615420.690065954,916276.690065954,540904,1500,376872.690065954,100292.605161659,127209,4756,91839.75,7848.2660089835,23969,1781,17976.75,6987.1003724812,135230,35660,77244.9
Oirschot,1063432.1174108,1026753.86241329,36678.2549975114,903361,867600,35761,12745,12745,0,419497.826451968,419497.826451968,291032,0,128465.826451968,48091.6049797054,75660,0,56745,27871.1656584249,38823,0,29117.25,43852.5374139686,825,78363,-58029.75
Oisterwijk,2634259.61966013,2555585.55668891,78674.0629712155,2167662,2090913,76749,55721,53098,2623,866760.76235678,1545829.51235678,714551,30402,650070.571767585,66684.8123082659,110296,3140,80367,1159.2097048756,45759,0,34319.25,13764.2222082368,36138,73322,-27675.3
Oosterhout,8532206.60728777,8177109.25416823,355097.353119544,9075474,8731465,344009,292259,274229,18030,2515568.76555324,3568376.76555324,1949295,0,1619081.76555324,168584.851386775,352672,10786,256414.5,1620.3722910591,55676,45,41757,61058.4608036348,312853,137789,141240
Oss,15342528.7122416,14862735.5805611,479793.131680508,13986711,13402530,584181,470713,420126,50587,5786088.44615546,8365977.44615546,5796025,0,2569952.44615546,415383.466613568,996659,2604,745541.25,42245.7764423798,108424,0,81318,37352.539569445,183001,176965,12791.7
Rucphen,3697988.83378477,3677971.12647165,20017.7073131122,3467825,3421994,45831,109595,109565,30,856529.373223869,1071619.37322387,656624,0,414995.373223869,129883.990623452,223654,9447,160655.25,29938.0418393489,9464,0,7098,8381.0638466567,129413,49840,64276.65
Sint-Oedenrode,1362821.42939518,1332972.67934522,29848.7500499597,1290529,1253320,37209,35680,35680,0,293528.315254752,471502.315254752,234325,0,220146.236441064,51225.268582068,45173,4192,30735.75,12214.7984683709,31436,0,23577,33806.9417232024,135471,103087,26330.85
Someren,1770714.01804096,1742471.15780673,28242.8602342262,1737317,1704955,32362,13778,13498,280,422282.027929708,740432.027929708,303060,0,316711.520947281,82942.5654503849,56751,1944,41105.25,20761.6979438993,31851,4826,23888.25,20266.8025702414,241576,114675,97850.7
Son en Breugel,1973433.24910727,1940209.44650586,33223.8026014107,1743855,1707440,36415,38624,38624,0,437714.925395871,743884.925395871,540422,102707,306169.925395871,57401.4011295184,46244,386,34393.5,3733.5699523498,8023,0,6017.25,496.8366323091,144068,25347,92791.2
Steenbergen,2739505.2489669,2650468.94711506,89036.3018518467,2655855,2591705,64150,137414,136528,886,806830.163468962,1410622.91346896,700627,0,605122.622601722,119715.786337326,194304,7827,139857.75,30539.927910191,49200,0,36900,19514.4953625027,32938,87867,-39608.1
Waterland,1149010.97284863,1149010.97284863,0,1308532,1301000,7532,25776,25776,0,249892.337852262,370992.337852262,319733,17368,68627.3378522616,31207.2728159746,79006,0,59254.5,6829.1934409138,38792,0,29094,214.7462613059,7015,1100,4436.25
Tilburg,63269671.6411185,61445326.0133694,1824345.62774911,64084462,61802954,2281508,2391217,2274060,117157,28743752.9705261,43167121.9705261,25347777,261157,18080501.9705261,861199.051456276,1861204,42548,1363992,137001.055315503,371776,33,278832,183646.989833976,1215988,420250,602951.25
Uden,7360241.84848349,7165106.1063338,195135.742149697,7886704,7433625,453079,1376154,1096144,280010,1929644.3067022,3309810.0567022,2259346,0,1050464.0567022,113522.490750445,200755,5451,146478,20336.5957506597,66411,0,49808.25,63939.9543468749,387039,285617,80700.75
Valkenswaard,5810045.30281125,5733012.91550125,77032.3873100061,5366380,5252710,113670,135516,123814,11702,1301016.00817841,1941818.00817841,1121415,0,820403.008178413,186178.503792061,353995,190,265353.75,20555.5966736597,1631,1255,1223.25,19598.7251634219,138045,91902,36732.45
Veldhoven,5575837.92685726,5471122.95145626,104714.975400999,4934410,4778472,155938,139956,94696,45260,1789737.05104584,2822606.05104584,1272998,0,1342302.78828438,167991.317620186,165621,2122,122624.25,28595.5984304906,75435,0,56576.25,85405.6409938798,271726,139367,101919.45
Vught,2730805.19201936,2709566.29272938,21238.8992899792,2596494,2552616,43878,52936,52936,0,875260.283511668,1385614.28351167,927686,39833,497761.283511668,59217.0970024478,105803,2039,77823,22289.7204481512,0,0,0,5353.7573933347,99229,33604,51239.25
Waalre,2430450.2865588,2290233.51583031,140216.770728489,2082522,1977473,105049,61108,61108,0,380999.503490249,650266.753490249,255840,0,285749.627617687,44658.2285992211,67483,0,50612.25,14003.745767094,17487,0,13115.25,17042.231512408,78438,19044,44872.65
Waalwijk,7208117.47899821,6965573.31974657,242544.159251639,7033236,6758288,274948,277953,265685,12268,2579078.01110917,3245250.01110917,1480313,0,1764937.01110917,171753.353397534,347358,4356,257251.5,37912.6658105988,84480,896,63360,5252.8405563843,247406,142822,81245.55
Werkendam,2049156.86498566,2049031.6145265,125.2504591658,1710928,1702210,8718,136532,136532,0,400097.841022065,154877.841022065,733881,46860,-300073.380766548,36832.6511130302,57604,507,42822.75,44011.8561748458,62757,0,47067.75,626.3598167415,3720,75175,-53033.25
Woensdrecht,2674745.27103481,2613718.10311392,61027.1679208853,2386175,2332515,53660,80151,80151,0,630030.977511435,989026.977511435,537708,160,451478.977511435,175709.562068742,241920,5528,177294,20977.7671276356,33566,0,25174.5,9853.297466026,80294,28763,40387.8
Woudrichem,933134.353873084,894095.351381831,39039.0024912533,919589,874521,45068,14063,14063,0,217320.051271693,151952.051271693,339685,18651,-162990.03845377,21725.8462718525,32172,0,24129,10903.7246696345,49707,0,37280.25,0,17112,0,12986.25
Zundert,1169981.79050784,1117651.70134528,52330.0891625572,1215255,1181113,34142,73019,71926,1093,419611.700628406,654836.700628406,200452,7127,314708.775471305,79149.5337361543,177274,3962,129984,20110.8518273531,50427,0,37820.25,72463.65262056,501790,126556,283977.9
Wormerland,1482190.36967442,1442354.01381365,39836.3558607644,1318566,1280279,38287,136394,134402,1992,344323.600620943,575097.850620943,252034,0,258242.700465707,51275.9892060578,50792,734,37543.5,15466.9768336176,67951,0,50963.25,4304.0633648976,10616,8320,2114.4
Onderbanken,1471772.15240823,1432301.48315592,39470.669252307,1661060,1610456,50604,17713,17713,0,348602.225191747,582001.225191747,272724,12741,261451.66889381,44715.3533424016,69237,0,51927.75,0,13846,0,10384.5,5810.8629874743,15963,12115,4081.05
Landgraaf,11292999.7918335,11128033.7540354,164966.037798125,12738466,12546495,191971,233919,233206,713,3830029.85002601,5631732.85002601,4590255,0,1041477.85002601,133884.515799459,356980,2739,265680.75,10063.4881966518,53524,4538,40143,2241.0292079484,75748,22296,45067.5
Arcen en Velden,642858.092441283,642548.321216382,309.7712249012,646337,644351,1986,16500,15715,785,192627.806213986,315286.806213986,182472,0,132814.806213986,8934.5147652416,18528,0,13896,16221.3133461732,18021,0,13515.75,95036.6433013476,2338,9621,-5462.25
Beek,2632386.75772484,2601262.01862212,31124.7391027117,2734165,2705467,28698,60185,59635,550,701436.37891269,1176897.37891269,681198,0,495699.37891269,62005.9628275865,90301,0,67725.75,7733.635003772,13778,0,10333.5,12546.0685779611,29966,25967,4532.85
Beesel,2035775.44259041,1964804.28285789,70971.1597325162,2000075,1950425,49650,39836,39836,0,360482.761190188,510357.761190188,431284,0,79073.7611901879,38529.9988633166,97230,41265,41973.75,24846.7834339694,82398,11056,61798.5,5388.7207069238,33115,21983,8545.8
Bergen (L.),1357052.8122348,1312295.9026211,44756.9096137082,1302278,1276145,26133,33911,29327,4584,249847.34106099,407847.34106099,203677,0,187385.505795742,67647.7356697701,134798,0,101098.5,28141.4720185401,32293,0,24219.75,55923.2241202322,388600,354333,28638.45
