Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Putten,1290070.04824099,1208757.50705632,81312.5411846742,1417150,1355575,61575,123222,122527,695,301391.52883748,460795.238424933,244354,495,216936.238424933,20193.252484,46014,0,34510.5,7823.3372448,14326,0,10744.5,15303.1523932075,181911,68415,85806.9
Renkum,4428768.76226393,4358116.08117985,70652.6810840738,4865472,4707218,158254,328185,319698,8487,1719500.93483107,3060291.83133177,1365439,14837,1289625.7011233,25549.131544,240161,14493,169251,0,11578,0,8683.5,18924.0265643308,103866,34078,53697.3
Rheden,7880970.14928214,7668357.06684206,212613.082440085,8098534,7908331,190203,530076,523353,6723,3298014.951239,5641411.73673126,2691539,5500,2473511.21342925,68265.73726,376149,20482,266750.25,21163.418251,74799,0,56099.25,26974.4622123121,338239,45543,219522
Rozendaal,53530.7573723933,53530.7573723933,0,34456,34456,0,0,0,0,28180.0464596344,47674.1900178403,692,0,21135.0348447258,0,0,0,0,6279.3842073,0,0,0,1354.876570335,0,0,0
Scherpenzeel,252894.733679096,252894.733679096,0,280165,280165,0,4371,4371,0,111279.784994712,206519.65345987,118279,0,83459.8387460343,0,2874,0,2155.5,0,0,0,0,832.2972565177,0,0,0
Tiel,9051123.42032223,8650493.46101693,400629.959305306,9223282,8839941,383341,318025,299016,19009,3580369.80384381,4667732.48369395,4839493,22134,-149626.516306052,82379.834982,140518,5422,101322,21631.097147,85028,0,63771,53917.1346486855,872205,352275,409229.7
Ubbergen,1128368.27629794,1115714.9308071,12653.345490835,1144470,1134009,10461,36975,36975,0,699924.940475488,1161077.00786373,749330,0,411747.007863734,15232.333473,45330,2851,31859.25,8080.0792465,29799,0,22349.25,18885.7301081063,26461,14209,10546.35
Voorst,1504471.8620257,1482864.5950951,21607.2669306072,1889523,1836011,53512,62268,62268,0,479626.265582424,718968.845729374,646076,9799,82691.8457293742,35495.296814,46901,1073,34371,23951.69474,44855,0,33641.25,9362.7399440837,63073,42153,18005.85
Wageningen,7799074.36359043,7459793.72373666,339280.639853775,7414824,7164956,249868,437699,406353,31346,3762439.89762917,6570959.25609758,2684001,56855,2821829.92322188,27248.563684,150445,2729,110787,1012.0886408,14295,0,10721.25,37122.279510743,396420,80633,246230.25
Westervoort,3204441.2796999,3040457.11996992,163984.159729982,2975619,2810928,164691,186868,176644,10224,920221.599412157,1366829.15447449,847172,0,519657.154474493,32895.347584,95343,561,71086.5,1552.997358,22259,0,16694.25,70941.9544288934,170806,46573,100981.95
Winterswijk,3879582.23086784,3721864.78458389,157717.446283949,4548337,4315343,232994,158826,158826,0,1344577.3965065,2388942.60181789,1437827,0,951115.601817889,18777.36568,57193,5019,39130.5,31596.771345,82547,0,61910.25,34949.2344735996,70942,82799,-6474.15
Wijchen,4609265.65834056,4474907.83775283,134357.820587721,5142082,4958266,183816,304258,292978,11280,1558189.14403922,2284790.87450296,1777756,28411,535445.874502958,42719.263315,234698,7796,170176.5,19248.648072,55401,0,41550.75,41252.9055426827,401154,97225,231937.35
Zaltbommel,2045907.04022848,1939719.77287446,106187.267354024,2353395,2213527,139868,80377,80377,0,586857.00215891,1024979.20694414,490207,0,440142.751619182,29156.923966,94900,633,70700.25,26733.552679,52552,0,39414,94638.7233355926,122124,317564,-145105.95
Zevenaar,5123360.95836925,4967508.05275431,155852.905614942,4652208,4454260,197948,203384,190503,12881,1856482.14789845,2544181.81554358,1823111,50515,771585.815543579,58243.932643,155506,2252,114940.5,30012.556493,58543,0,43907.25,3943.2336627437,585721,121595,351501.6
Zutphen,11921809.9049087,11692778.2911188,229031.613789923,12303301,12025983,277318,268547,268547,0,5294447.81597384,5948354.74522778,5400858,0,547496.745227784,71500.443714,267515,4137,197533.5,19558.197236,6203,0,4652.25,24492.0710431891,686593,228188,353503.2
Nunspeet,1745537.5622549,1708224.82828318,37312.7339717159,1679602,1621448,58154,47660,47597,63,523874.492483916,749105.655346421,462547,37400,323958.655346421,21186.989959,42074,0,31555.5,12342.579979,28991,0,21743.25,10717.430609384,20207,88847,-50802.9
Dronten,6029754.9600774,5787941.05607645,241813.904000946,6489225,6206636,282589,221254,216182,5072,1807144.6390792,2753120.87072382,2401629,116,351607.870723816,22373.505553,75421,1061,55770,19777.594946,69478,0,52108.5,43229.6347650097,238562,204618,34602.9
Neerijnen,701427.029378849,694792.823473424,6634.2059054249,691889,663099,28790,13728,13400,328,221606.022614856,161673.501071376,225486,1184,-62628.4989286239,15877.925521,58551,448,43577.25,14613.579685,16876,0,12657,42436.1916800299,106226,38989,53331.75
Abcoude,501295.83882168,493408.290226218,7887.5485954623,622157,615781,6376,8812,8812,0,156328.346584796,273232.854885421,54720,0,117246.259938597,3439.1371209,13994,976,9763.5,0,0,0,0,1873.9236867249,15873,6449,7469.1
Amersfoort,32911021.0806411,30958206.1454823,1952814.93515872,30152780,28191409,1961371,1415041,1349084,65957,10285774.4125238,11957465.5494942,9350900,0,2606565.54949416,139428.87037,318544,8058,232864.5,45063.76459,150354,2893,110595.75,157695.139962892,1408131,361146,802656.3
Baarn,3524091.3261264,3439467.48450115,84623.8416252481,3290544,3207571,82973,246080,245960,120,1061693.35534815,1903576.2455683,814332,0,796270.016511114,22523.966525,127905,2440,94098.75,1708.7930726,28688,1138,20662.5,8531.1863081468,41091,23494,14097.45
De Bilt,4481476.14922207,4270046.77932698,211429.369895086,4738874,4477302,261572,217430,212192,5238,1310718.40088374,799128.294542649,1501716,44704,-657883.705457351,27319.296695,54770,323,40835.25,9433.2262963,14326,0,10744.5,18882.941530841,178196,46175,102206.4
Breukelen,729981.479104447,690814.520041297,39166.9590631498,868472,832067,36405,29274,26629,2645,181142.753843919,307157.921661303,66488,2316,135857.065382939,11721.850049,63345,0,47508.75,4560.9633096,31905,0,23928.75,1188.8632914125,71907,33811,28996.5
Bunnik,609526.189899408,593222.419351763,16303.7705476444,820986,814895,6091,29438,29438,0,205930.953669913,206891.114231025,244451,14517,-23042.8857689753,13996.345657,44,70,-19.5,2807.2403867,0,0,0,18013.6491542489,5269,161,4243.2
Bunschoten,1082370.66220274,1040459.75947283,41910.9027299087,1251388,1202813,48575,67469,64284,3185,294979.779524974,363656.147244925,227254,0,136402.147244925,33987.007349,99236,0,74427,7505.91077,8994,0,6745.5,1381.6469087085,104082,17236,66715.2
Eemnes,577641.386319719,573950.988399111,3690.397920608,551526,528892,22634,53143,53143,0,183707.050377642,326748.093535346,119827,0,137780.287783232,8364.2807646,,,,0,,,,0,11517,4646,5554.35
Houten,3288489.26795646,3140405.28179571,148083.986160744,4030201,3864378,165823,185030,185030,0,589510.000773989,586273.831127759,541478,0,44795.8311277586,19544.185114,146064,187,109407.75,17864.867034,51171,0,38378.25,15969.250466024,208129,41061,127353.6
Leusden,1658307.53289917,1544026.40540413,114281.127495037,1896341,1726199,170142,116648,116648,0,626235.68638964,1110034.46455869,312909,0,469676.76479223,22714.291476,84297,2149,61611,15493.504545,60944,0,45708,38097.7237155391,220860,73785,114149.4
Loenen,643810.826516223,578377.827745639,65432.9987705838,612736,565767,46969,19091,19091,0,168690.191195483,203650.037141055,76517,0,126517.643396612,15935.983831,47268,0,35451,0,0,0,0,3026.7213833762,3690,0,2810.25
Lopik,722491.513603999,687076.845927625,35414.6676763735,746786,730048,16738,38005,35143,2862,164958.65590938,286202.647973068,101307,0,123718.991932035,4908.1758983,7006,2116,3667.5,3189.4358665,0,0,0,1543.0125595534,74537,9624,50198.25
Maarssen,4945938.55863537,4609416.0463705,336522.512264867,4087812,3763513,324299,182275,182275,0,1098767.80142004,2051963.47224232,647010,0,824075.851065031,41345.080368,118991,1814,87882.75,8288.9738751,51351,0,38513.25,20962.4762893516,30262,19564,9815.4
Montfoort,550287.521322672,541614.699375154,8672.8219475177,643408,630951,12457,13189,13152,37,183183.909693286,311398.274828477,63583,0,137387.932269964,18887.55381,29158,0,21868.5,0,0,0,0,404.7154629019,0,0,0
Renswoude,278997.486672549,273047.977236643,5949.5094359059,288798,283404,5394,5614,5614,0,64299.9371787579,108484.007008643,23999,0,48224.9528840684,4513.8291405,1674,0,1255.5,0,0,0,0,0,0,0,0
Rhenen,2305348.89459505,2201394.9498153,103953.944779752,2392623,2306324,86299,69987,69987,0,604776.838549058,932393.376102774,783681,0,148712.376102774,15575.163703,14392,55,10752.75,4622.5230396,10,12102,-9069,5809.5352392074,149496,14280,102797.55
Soest,5830895.61728543,5440894.57134801,390001.045937426,5918853,5587944,330909,493260,492278,982,1499052.07118662,1945378.85371577,1379817,0,565561.853715768,81828.689902,182495,917,136183.5,210.6451423,26306,0,19729.5,2694.5089202639,175091,66516,86482.35
Utrecht,96659979.3989674,92762500.1244672,3897479.27450028,95365056,90283903,5081153,5903017,5638562,264455,44489446.163869,79657408.2941027,61284030,285487,18658865.2941027,334705.74596,560191,12060,411098.25,82025.860266,109895,429,82099.5,197120.412194126,1925309,292035,1253406.15
Veenendaal,11272633.7085084,10470690.3828823,801943.325626158,12689842,11849716,840126,563553,562625,928,3377367.02683682,4710234.96161257,4164113,0,546121.961612565,44245.133818,113073,13679,74545.5,8413.2603441,67643,0,50732.25,87953.0172300197,1266924,152488,843349.2
Woudenberg,606764.230282769,531085.283966527,75678.9463162423,569070,494631,74439,27530,27530,0,178269.008003649,313399.967548596,151804,0,133701.756002737,11017.995261,37956,289,28250.25,3921.4423236,0,0,0,22322.1863931478,42349,13382,22240.95
Wijk bij Duurstede,1723012.34778976,1688032.22382452,34980.1239652459,2114748,2016555,98193,180307,179395,912,529528.242192114,590512.141110052,878974,26098,-262363.858889948,32661.683331,104022,163,77894.25,7799.9970628,16168,0,12126,45545.4549399898,57972,21616,28915.8
IJsselstein,4521875.3005211,4301873.68555958,220001.614961521,4277809,4087233,190576,158025,156080,1945,1070389.18325555,1867641.29089353,857821,0,802791.887441666,27772.928346,105030,1480,77662.5,3164.6369231,32010,0,24007.5,6027.9737642034,114739,44871,55168.35
Zeist,11182730.0571985,10373736.0342161,808994.02298232,11005173,10294057,711116,1005606,994155,11451,4402181.48388334,7407834.57254004,6689895,189301,907240.572540036,58190.780669,262366,2279,195065.25,12674.010563,5548,0,4161,42386.5550109891,565234,154493,316011.15
Nieuwegein,11844623.3064783,11259094.353666,585528.952812313,12043959,11411894,632065,553809,508112,45697,3135574.22486627,5228624.29034394,1613382,4297,2351680.6686497,58918.349415,334369,23959,232807.5,7287.9718208,3034,0,2275.5,68602.5243025255,426719,55972,287405.55
Aalsmeer,1639891.60317773,1561298.50616217,78593.0970155612,1671243,1595043,76200,81018,81018,0,341262.106428453,616044.572310095,282611,0,255946.57982134,11129.409974,45399,0,34049.25,10315.485175,7765,0,5823.75,3594.1038329824,138817,17801,93254.25
Alkmaar,26702094.7582977,25626173.5573995,1075921.20089816,21024118,19817019,1207099,1804045,1757025,47020,9710275.30869113,14269251.1663645,12875520,581146,1974877.1663645,137999.28671,234462,7005,170592.75,37950.844134,176740,1712,131271,32251.0074511297,619961,38242,447824.55
Amstelveen,10542964.2292527,10028964.7816234,513999.447629295,10535263,9853166,682097,950395,818132,132263,2661670.25150946,4758754.82072005,1595978,0,1996252.68863209,78385.464167,197630,4415,144911.25,24988.582324,51391,187,38403,49555.2426377254,154736,152930,5565.3
Amsterdam,465070080.513028,438186993.895009,26883086.6180189,478117965,452128568,25989397,17449986,16881785,568201,191330375.37151,269367919.149169,204956555,10479828,74891192.1491689,1067221.9185,3570613,186614,2537999.25,367442.73427,1185347,9090,882192.75,973217.433187565,6741984,2319710,3431360.25
Andijk,389738.15492175,381101.437496155,8636.7174255949,494407,465668,28739,24274,24274,0,155445.357684033,268276.471953548,127292,4185,116584.018263025,13813.58464,16045,0,12033.75,11705.684764,0,0,0,2513.2514208189,3473,11345,-5904
Graft-De Rijp,228855.319847905,228855.319847905,0,158194,146146,12048,1033,1033,0,107018.053176873,198850.480682903,95352,0,80263.5398826548,15331.891208,54132,0,40599,0,0,0,0,0,66866,13963,40707.15
Anna Paulowna,1294167.74157589,1208712.20649826,85455.5350776309,1203439,1128963,74476,75497,72269,3228,428473.388029985,693354.828935437,401650,0,291704.828935437,14219.788376,11528,134,8545.5,6828.4619882,37357,0,28017.75,17660.9871274325,18141,43499,-16850.85
Beemster,417478.323663081,358175.356938536,59302.9667245444,424680,361817,62863,7194,7194,0,223712.697047043,424494.98012895,154527,0,167784.522785282,20504.191529,19926,0,14944.5,5423.6747858,22833,0,17124.75,1966.5044403004,952,38683,-28155.45
Bennebroek,379788.924180204,368227.740477821,11561.1837023835,391209,376228,14981,13146,12941,205,136976.173176401,256520.958320812,37749,0,102732.1298823,3599.8196257,368,299,51.75,0,0,0,0,0,5406,0,4054.5
Bergen (NH.),2708214.93204194,2684278.92344632,23936.008595617,2830472,2765054,65418,147922,147600,322,1133312.22221691,1500243.33071096,1311526,10968,199685.33071096,62300.654811,97902,1015,72665.25,17713.155851,47131,0,35348.25,7963.9897636916,246091,18798,179491.5
Beverwijk,7603013.76744228,7305794.89564055,297218.871801723,7520476,7176489,343987,391946,383086,8860,2388277.33305611,4046637.56409111,2047397,1455,1791207.99979208,60593.658736,75226,1822,55053,5683.9178148,6499,500,4499.25,6423.9516862055,31506,22544,7935
Blaricum,679420.566804722,645149.638805706,34270.9279990157,667384,615451,51933,5751,5751,0,187245.053849879,322870.062180005,163781,0,140433.790387409,13763.703557,,,,1106.0328732,,,,7473.7579419874,11300,19316,-5674.95
Bloemendaal,1313008.20079408,1228689.95815769,84318.2426363863,1372568,1303185,69383,56807,53022,3785,367646.943718842,647945.11479294,206407,0,275735.207789131,12755.860366,8147,0,6110.25,7028.0205441,17865,0,13398.75,16535.1456738404,71684,63510,7686.15
Bussum,3922905.430928,3757723.37473398,165182.056194015,4086454,3926482,159972,177854,170320,7534,1162460.93572407,1972808.83138769,904803,0,871845.701793055,49690.34908,163490,1580,121432.5,703.41473419,18467,0,13850.25,7185.9768043853,124946,32740,70147.35
Castricum,1882182.5187586,1833098.42118845,49084.0975701463,1921808,1873989,47819,73572,73165,407,703398.433343102,1013167.41979848,628197,22922,407892.419798483,46483.445197,36375,0,27281.25,14731.739356,60559,0,45419.25,10843.2883808045,115190,13796,79550.55
Diemen,4968031.69987919,4374958.19142568,593073.508453507,4989449,4472093,517356,292679,292679,0,934311.118652876,1574409.61471224,1378871,0,195538.61471224,9807.5612778,55023,0,41267.25,21517.605512,46360,0,34770,17026.4929267997,179351,38169,111361.65
Edam-Volendam,1669558.32813047,1634935.38104299,34622.9470874778,1773781,1694213,79568,78825,74198,4627,374004.262208698,655373.68057188,232000,10837,280503.196656524,13934.812026,30998,0,23248.5,7063.030817,40741,0,30555.75,3706.94824546,77938,26336,39900.75
Enkhuizen,2549623.70651856,2484051.44744917,65572.2590693845,2416486,2343754,72732,55423,51447,3976,705798.429430679,1193865.50099027,714390,0,479475.500990269,19364.286126,60745,0,45558.75,15433.111825,29609,0,22206.75,2722.5805945782,7171,14550,-5187.9
Haarlem,41707545.7566346,40345466.5620973,1362079.19453734,36376617,35054970,1321647,2672377,2458587,213790,14075648.4527467,24727216.4190206,15617022,71487,9181681.41902064,225672.24054,554075,10270,407853.75,60371.422937,107999,33593,55804.5,213428.753618619,1135646,197647,716647.95
Haarlemmerliede en Spaarnwoude,426278.849182977,426278.849182977,0,418598,418598,0,36299,36299,0,110284.910514058,188808.687716896,116915,0,71893.6877168965,2278.9930823,0,0,0,0,0,0,0,1223.4416450819,18023,3333,11429.7
Haarlemmermeer,13791402.2046543,12996669.4678362,794732.736818125,14773005,13845633,927372,411077,381901,29176,2686337.49395178,4716170.35593148,2890505,41647,1867312.35593148,116251.13457,231690,28847,152132.25,35296.773692,94009,137,70404,181301.558979224,491044,444752,48301.35
Harenkarspel,992194.068880405,976020.532500795,16173.53637961,961279,950634,10645,53037,53037,0,453364.401632096,804595.07706909,348204,5301,340023.301224072,19811.784858,16138,4800,8503.5,8925.2855861,0,0,0,59887.8496332379,130221,119221,12179.85
Heemskerk,7134990.17118134,6835014.46124167,299975.70993967,6998930,6695534,303396,450473,264681,185792,2531120.94731852,4354470.02110626,1853757,39854,1898340.71048889,63431.360833,28686,7279,16055.25,3442.9685932,22454,0,16840.5,9863.7542631512,302683,63529,182442.3
Heemstede,2270439.72694209,2182816.63110125,87623.095840847,2119514,1996277,123237,46862,43143,3719,767811.264079949,1380408.78162837,304128,0,575858.448059961,25345.109738,70629,0,52971.75,14541.225121,42391,907,31113,7794.8160974344,51732,27995,18627.15
Heerhugowaard,6240132.99084697,5855009.92371007,385123.067136902,6088245,5678750,409495,267335,263906,3429,1997330.97330857,3388404.85200646,2421203,43160,1010361.85200646,91162.994184,137595,15360,91676.25,4522.1602571,0,0,0,9551.9913640919,273007,73363,156268.35
Heiloo,1845196.14753591,1763750.79328751,81445.3542484002,1572749,1480316,92433,150759,150553,206,395693.937056443,639186.499862,277382,2646,296770.452792332,29576.415695,63924,0,47943,5054.8999106,24740,0,18555,12601.7649836355,180322,14564,127327.05
Den Helder,18634960.3400934,18266402.8012902,368557.538803266,18601431,18127014,474417,726842,715764,11078,7857156.78403679,11400532.5995543,8590113,110755,2921174.59955431,24907.628109,106006,15129,68157.75,16533.893157,127191,8098,89319.75,29589.0319284556,181482,103913,66715.8
Hilversum,17340030.0984567,16622793.1390764,717236.959380321,17742974,16953584,789390,409850,362015,47835,5058215.02173915,8760703.94629269,4784660,87621,3793661.26630436,93741.069333,234921,14178,165557.25,34624.284699,91355,3169,66139.5,63142.4907033815,737936,130791,465255.6
Hoorn,15527901.683977,14679301.000428,848600.683549019,14575357,13758563,816794,1160768,1156820,3948,5899267.99758538,8509993.03088751,4472816,21945,4059122.03088751,80815.735944,214015,1193,159616.5,36893.825643,110006,62530,35607,72957.7237282816,714916,114433,458303.55
Huizen,6552370.33414802,6104758.07623304,447612.257914983,6274302,5783072,491230,286096,280053,6043,1669556.62313709,2886636.33916038,1253268,0,1252167.46735282,52010.023865,204529,817,152784,13219.295564,51622,0,38716.5,13583.7158675541,134446,89154,38152.35
Niedorp,767912.142329988,753284.653157259,14627.4891727297,747165,732960,14205,65614,65614,0,265652.653876905,456810.905879983,233362,0,199239.490407679,24551.714317,48165,0,36123.75,11403.429407,0,0,0,5798.0091213564,68066,68788,927.6
Landsmeer,704498.351294563,674865.564917227,29632.786377336,777093,727111,49982,83567,83567,0,203610.587859916,365118.536266396,226715,6750,145153.536266396,10625.89724,0,0,0,7838.8001153,0,0,0,6835.9174489852,40493,5882,25958.25
Langedijk,2057346.12895129,2008548.2886627,48797.8402885858,1712043,1670909,41134,164734,161368,3366,409904.413680828,586046.073254688,1164604,217740,-307428.310260621,31032.37091,38118,1165,27714.75,5185.6049297,15555,1080,10856.25,19588.0796807187,171725,65854,83594.7
Laren,566598.739302604,543698.156818265,22900.5824843393,576613,531525,45088,26775,26775,0,174226.007454606,300814.110184353,14594,0,130669.505590955,9529.7400006,,,,0,,,,0,0,12856,-9642
Medemblik,1672422.02335006,1618408.36908945,54013.6542606155,1826801,1782247,44554,90472,89923,549,779842.491841947,1402565.80697235,527984,0,584881.86888146,39402.989025,32122,0,24091.5,17915.63193,14273,1044,9921.75,7969.3810123732,119443,24128,74467.5
Muiden,639958.08180883,628133.850875724,11824.2309331053,694599,684440,10159,1828,1828,0,137714.013216764,219865.031674664,78534,0,103285.509912573,262.89783853,26765,0,20073.75,0,21202,0,15901.5,15609.5240441668,25213,73759,-36409.5
Naarden,1297652.20454056,1247768.64969964,49883.554840924,1387503,1320153,67350,27653,23473,4180,424827.530890646,749588.944660141,115881,0,318620.648167985,13085.811463,45625,0,34218.75,2904.1021419,0,0,0,18703.1712723715,86908,4315,62034
Oostzaan,468838.144260667,448470.036101271,20368.1081593958,482218,453959,28259,32602,29596,3006,126414.577625946,234521.191839082,51200,0,94810.9332194598,5851.4189985,,,,1743.219841,,,,13985.0850376562,0,5019,-3764.25
Opmeer,493624.573280161,489455.790443998,4168.7828361635,464807,464807,0,48204,48204,0,190942.317877276,338748.012174714,170598,0,143206.738407957,13058.622185,18450,604,13384.5,17810.309358,16465,0,12348.75,3508.2156640294,21564,11417,7844.85
Ouder-Amstel,1100136.81199119,1035002.96497439,65133.8470167966,1095206,1007337,87869,32684,31419,1265,254798.744649258,456107.723754717,51898,0,191099.058486943,13030.001891,39855,545,29482.5,634.56119737,0,0,0,7436.7628215874,0,8223,-6167.25
Purmerend,15288946.9840011,14541072.7588638,747874.225137253,12636270,11742739,893531,819257,768367,50890,5135438.24738445,8866848.93178373,4844033,0,3851578.68553834,90132.663619,319035,6779,234192,36151.899609,182311,427,136413,23348.1967927399,178801,77702,84030.3
Schagen,2726362.17373495,2622236.73247583,104125.441259119,2677304,2562301,115003,67708,66441,1267,757118.631363856,1270484.04261809,552887,0,567838.973522892,30850.632047,50656,0,37992,9453.3572033,11434,1134,7725,10428.9058512942,135894,17628,91674.3
Texel,1198284.81273373,1164248.56412737,34036.2486063614,1253805,1207347,46458,70706,63006,7700,451587.3360704,786374.766284616,346599,3000,338690.5020528,11617.99927,17771,0,13328.25,4353.8191946,4454,0,3340.5,4294.9661642704,168121,19084,115389.6
Uitgeest,638723.612931151,614169.959121697,24553.6538094539,764057,732506,31551,0,0,0,240052.023623953,404879.132228978,202387,0,180039.017717964,23851.948142,52728,0,39546,9002.5999389,18467,0,13850.25,3260.2182237436,0,0,0
Uithoorn,2073370.68491523,1883937.995007,189432.689908221,2201394,2049965,151429,137459,137459,0,409039.568387615,745628.437809397,474859,0,270769.437809397,13402.678998,83115,681,61825.5,8976.6339865,21242,6593,10986.75,0,8144,4753,2543.25
Velsen,11126292.8553969,10739251.0908168,387041.764580121,10064221,9702442,361779,641313,639674,1639,3169917.0500237,4197979.57841334,4129611,44426,112794.57841334,109810.34196,190630,1884,141559.5,47562.331071,58362,485,43407.75,11972.84793637,99435,60256,33460.2
Weesp,2859446.5075709,2592381.35881761,267065.148753288,3224134,2997532,226602,65784,57749,8035,852991.469614085,1495414.2804968,598779,0,639743.602210564,38174.360713,97664,2264,71550,1036.0123273,23206,0,17404.5,24494.8596204545,81595,21023,47723.25
Schermer,211516.981256416,211516.981256416,0,276825,276825,0,20804,20804,0,61964.4516958029,33943.7882768982,63492,0,-29548.2117231018,10703.580894,35936,0,26952,3921.4423236,4095,0,3071.25,0,20205,1963,13681.5
Wervershoof,479043.449853598,422074.38258233,56969.0672712671,588230,544400,43830,29939,27129,2810,184054.802855682,315514.58212203,96187,0,138041.102141762,11873.946466,,,,18685.27443,,,,17183.0250437181,65737,133937,-50081.85
Wieringen,908275.100038264,894156.94251433,14118.1575239342,815114,801015,14099,24622,24622,0,293591.793547404,362810.756009812,280698,1050,83162.7560098124,3856.1756828,28,1377,-1011.75,0,15793,0,11844.75,6109.2143050789,22912,0,18447.45
Wieringermeer,1106571.96697108,1095110.07070401,11461.8962670697,1183309,1132335,50974,80360,79392,968,311604.363931697,307406.164703552,452793,0,-145386.835296448,11255.952558,19319,0,14489.25,3152.0915753,8490,0,6367.5,18934.0654415553,202513,29981,133520.55
Zandvoort,3246219.57450297,3052758.65150606,193460.922996908,3594740,3434985,159755,214110,211627,2483,822761.195501309,1444374.64280159,541281,0,617070.896625982,32808.260119,82337,1160,60882.75,11111.677132,45245,375,33652.5,22430.9408925356,41109,12508,22814.85
Zijpe,976069.639348015,965971.978231301,10097.6611167146,771421,755179,16242,90156,90156,0,304359.016650091,450953.561607952,310881,0,140072.561607951,23426.936784,36740,0,27555,8383.7933644,36934,0,27700.5,8407.0016828529,32150,3893,24111.75
Zeevang,226784.98645324,224065.542283297,2719.4441699439,260862,254110,6752,27971,27971,0,67176.7069536192,121685.864646386,88287,0,33398.8646463859,7143.8296791,11514,0,8635.5,6503.158202,28352,0,21264,6135.7987383014,2309,549,1666.35
Zaanstad,34599803.0622299,32976648.2012906,1623154.8609393,30708064,29041093,1666971,1684469,1660583,23886,10307254.4279065,14604071.8673219,8981529,42471,5665013.86732195,193860.98879,355103,8237,260149.5,60017.81918,212557,77,159360,31473.3663016601,277708,82508,157208.1
Alblasserdam,2580257.66754057,2473336.7047289,106920.962811668,2596786,2445738,151048,100176,96728,3448,801858.751625591,1063852.98684235,1036605,0,27247.9868423543,54921.934294,45372,2617,32066.25,9128.3451693,7356,0,5517,0,90077,8433,61233
Alkemade,670290.766921928,617887.632228287,52403.1346936408,679436,648347,31089,30648,30648,0,198531.385724133,337131.598975583,87598,320,148898.5392931,21032.235943,81109,0,60831.75,3761.8538294,22108,0,16581,52122.96426093,69271,135902,-48897.6
Alphen aan den Rijn,9504392.21679119,8818125.20054999,686267.01624119,9424338,8685617,738721,505359,488099,17260,2851250.79084229,4906110.57656283,3935396,15935.08,986649.656562827,90769.66958,176445,60,132288.75,11027.94423,56955,0,42716.25,90245.227453612,407765,240932,131416.95
Barendrecht,1879901.94289308,1843061.14660029,36840.796292793,3138711,3026397,112314,134645,115355,19290,646202.726498339,1113999.32129651,700160,44,413883.321296511,58806.321409,134857,0,101142.75,8938.7061908,35360,0,26520,20969.7265893108,47581,60288,-8459.25
Bergambacht,372647.265805241,357251.266094455,15395.9997107867,455453,441185,14268,2480,2480,0,182313.016530889,329756.390784118,84021,0,136734.762398167,13104.210223,4873,0,3654.75,0,0,0,0,3869.0575167927,5899,16457,-7033.65
Bodegraven,1492242.18387387,1394311.24702088,97930.9368529854,1836509,1762452,74057,76296,75276,1020,415972.442428083,717366.824187635,488494,7867,236739.824187635,23481.519772,35486,629,26142.75,5054.8999106,14836,0,11127,6182.2750202402,42653,9137,26373.6
Drechterland,899262.169337833,885489.583667286,13772.5856705468,940757,917911,22846,22415,19818,2597,385607.099236879,670368.87095666,204887,0,289205.324427659,21088.454377,51398,400,38248.5,20228.643963,38399,0,28799.25,14483.6825905747,54463,30438,20386.5
Boskoop,1468765.46124933,1433532.60562989,35232.8556194328,1535630,1507216,28414,78100,78100,0,414121.79445799,701318.881512549,225849,1360,310591.345843492,22475.925318,63435,46,47541.75,3036.5576746,18068,0,13551,18066.6321153102,78880,65618,12175.65
Brielle,1301590.28091133,1274234.65831009,27355.6226012325,1411266,1390884,20382,28633,28633,0,487077.240416262,865874.29201674,147355,0,365307.930312196,19745.826155,87784,2455,63996.75,9978.8437581,44840,0,33630,15109.9929243095,21450,73250,-38850
Capelle aan den IJssel,20583827.4338348,19354091.9434135,1229735.49042126,19659975,18439950,1220025,1081471,971836,109635,6509978.80378147,6996391.38241155,4386390,1023394,3633395.38241155,152645.72189,403086,18711,288281.25,20375.687109,19553,0,14664.75,37683.7129958656,269994,62860,160610.7
Delft,30917493.06863,29094916.1701806,1822576.89844946,34227792,32480280,1747512,1827811,1734455,93356,10875723.8917918,18899535.1381911,12865085,115093,6149543.13819105,135698.41955,535330,9978,394014,20869.331958,57746,0,43309.5,62258.5118207894,426626,132133,230361.15
