Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Brunssum,11342447,11157665.630846,184781.491125973,10413083,10225770,187313,219859,201726,18133,3498406,4258272,2742130,69348,1585490,103857,298900,669,224175.75,7439,34812,0,25310.25,22264,99010,12960,67795
Eijsden,1156041,1135416.54924879,20624.9470553528,1225994,1219745,6249,18815,18270,545,313009,402783,276569,0,126214,67770,158586,0,118940.25,5136,17243,0,12932.25,928,36605,4047,24791
Gennep,1687891,1624091.27514282,63799.6761551201,2164514,2104006,60508,82474,81239,1235,713590,750376,506600,0,243776,136184,507795,4003,380847,10603,34558,1111,25119.75,33963,392984,201871,147363
Haelen,984036,984035.979071234,0,1016411,1016411,0,37507,37507,0,471395,548459,335100,23575,236934,42467,85951,0,64464,17001,52723,0,37944.75,5734,28296,539,22292
Heerlen,50112627,49335490.7753892,777135.786411943,51771605,50968499,803106,837260,759896,77364,15495010,17169208,14273275,32680,2928613,423649,1152667,9555,864501,34331,171508,0,128631,96810,783172,116703,517174
Helden,1246778,1148086.06463174,98692.1457627981,1224464,1109997,114467,46756,44584,2172,596438,633449,485570,7380,155259,84871,209663,1443,157248,65397,109504,0,81150.75,13923,238829,261565,-14266
Heythuysen,1164780,1150771.35926573,14008.7436279469,936385,908144,28241,37371,36679,692,386295,474327,435506,47158,85979,83132,187594,0,140696.25,13674,26476,0,18686.25,20525,954898,304396,495316
Hunsel,434676,426825.834412049,7850.0720101378,528948,510850,18098,8320,8320,0,142864,183851,62553,0,107148,42534,264881,0,99231.75,6828,19788,0,14841,7120,281889,50279,175241
Kerkrade,19631318,19385838.2160891,245479.821924497,19514180,19313335,200845,744285,721325,22960,5602129,6496942,4489807,107596,2114731,190885,684110,3413,513083.25,31580,71665,0,52950,10655,506503,65084,345807
Kessel,239904,239903.966755556,0,256300,256300,0,2031,1005,1026,67174,95239,24152,1388,50380.5,18850,23337,0,17503.5,6619,6040,0,4530,45164,60647,0,46266
Maasbracht,1724843,1672121.51242881,52721.5371501593,1636011,1580495,55516,83017,83017,0,431098,515119,569707,66769,12181,124281,184959,4198,138719.25,35945,79632,0,58924.5,1398,181610,40462,105111
Maasbree,917233,915788.375461733,1444.6266757824,779975,779975,0,24501,24501,0,187606,223794,133713,13534,103615,43531,193625,0,145219.5,40518,126202,0,93074.25,19402,214418,84235,99431
Maastricht,50972018,50314376.3667759,657641.283300275,48538746,47696110,842636,1763325,1709786,53539,18659194,21354550,19494465,374,1860459,456337,2692304,22090,1009587.75,73721,376411,45,141135.75,57545,878287,380328,402572
Margraten,1209378,1195744.4721452,13633.9143611926,1123863,1094988,28875,22212,21535,677,342141,388363,308481,0,79882,64789,196603,2318,147453,4857,1065,0,0,2098,14514,2246,9509
Meerssen,2386492,2360589.19087885,25903.2367654828,2381995,2335335,46660,30786,30786,0,655980,803918,516829,0,287089,51213,205479,1848,154110,5654,17763,0,12523.5,13783,24205,13845,9853
Meijel,215920,215919.590800902,0,216777,216777,0,3149,3149,0,91780,128096,20358,3807,68835,20463,113923,0,85443,12609,36503,0,26578.5,37749,459811,172536,217800
Mook en Middelaar,884475,874494.631644311,9980.3294443248,790742,779891,10851,24487,24487,0,208382,251408,208293,0,43115,12587,61047,0,45786,6922,10507,0,7880.25,0,24111,24507,1079
Nederweert,970469,932563.637201563,37905.7767735066,913920,902041,11879,68871,68871,0,301731,315030,324212,53215,44033,60529,196015,0,147012,38376,78823,3697,56895.75,17956,63947,76761,-6191
Roermond,18139093,17575679.5166894,563413.740938994,17760274,17116972,643302,477672,463390,14282,6433202,6763285,6201864,866700,1428121,335180,910417,2451,682812.75,33875,125784,0,94337.25,21964,186223,67189,94248
Schinnen,1690107,1663870.58276956,26236.7147608158,1807425,1776137,31288,47313,47313,0,352828,416545,256891,0,159654,89347,159990,345,119993.25,4019,1536,0,1152,1721,83776,9636,56128
Sevenum,356443,353619.565123572,2823.8916644795,382955,378256,4699,41342,41342,0,103103,120313,93271,3899,30941,25103,14627,0,10970.25,35390,68765,0,51573,45885,252713,18079,180342
Stein,3325829,3319161.97224507,6666.8920826965,3578019,3546666,31353,55288,51700,3588,749844,980255,485868,0,494387,123085,368561,3138,276421.5,10235,34108,0,24782.25,20438,260517,72934,147171
Swalmen,1495083,1467092.4596318,27990.8090162671,1445517,1410143,35374,28067,28067,0,391803,452562,290988,0,161574,58594,178702,0,134027.25,0,0,0,0,524,6154,7572,-140
Thorn,199112,194933.823249817,4177.8123255313,285203,284184,1019,4545,4545,0,122853,143357,133725,23393,33025,21006,100697,0,75523.5,3486,0,0,0,0,26697,6854,15273
Vaals,3188333,3100210.81016308,88122.2272227247,3415975,3315425,100550,23289,22216,1073,651040,829533,575809,0,253724,63464,168388,0,126291.75,3191,20886,0,15664.5,876,330957,196676,102527
Venlo,31374004,30822849.2123588,551155.089830555,28189158,27605650,583508,914575,901816,12759,9355113,10657321,9527186,1114613,2244748,423789,1153957,47850,865468.5,121703,273384,3519,205038,58504,401736,352436,45817
Venray,6516612,6383881.34476775,132730.911702424,6869442,6706031,163411,320340,299592,20748,1487212,1649692,1739455,0,-89763,211246,547197,0,410398.5,21954,65089,421,48018,31040,338445,114768,171014
Weert,9373353,9121887.75779125,251465.084984733,9759440,9575068,184372,240002,231478,8524,3556008,3960576,3495345,0,465231,407781,1011668,5352,758751.75,65177,223343,0,167284.5,23258,337504,176530,125700
Meerlo-Wanssum,466071,460664.182708922,5406.3452603379,389948,386412,3536,56918,56799,119,148127,199244,91019,28719,111095.25,20232,30835,0,23127,4341,7328,0,4697.25,11096,19489,29278,-5848
Valkenburg aan de Geul,2632649,2516603.85548987,116045.006727944,3458531,3354396,104135,224983,192658,32325,1079996,1306678,638841,0,667837,42398,209236,3724,156927.75,22456,81830,2454,58648.5,3100,528764,90715,335732
Lelystad,24109729,23076218.9479126,1033509.66748798,24972972,24026529,946443,888249,868367,19882,8379485,10250369,8098483,328512,2480398,145976,397043,3245,297783,39155,270048,670,99993,85456,1515167,855893,-58980
Horst aan de Maas,2201486,2159939.54748168,41546.0225705612,2431228,2393587,37641,66803,66224,579,744248,827216,735776,33279,124719,110075,292862,578,219647.25,62778,175607,4882,131705.25,81070,768049,454865,241837
Eemsmond,4405347,4399919.43649676,5427.6878520392,4156262,4137476,18786,163360,163157,203,1511002,1734358,1349294,0,385064,102536,274918,6084,206189.25,17277,28397,1041,21297.75,11254,104105,100519,10716
Gemert-Bakel,3474516,3406056.0480507,68460.3646178935,3376359,3337490,38869,143054,141659,1395,912307,1152100,845971,67681,373810,33194,174746,11842,131060.25,22043,81160,6600,60071.25,21775,126283,282449,-114348
Halderberge,3535843,3441523.6651539,94319.5822879924,3711145,3606291,104854,318919,314660,4259,959445,1074666,644155,0,430511,207107,466131,0,349599,47278,168658,0,126493.5,14426,317039,0,243715
Heeze-Leende,876060,847833.072062203,28226.9114369629,908499,889824,18675,14317,13287,1030,402723,451361,287025,0,164336,36162,170600,442,127950.75,21444,61672,0,46254,1372,462126,318589,109761
Laarbeek,2064006,2032190.68000944,31815.1346667455,2001894,1980624,21270,93535,93535,0,569943,552157,462804,0,89353,91811,233244,2787,174933.75,19963,25630,6445,18753.75,692,5604,11374,-3610
De Marne,2432694,2413362.11099493,19332.3863454422,2507913,2492333,15580,71407,71336,71,984658,1135800,641674,0,494126,50116,182841,0,137131.5,9917,77762,53,27208.5,0,24883,0,19676
Zevenhuizen-Moerkapelle,450903,441022.63972599,9880.2860457249,608100,585252,22848,21473,21473,0,181120,227183,77358,0,135840,34974,84874,0,63656.25,6160,22265,377,16698.75,329,107396,45845,47273
Reusel-De Mierden,630347,594102.96489599,36243.7224447672,692403,662806,29597,17221,17221,0,164529,204246,63220,1000,123396.75,80483,175865,160,131899.5,2792,0,0,0,5201,484988,754354,-194122
Roerdalen,1420902,1386774.09380349,34128.1380423749,1528653,1494307,34346,64237,64237,0,326101,361837,313389,34183,82631,27573,79324,1397,59493.75,10791,22355,0,13323,23694,49165,38624,9885
Roggel en Neer,273421,250086.498217258,23334.1222894377,362303,347450,14853,10879,10879,0,239833,289769,182579,0,107190,33071,113033,44,84775.5,11726,39612,0,28900.5,20811,61628,13195,36767
Maasdonk,397932,384451.094693627,13480.5144833395,485354,485354,0,2663,2663,0,151196,206404,122651,4086,87839,40686,103414,5114,77560.5,10099,20879,3576,13869.75,2006,63079,62311,2025
Rijnwoude,908742,868189.351267816,40552.258144469,851074,814225,36849,55818,55818,0,242481,333112,216479,16020,132653,49891,108453,7410,81340.5,5545,15723,0,11792.25,10936,297215,55359,182548
Roosendaal,19097549,18630786.771092,466762.480507634,19060006,18517929,542077,557113,442660,114453,3856607,4407630,4745838,0,-338208,477383,1436400,4273,1077300.75,42241,136342,4107,102256.5,22003,376762,234691,116265
Schouwen-Duiveland,3521863,3431738.41341249,90124.4291067038,3706984,3616952,90032,208977,207953,1024,1210975,1449639,832960,91833,708512,173416,762695,8901,286010.25,67919,109519,2285,82139.25,10533,488038,260847,177822
Ambt Montfort,1009798,959265.58466022,50532.5875887937,1129214,1090640,38574,30997,30446,551,273473,295314,290667,27502,32149,85639,308869,0,231652.5,0,16287,0,12215.25,975,0,2071,-1556
Aa en Hunze,1997461,1990232.2936438,7228.4690268372,2321463,2290560,30903,90559,90559,0,1228569,1191695,1260995,49475,-19825,162281,485224,6523,363918.75,30434,67681,2029,49962,8237,254810,77664,144030
Borger-Odoorn,3347228,3302107.24061543,45120.9066805305,3669441,3635274,34167,215687,208751,6936,1162146,1250460,1428612,188256,10104,167261,297700,1186,223275.75,19277,65939,414,47856.75,1149,140696,52438,71209
Cuijk,4235482,4058041.24586479,177440.973492704,3917518,3729173,188345,189789,174397,15392,1302839,1663438,866928,119092,915602,156895,476998,61,357749.25,30205,108036,0,80228.25,330,28620,32146,-1641
Landerd,816282,804199.638911106,12082.5747269037,849446,836530,12916,23615,23615,0,271290,342055,202924,0,139131,50935,162253,902,121690.5,11029,44962,0,33721.5,0,181451,39311,107608
De Wolden,1448296,1435925.61164776,12370.6997148714,1592926,1582496,10430,76415,76415,0,463959,674797,611584,47017,110230,74562,222986,499,167240.25,34845,44515,19190,32763.75,7996,160889,49953,85865
Noord-Beveland,505366,504672.844704134,693.6342302926,619040,594891,24149,40305,38517,1788,148183,181610,206708,0,-25098,40269,121126,0,90845.25,10825,36749,0,32511.75,532,13910,4300,7433
Wijdemeren,1701124,1659831.14337775,41292.5792941081,1661753,1621731,40022,52945,52143,802,417857,560621,331590,0,229031,62572,200619,1192,150465,18890,43754,987,32815.5,1752,42153,116854,-53458
Noordenveld,3834414,3795640.79943423,38772.8195613723,4068856,4017057,51799,91002,91002,0,1122519,1352998,1163123,55136,245011,101364,342439,1297,256830,10914,34488,0,25866,30481,104793,57261,38695
Twenterand,3443212,3383590.16973849,59621.8638295888,4045022,3970106,74916,101599,101599,0,1099067,1406927,854264,41335,593998,129892,320832,8758,240624.75,62978,110608,6461,82157.25,1247,14707,5199,8605
Westerveld,1680100,1673522.22296588,6577.5199799473,1836944,1821414,15530,91899,91899,0,787708,970086,639623,0,330463,72768,157352,3193,118014.75,30532,59136,0,44352,5534,115703,10050,80820
Sint Anthonis,462443,432758.070305499,29684.8772325585,654050,633806,20244,6693,6693,0,444252,484897,356029,0,128868,45634,118731,0,89049,19775,85973,0,63681,5481,126524,41620,64968
Lingerwaard,5178295,5070701.48490343,107593.340414225,5546202,5465044,81158,158664,158319,345,1335038,1601967,1015491,0,586476,157222,489597,2337,367198.5,63079,128335,877,93558,20040,572618,287193,219042
Cranendonck,2279170,2244027.75680988,35141.9111481871,2350641,2304945,45696,86243,86243,0,588121,764196,327490,0,436706,137161,332075,0,249057,15787,58983,0,97972.5,17986,70184,0,107952
Steenwijkerland,7169833,7053051.62461334,116781.326141639,7610556,7489347,121209,224137,206826,17311,2767857,3173388,2429266,29294,773416,100919,772901,6059,289837.5,36970,120103,0,90076.5,15604,287370,52435,180857
Moerdijk,3670110,3605722.9206582,64386.5974269061,3547709,3487797,59912,92778,92257,521,787345,936592,828709,0,107883,190621,533049,1497,399787.5,22468,20825,0,14276.25,19382,48210,25109,18557
Echt-Susteren,4730084,4646039.23989881,84044.4582957933,4699234,4587074,112160,123431,111089,12342,1514196,1634482,1247444,105,387143,291509,588790,1024,443422.5,28791,94808,0,70307.25,6699,197059,247211,-33969
Sluis,2430230,2361680.5361777,68549.7367206427,3059857,2970159,89698,116418,106092,10326,747102,852850,461792,57680,448738,82354,253610,9671,190208.25,58921,165081,0,89240.25,20328,116560,30584,66690
Drimmelen,1536081,1511454.06233813,24626.6829993482,1346362,1311555,34807,45269,45269,0,381872,487196,288366,16761,215591,88719,281383,2116,211038,43742,118182,0,87837.75,3197,185540,55297,101046
Bernheze,2280796,2242682.50883249,38113.8670425944,2308502,2285055,23447,23303,23303,0,717302,906562,475892,0,430670,104213,483591,0,362694,26289,56241,0,42180.75,7724,353079,351295,4554
Ferwerderadiel,1538711,1530821.82007047,7888.7554575965,1517958,1505220,12738,65945,65945,0,768677,872159,436117,0,436042,76603,232851,0,171864,29475,80270,0,59507.25,30122,36848,40420,-2680
Alphen-Chaam,492604,486578.357397509,6025.2804196759,385199,376616,8583,9478,9478,0,112363,138669,83947,0,54722,30738,72523,0,54393,13247,14335,0,10751.25,5207,102735,156534,-39126
Bergeijk,1370760,1360349.90016073,10409.8491023136,1590650,1566997,23653,15884,14015,1869,323455,412602,145368,0,242591.25,141337,300942,3408,225707.25,8592,0,0,0,7282,210893,46149,125486
Bladel,982429,964491.567434337,17937.1144129691,1034104,1010163,23941,56500,56500,0,363855,491765,194214,0,272891.25,93637,203217,1379,152413.5,25304,45109,0,33831.75,18099,199225,197093,1581
Gulpen-Wittem,1284118,1279377.75380892,4740.7231816533,1452446,1441615,10831,18419,17093,1326,372020,447369,420599,0,26770,34868,239331,997,179499,16128,31813,0,23061,1037,48152,3866,35299
Tynaarlo,2386926,2374784.42725745,12141.2668540823,2894017,2881172,12845,155744,155744,0,952131,1117315,555420,39595,601490,39942,137229,494,102922.5,31318,22585,0,16566.75,5611,49909,105385,-39452
Midden-Drenthe,3317292,3284952.89916617,32339.3620754089,3545088,3545088,0,66508,66508,0,1055484,1227896,989192,24245,262949,122363,325018,0,243764.25,58798,88853,3114,64856.25,16573,165027,141815,22434
Overbetuwe,5118692,5020841.345013,97850.4473025777,5583846,5501789,82057,116843,112253,4590,1359376,1744437,1191304,0,553133,135914,386556,11759,289917.75,31724,87716,2560,65787,45942,485062,252122,186672
Hof van Twente,2610467,2548426.41260333,62040.2462517434,3188032,3074080,113952,45532,45532,0,1119692,1234452,1172541,89104,151015,135059,534529,3564,400897.5,50807,190953,2993,140736,12806,263827,128071,106169
Neder-Betuwe,1566363,1543623.82108138,22739.1975457637,1733833,1686763,47070,31135,30525,610,504298,608442,307156,0,301286,67917,155984,609,116988.75,18584,39535,0,28852.5,8690,94655,6369,67925
Rijssen-Holten,2838770,2586574.90279829,252194.734838521,2958586,2739078,219508,193628,189901,3727,1004854,1138895,891764,134751,381882,110972,313767,0,235326,13227,20417,0,13075.5,9727,284129,1,218926
Geldrop-Mierlo,7240547,7001752.9983031,238794.255074062,7277109,7097024,180085,132708,124740,7968,1652457,1969850,924190,950,1046610,213897,550839,2668,413130,23150,66371,0,48979.5,10506,116512,75803,33269
Olst-Wijhe,1405757,1396998.08280969,8758.4660694248,1531509,1510182,21327,40126,40126,0,549104,638559,458600,66941,246900,63183,257995,2777,193497,37361,125471,1500,78336,2247,219122,61765,120564
Dinkelland,1048924,1028474.64712902,20448.870673817,980174,959227,20947,69690,62774,6916,521199,579550,433019,0,146531,113268,163795,3005,122847,9034,0,0,0,17101,30862,3730,22294
Westland,7453243,7295587.71354725,157655.057073609,7818242,7565623,252619,209391,173005,36386,2462528,3147568,1349439,103260,1846896,231113,623474,7255,467606.25,149910,273974,5446,203216.25,86145,3345694,3084536,251904
Midden-Delfland,735463,713130.733821417,22332.3543914575,723514,697722,25792,78002,78002,0,202576,255490,91957,15088,151932,20293,63727,0,47795.25,20641,36689,0,25918.5,16047,41428,157523,-85720
Sittard-Geleen,32377794,31962289.6769737,415504.244800996,34733268,34310865,422403,620420,607232,13188,11778452,12954088,10094564,649060,3508584,644809,1387960,8892,1040970.75,52771,227972,0,170979,72639,880664,190124,541270
Zwartewaterland,1479088,1465346.45088394,13741.9612316805,1544809,1540343,4466,112833,110516,2317,631624,749193,535973,10700,223920,26513,59539,420,44655,27962,97534,0,71795.25,21524,85040,87001,-12
Leidschendam-Voorburg,19417136,18653924.6841155,763211.07923882,19364454,18666909,697545,464341,396767,67574,2921568,3825296,1542604,1931,2191176,189935,637200,15309,477900.75,50546,99309,2100,72468,57711,403307,122960,220685
Pijnacker-Nootdorp,2611924,2566668.05494649,45255.631790645,2759782,2712087,47695,64944,64514,430,991839,1088101,571434,13819,530486,98107,288382,1911,216287.25,21991,29531,508,4724.25,108276,112208,238239,-5696
Heel,498091,492130.098609734,5961.252644572,513742,502408,11334,11335,11035,300,565592,593730,549653,24149,68226,19610,22210,0,16658.25,965,7718,0,4989.75,0,22014,12419,8115
Menterwolde,2954776,2924604.11270902,30171.7551057447,2753621,2732500,21121,173247,173202,45,1325265,1439806,1456588,54725,37943,65254,176780,1695,132585.75,4996,56364,0,42273,9303,145113,22625,94772
ISD Kompas,4271183,4207320.78752757,63862.3700182427,5064465,5027087,37378,87883,86735,1148,1304401,1632223,1167651,0,464572,186162,530418,5683,397814.25,20776,67406,0,50554.5,5207,143561,33765,86725
ISD Oldambt,12114484,12006761.0483786,107722.729876415,12146247,12045634,100613,227224,226411,813,6044830,6823035,5954801,4947,873181,220291,460203,250,345153,31815,131460,0,98595,85013,215150,100387,250701
DSZW Noardwest Fryslân,14290576,14126667.9920298,163908.436442093,13457452,13313329,144123,577123,577123,0,4837404,5532567,2955536,71527,2648558,331520,668390,5441,501293.25,84065,208161,0,155004.75,60415,555297,194619,288548
ISD de Rijnstreek,2088050,2039621.47680663,48429.0083942334,2020439,1958402,62037,79709,79164,545,613344,766211,498616,0,267595,71234,177608,747,133206.75,23191,60070,0,45052.5,19406,51110,50985,3444
ISD Bollenstreek,5650941,5455415.71218867,195524.81822362,5378873,5236729,142144,346693,252774,93919,1254519,1466075,1032282,0,433793,114204,416069,11048,312052.5,17399,55632,6490,41724,9534,135539,67302,57466
RSD Alblasserwaard-Oost/Vijfheerenlanden,13377854,13079977.9135293,297875.884551211,13729562,13332583,396979,525548,513714,11834,3912148,4847950,3436647,170031,1581334,392297,1033254,4881,774940.5,62840,155595,273,115896.75,6521,232148,99166,104116
IS Werk en Inkomen,6219318,6007108.19259496,212209.389286118,6196989,5983288,213701,322511,321015,1496,2559753,2809416,2500838,161602,470180,145405,460811,113,345608.25,55668,187696,760,137238.75,27613,66797,110482,-29381
