Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Delft,39785109,38433594.9384201,1351514.28383749,38884942,37490879,1394063,1705829,1668935,36894,9545442,10802860,6477409,831814,5157265,336589,762209,0,571657.5,13615,75636,0,56727,56313,471605,0,357625
Dirksland,597266,574745.918548688,22520.4359808253,523112,498331,24781,9360,9360,0,164013,197067,187162,0,9905,69859,190126,0,142595.25,14319,3957,0,2967.75,5051,25135,4827,15231
Dordrecht,58980624,56851057.0846355,2129566.4677806,57339746,55394436,1945310,2847569,2601047,246522,21049760,24597575,23204445,837474,2230604,655349,1647759,24217,1235820,110409,223610,0,167707.5,101406,1511241,307468,924368
Goedereede,636708,611571.881755579,25136.237376217,736462,707356,29106,8536,8536,0,97008,132581,49471,0,72756,72079,257274,285,192955.5,0,17455,0,17199,9703,9668,3,8099
Gouda,21352221,20515694.5742274,836526.883468761,22811102,22022978,788124,641582,641582,0,6718551,7647620,5980289,506851,2174182,285688,648537,4084,486403.5,48753,190168,0,139431,57400,35943,245734,-124636
's-Gravendeel,706636,671113.746981957,35522.0760628666,639780,630385,9395,16403,13962,2441,134615,191615,55895,2291,100961.25,26207.1383199079,86361.0543478261,658.8470529584,64770.7907608696,10479.2540446689,26099.1828073993,75.088864708,55698.5,18785.366855034,,,
's-Gravenhage,302956688,292089370.13872,10867318.2180473,279611876,267970502,11641374,11344555,11334784,9771,113847199,126456483,109762336,4312787,21006934,1428746,4335708,207298,3251781.75,267163,945343,16668,708951,349565,6022510,1904846,3233047
Noorder-Koggenland,541897,540921.846750249,975.0896583536,683647,682859,788,32404,32404,0,183121,215801,137897,0,77904,40560,89004,0,66753.75,15069,17243,0,12932.25,3285,0,1800,-1350
Hellevoetsluis,9807684,9311595.00467562,496088.535417214,9481400,9189882,291518,407211,404251,2960,2532619,2855417,2401975,0,453442,231004,803941,6823,602955.75,25463,32944,0,24707.25,25256,358715,149939,167838
Hendrik-Ido-Ambacht,1563924,1496664.33262871,67259.8438346949,1599171,1539032,60139,60455,60455,0,453206,526883,424125,0,102758,67136,265043,1047,198783,26293,64803,0,47429.25,2361,50612,48690,2407
Stede Broec,2628755,2612220.24746774,16535.1729205894,2548431,2529271,19160,73141,73141,0,840158,999844,520010,890,480724,114304,285326,0,213994.5,43592,74808,0,54775.5,22016,133905,123304,9952
Katwijk,3483653,3418338.39081894,65315.0001659131,4006372,3879724,126648,213361,208975,4386,729574,888100,536675,21494,372919,161752,305136,159,228852.75,9117,19122,0,14341.5,466,49612,36127,10770
Krimpen aan den IJssel,3962173,3841245.41642756,120927.124579618,4285594,4130932,154662,131940,129831,2109,915644,895482,968770,38478,-34810,111871,275479,6135,206610,24162,48974,1363,35931.75,25346,108606,53632,44267
Leiden,45592777,44359167.2266525,1233609.80380756,42683943,41321077,1362866,1744913,1637356,107557,12198399,14740817,11557390,582745,3766172,398221,983378,10443,737534.25,50804,135602,2440,101701.5,16432,176202,69666,87968
Leiderdorp,3152042,2964641.92060144,187399.960345327,3028063,2891513,136550,138216,136836,1380,1013185,1132193,774254,47000,404939,35062,112354,166,84265.5,12624,70222,5166,51549.75,0,29858,68937,-28916
Maassluis,9155234,8843734.45931204,311499.127616553,9189538,8816050,373488,298999,293604,5395,2325104,2825543,1912827,45534,958250,264966,785075,32711,588807,8582,17926,0,13444.5,2849,210333,51750,122878
Wester-Koggenland,528234,524640.082768315,3593.558877708,643919,636646,7273,38688,38688,0,221176,253398,169766,1603,85235,32234,87596,0,65697.75,14510,41723,0,29360.25,4073,120904,6712,86867
Middelharnis,1006854,988479.057426388,18374.637542846,1145934,1113259,32675,29540,29540,0,601129,657991,532128,0,125863,107759,504888,7142,378666.75,29334,39246,0,29434.5,1019,45321,9107,29484
Moordrecht,996662,937236.308863137,59425.778768333,1018778,962112,56666,12856,12418,438,263290,351096,148927,2214,197467.5,52288,141581,1884,106186.5,0,0,0,0,0,34222,550,25709
Nieuwerkerk aan den IJssel,2382450,2319432.47909124,63018.0037340597,2678104,2580825,97279,160423,122790,37633,646289,787660,234547,0,484716.75,32498,161599,0,121200,13674,48243,0,36182.25,8220,6951,34362,-20424
Bernisse,703738,703738.271986957,0,744468,744468,0,32332,32332,0,235202,276643,234619,0,42024,124870,209183,911,156888,6550,11050,0,7616.25,4553,184089,11208,130672
Nieuw-Lekkerland,703257,678771.919824394,24485.2883293271,634899,618673,16226,25502,17721,7781,195206,231630,185452,13101,59279,9330,38525,0,28894.5,0,0,0,0,0,0,0,0
Noordwijk,2248293,2164220.43821742,84072.4704474013,2221686,2150716,70970,100085,94677,5408,435715,598679,242906,0,326786.25,98524,330298,1299,247724.25,14785,53302,336,39604.5,2221,34880,6856,22191
Oegstgeest,1798164,1756990.18692832,41173.8611277696,1767040,1731161,35879,93614,50635,42979,508300,614476,489005,8693,134164,30513,66476,0,49857.75,0,13342,0,10006.5,15276,30863,15332,12571
Oostflakkee,688702,688702.423412451,0,901672,901672,0,41613,41613,0,249833,297868,228809,0,69059,97899,325151,7025,243864,27504,91020,194,66922.5,25,69308,1365,52228
Oud-Beijerland,2550932,2518465.75247173,32466.0837136354,2566452,2548126,18326,46597,43634,2963,759336,911744,439892,13418,485270,94974.8952819333,296095.043478261,2387.667401824,222071.282608696,25726.8673348591,64074.2376100504,184.3453028654,22279.4,17412.621035636,,,
Binnenmaas,1226818,1212524.12944849,14294.2007919519,975103,967256,7847,57936,57936,0,398185,462759,256883,23031,228907,79670.7498273878,320769.630434783,2002.921421256,240577.222826087,29466.6378344251,73388.3503808487,211.1425462459,33419.1,26337.9867374005,,,
Korendijk,942373,913850.160714755,28523.0398968185,793190,783781,9409,32022,32022,0,278626,328445,236197,19466,111714,63540.253164557,148047.52173913,1597.4009840632,111035.641304348,13328.1209060058,33194.4490058364,95.5023576351,33419.1,390.7743051551,,,
Oudewater,410518,367960.636011761,42557.1278524107,495934,446520,49414,22097,22097,0,201857,229757,162713,0,67044,23310,36620,0,27465.75,4264,4549,0,3411.75,2060,88358,19194,54586
Papendrecht,4721248,4626752.82460271,94495.6586695282,4750517,4631635,118882,184343,183808,535,1102396,1215772,1008323,0,207449,133994,391040,135,293280.75,4667,17707,0,12375,3335,49374,19767,24356
Reeuwijk,659197,629152.027040194,30045.0334675181,725406,693352,32054,51876,51876,0,161746,208919,86583,2633,121309.5,10864,13433,0,10075.5,11988,17897,0,13422.75,12925,158975,44206,86795
Ridderkerk,7204951,7058454.61922476,146496.883349768,7178411,7059047,119364,365544,365526,18,1807600,2088500,1841521,0,246979,329683,1066723,6289,800043,39606,108283,2427,80541,13561,245013,16826,175336
Rotterdam,573042250,555272041.478976,17770208.676305,522855486,505697346,17158140,16609919,14748078,1861841,219904265,249771312,230734428,9039356,28076240,4665473,12603352,201415,9452514.75,405839,1090912,21895,815741.25,234437,1573688,554948,738114
Rozenburg,2379778,2284070.02720738,95708.1846605588,2493687,2436226,57461,68128,67720,408,568279,593883,558579,0,35304,171995,481138,224,360854.25,3725,20565,0,15423.75,6469,90019,7757,64021
Rijnsburg,1005839,978210.117828376,27629.3188693262,930824,921413,9411,59558,59558,0,214471,250927,135018,0,115909,11234,47567,0,35676,340,22023,0,16517.25,5086,48765,14512,26137
Rijswijk,14498096,14158169.5390708,339926.125850716,14547216,14094291,452925,472150,461330,10820,3938740,4703867,2805851,0,1898016,162935,558015,5701,418512,42335,87855,24,64314,36287,305065,70962,186543
Schiedam,37715877,36816720.684759,899156.718816253,38190304,36285734,1904570,1245399,1245399,0,10750105,12927146,9517851,574731,3984026,453976,1246519,8254,934889.25,48126,120167,0,87728.25,16190,374516,48373,256539
Schoonhoven,1619259,1578564.86590802,40693.6528144901,2114185,2051986,62199,44949,43234,1715,433204,499390,265588,6991,240793,56419,176426,4042,132320.25,11938,17244,0,12933,4331,30410,15898,10946
Sliedrecht,3534158,3475913.04491899,58245.2666648544,3579969,3509823,70146,67552,67552,0,1444955,1612932,890252,0,722680,72883,253726,330,190295.25,18760,162457,0,60354.75,26734,269674,206303,50674
Cromstrijen,1067488,1038206.89424029,29280.701902215,1014837,994894,19943,31608,31582,26,341675,392933,198632,14533,208834,80650.4653624856,197396.695652174,2027.5514546903,148047.52173913,13107.4197774446,32644.7801958651,93.9209285455,22279.4,0,,,
Spijkenisse,24470285,24128398.4930578,341886.976463273,24026752,23389592,637160,668558,642245,26313,5705202,6390999,4456939,107008,2041068,549055,1591360,14397,1193520.75,34272,130020,90,97515,15420,158776,91363,54367
Albrandswaard,1650711,1602452.92754942,48258.267660623,2074041,2051076,22965,64616,64475,141,796205,867487,496451,0,371036,143933,349296,6652,261972.75,12728,34506,0,25503.75,2816,120554,4217,89883
Westvoorne,1063343,1063343.03547166,0,983627,978373,5254,79028,79028,0,314840,333100,397844,425,-64319,99565,398093,541,298569.75,25279,61221,0,45116.25,2644,22385,73987,-37532
Strijen,656377,656376.702204725,0,598603,595283,3320,29056,29056,0,329268,385170,189190,9250,205230,27351.3169159954,86361.0543478261,687.6116852082,64770.7907608696,0,0,0,0,2426.2250028832,,,
Valkenburg,111461,111460.871706844,0,119585,117403,2182,2356,1781,575,61814,72918,50220,0,22698,3945,1197,0,898.5,0,0,0,0,0,482,3146,-1998
Vianen,2596758,2472603.03520318,124155.191574441,2780951,2680419,100532,82092,80887,1205,407012,565714,357970,0,207744,68324,221384,644,166038.75,15364,13689,56,9929.25,4079,25383,8615,14079
Vlaardingen,27317986,26708413.2429413,609572.431141001,30320035,29817170,502865,972427,920823,51604,5967482,6632064,4307248,144203,2469019,669400,1524634,23448,1143476.25,38558,168231,10529,117447,11628,294532,120546,137878
Vlist,541617,526751.957795653,14865.1151199619,575825,555435,20390,9170,9170,0,251212,287865,73750,1702,188409,35229,67666,882,50750.25,3477,0,0,0,0,58747,33763,19751
Voorhout,485443,456375.823447977,29067.2759852019,437423,403570,33853,80810,74146,6664,126040,149279,90607,0,58672,27654,31614,0,23710.5,6099,1,0,0,12120,13107,39792,-20013
Voorschoten,3000129,2908101.28886197,92027.9215040643,2992803,2902092,90711,82994,82839,155,406513,577385,312277,0,265108,26137,100025,0,75019.5,5464,17403,977,13052.25,1174,13750,1213,10567
Waddinxveen,2707332,2612071.90086876,95259.9902348313,2784901,2671012,113889,102334,102131,203,681212,787318,363471,7464,431311,125076,177721,2530,133291.5,41806,103893,0,76143.75,3651,281609,119984,123162
Wassenaar,2681982,2573820.37539331,108161.586918273,2863924,2740941,122983,35583,26861,8722,467425,557846,329426,18003,246423,18983,70058,18949,52544.25,12318,47633,387,35053.5,8189,23736,3994,15560
Woerden,3932285,3744003.1190518,188281.676164988,3930551,3727370,203181,103699,101255,2444,1273817,1328391,1412098,0,-83707,99357,319504,9888,239628.75,140,51509,1536,37960.5,6326,71198,21616,39695
Zoetermeer,27865565,26440114.5241165,1425450.35713875,30596335,29324534,1271801,1051735,977073,74662,5599374,6722898,5624813,0,1098085,312148,900553,5773,675415.5,41620,178536,0,133902,55744,487178,517615,353806
Zoeterwoude,416559,416558.776556573,0,377906,377906,0,9445,9445,0,224343,249603,106782,7832,150653,13062,24072,0,18054.75,12599,28032,0,21024,267,3928,0,3274
Zwijndrecht,8373098,8084948.9282153,288148.998383339,9608018,9306078,301940,302641,297033,5608,2729558,3355506,2274886,7092,1087712,227729,698341,2045,523756.5,32382,77376,2842,56018.25,63260,192231,168953,18676
Nederlek,1476810,1432693.20874067,44116.4709585876,1505310,1434757,70553,30855,26470,4385,379222,438272,319883,8040,126429,87081,237959,6058,178470,16601,56660,0,42495,6402,120551,1870,90413
Ouderkerk,390389,390389.242689351,0,351037,345802,5235,14639,14639,0,125420,168533,67655,0,94065,41340,79406,4124,59555.25,8057,32955,0,24716.25,1075,159374,11835,112761
Gaasterlân-Sleat,820098,809690.891840026,10407.1812783509,761084,750545,10539,30104,30001,103,369646,413921,422707,17004,8218,16459,69605,41,52204.5,9780,30568,0,22926,4142,86686,22375,49434
Borsele,1576227,1552084.27332206,24142.4729501248,1557373,1528102,29271,138607,138607,0,507060,566115,678317,0,-112202,72623,195814,0,146862.75,23833,25232,0,18924.75,26125,6604,72333,-48306
Goes,7400353,7236175.18210854,164177.886662322,7371382,7185373,186009,393386,393386,0,2720599,2930435,2787100,0,143335,121206,181948,3818,136461.75,39588,114729,99,85375.5,10263,27243,46681,-13680
West Maas en Waal,1889833,1882760.34463426,7072.4013250214,1705640,1701536,4104,74003,73883,120,668961,793022,286654,0,501720.75,88507,175489,0,131617.5,40385,121646,7278,90435.75,8780,189680,113356,60135
Hulst,2997088,2954685.50122812,42402.3940625762,2945201,2879468,65733,160423,142770,17653,1246027,1431986,776719,29571,684838,141405,303481,3706,227610.75,68796,139493,0,103820.25,7000,99794,58909,33756
Kapelle,661914,633765.343518848,28148.2106300643,878201,830918,47283,67032,66655,377,209957,263840,165369,0,98471,23552,87434,0,65576.25,15167,35724,0,26793,12118,72710,22622,37684
Wymbritseradiel,867066,865550.576824199,1515.324010793,1048119,1040220,7899,40785,40785,0,462391,557388,390187,78827,246028,55419,67190,0,50393.25,15968,69899,0,51625.5,1866,21163,24799,-2495
Middelburg,12669983,12460536.0446272,209446.85757278,12000886,11782226,218660,322169,311389,10780,4277677,4641660,2974149,243285,1910796,153640,534972,1314,401229.75,16028,85113,0,62237.25,36218,139026,29901,87238
Graafstroom,207501,193301.813284017,14199.4930412773,296668,287272,9396,2596,2596,0,114572,153364,77666,20760,85929,44524,141384,0,106038.75,4856,31655,0,22164,0,0,0,0
Reimerswaal,2668463,2616753.94117181,51709.0979563284,2480885,2428986,51899,65515,63294,2221,446924,548207,564154,49770,33823,76692,193795,0,145347,36362,50478,0,37858.5,2661,109191,0,84860
Wûnseradiel,1218498,1215225.66481751,3272.086090207,1110929,1110673,256,84636,84636,0,528766,604878,451829,29315,182364,33201,88034,12233,66026.25,35618,47554,0,35522.25,2925,65954,10473,44640
Terneuzen,12677940,12375965.9412486,301973.662157862,12415856,12146815,269041,427605,420027,7578,3693357,4220191,3309937,0,910254,235711,674822,4538,506117.25,119949,252361,4144,188472,21002,124058,17966,90446
Tholen,2634784,2526345.18456285,108439.04061039,2842270,2781935,60335,102358,102078,280,733776,894772,542029,0,352743,209400,536141,960,402106.5,65562,134081,499,99762,20662,421784,56275,278516
Veere,1493410,1464721.45065897,28688.4449825037,1282339,1259659,22680,34741,25182,9559,465968,513828,401502,33166,145492,55857,308675,60,231507,41723,36153,0,27114.75,3672,45262,7645,29501
Vlissingen,17588636,17170912.0084736,417723.874337932,17879422,17439737,439685,500271,485792,14479,6356147,6415038,6085627,265340,594751,186214,586440,3338,439830.75,53959,171812,11458,127261.5,76827,343204,105431,184747
Lingewaal,887728,866351.198190622,21377.2734128239,802647,776933,25714,37672,37672,0,149111,231672,122703,0,108969,30237,92818,8462,69614.25,16022,0,0,0,0,47227,24079,498
De Ronde Venen,2802405,2666027.58442446,136377.827059385,3080241,2975250,104991,62493,60730,1763,377371,524683,354514,0,170169,49006,175761,0,131821.5,23080,56380,0,41613.75,18712,20517,35983,-11599
Tytsjerksteradiel,3721638,3712682.2530498,8955.8850426619,3716289,3698602,17687,106087,105447,640,2081378,2302380,1861720,107357,548017,154614,488881,1816,366661.5,64221,124484,0,93363,6706,187372,9672,278038
Aalburg,620174,612883.084309652,7291.1628899598,557455,551275,6180,16447,16447,0,135671,179379,134496,0,44883,22495,68026,0,51020.25,28297,72276,0,53408.25,428,60212,28997,24583
Asten,1303092,1263873.19393036,39218.3461631371,1603318,1558290,45028,24972,22533,2439,349244,467027,260684,0,206343,48337,130006,0,97505.25,33952,100907,0,75680.25,33660,402100,202763,152836
Baarle-Nassau,699839,656791.109593665,43048.0074615408,615229,587167,28062,27322,27322,0,167587,173721,140143,0,33578,36183,78218,6856,58664.25,17649,85553,0,64164.75,711,63745,107561,-30522
Bergen op Zoom,16581829,16123926.2351639,457902.637127628,16759224,16099615,659609,689905,665330,24575,4941736,5291249,5729351,0,-438102,351472,933157,2835,699868.5,72374,124432,645,93324,17245,178840,44555,106836
Best,4299098,4252193.49437124,46904.3469995711,4036295,3982219,54076,89024,89024,0,891866,1060258,882217,0,178041,188617,388505,1142,291379.5,13063,17196,0,12226.5,9539,56437,86153,-18276
Boekel,530388,525258.962945441,5128.8915682209,605143,600495,4648,3524,3524,0,116156,172278,81376,0,87117,24496,58715,0,44036.25,7284,16670,0,12129.75,1817,98615,3,75100
Boxmeer,2886878,2750127.58524583,136749.988502177,2946596,2834333,112263,130107,120205,9902,1089346,1293272,718069,0,575203,106544,387187,2072,290391,18425,35676,0,26757,42301,725633,199525,403356
Boxtel,4050828,3921316.83133174,129510.848179489,4038440,3890230,148210,135316,135316,0,1167572,1555702,758267,62775,860210,126101,294829,9330,221122.5,11587,38965,0,29223.75,6663,40355,49022,-5700
Breda,55299140,53901888.1985504,1397251.45785339,55254087,53858535,1395552,1842159,1794674,47485,19069544,22513775,16556556,664210,6621429,622657,1754436,28798,1315827.75,146032,376669,108,279145.5,25730,889434,263549,515011
Deurne,4228831,4095203.42466114,133627.300553879,3314576,3171718,142858,101426,97448,3978,1306889,1505021,1191933,0,313088,132205,431242,0,323432.25,45270,156087,362,57060,24947,677134,336740,262454
Pekela,4638750,4599532.82511507,39217.0122511558,3852787,3820798,31989,72647,72647,0,1825864,1976528,1474006,0,502522,144764,232702,1754,174526.5,11837,42183,301,31636.5,4469,17163,2784,11708
Dongen,2852248,2814805.09270512,37442.9093159845,2994975,2930419,64556,137639,128550,9089,781524,886181,675930,0,210251,89106,231972,743,173979.75,13302,57724,0,43293,3167,346911,207199,106858
Eersel,1315328,1308535.93084143,6792.2798089417,1431134,1420664,10470,83146,83146,0,369832,463909,157079,0,277374,107095,294651,0,220989,36860,74105,2281,55461,6304,148701,226818,-53369
Eindhoven,78712621,73318725.513156,5393895.85981614,75620714,73266432,2354282,2478975,2441283,37692,25185074,29592324,23831287,0,5761037,1414977,3195974,27825,2396980.5,95630,269439,1661,202078.5,81466,1187055,311370,659086
Etten-Leur,6391685,6216884.23218678,174801.161681648,6573224,6379925,193299,258798,258798,0,1712134,1596628,1551588,87989,133029,160772,307594,1901,232446,35242,49651,707,36912.75,42057,76629,85589,-3414
Geertruidenberg,2453344,2395030.73772158,58313.2961759023,2235485,2183202,52283,91979,91748,231,715192,863411,566692,0,296719,92633,207902,3010,155927.25,24016,64292,0,47994,12486,8597,45976,-29528
Gilze en Rijen,2623481,2561774.14491432,61706.7682564105,2872682,2831322,41360,125537,119780,5757,459881,552455,377785,0,174670,114921,336450,2314,252338.25,4857,4419,1888,2643.75,8762,184582,91759,72142
Goirle,2636958,2554287.03469835,82670.5289550215,2578824,2499683,79141,75544,75342,202,670162,760622,507482,37477,290617,138739,251075,3290,188307,13868,22335,0,16412.25,7141,80017,238561,-116122
Grave,1529462,1497952.19177312,31509.6688230205,1396316,1360864,35452,72313,72313,0,577742,652463,464270,8589,196782,20110,88350,0,66262.5,12909,48877,0,36285,2163,159180,17784,107257
Haaren,589304,588697.268585186,606.929951506,651931,640716,11215,28779,28779,0,234635,288198,166578,0,121620,44750,85292,0,63969.75,8997,25687,0,19265.25,8034,311396,129969,137532
Helmond,31130265,30555358.4999598,574906.726570149,29340731,28681277,659454,876427,876427,0,9493830,10568386,8451201,0,2117185,448108,2336930,16902,881349,71003,197529,3707,144978.75,38563,304870,105406,159298
's-Hertogenbosch,43916681,43088330.7684128,828350.003023197,42172076,41211231,960845,894844,859638,35206,19029620,21327377,18253455,0,3073922,574684,1332113,13296,999085.5,100562,218789,1147,164091.75,47095,642985,65048,440448
Heusden,5360251,5215676.57535767,144574.716184669,5717737,5535756,181981,148227,142664,5563,1212203,1407462,1276584,0,130878,183255,435380,21968,326535.75,36440,73591,15525,21774.75,6565,68158,67546,1658
Hilvarenbeek,870345,832671.185304433,37673.6760887549,781871,734153,47718,65151,64355,796,252901,313751,152637,5697,166811,72945,283708,0,212781.75,11400,33191,4740,24555.75,12654,217040,75360,107718
Lith,327247,327246.966652412,0,405954,405954,0,6554,6554,0,130397,149067,107777,0,41290,5702,70589,,52942.5,13491,22655,,16991.25,0,69251,348154,-206003
Loon op Zand,2124190,2062031.50296141,62158.964418082,1854164,1798558,55606,58195,54602,3593,587925,620527,709873,0,-89346,97676,184270,3991,138203.25,13373,20063,0,15047.25,4987,2604,14051,-8194
Mill en Sint Hubert,607156,600250.161668195,6905.6623273549,774934,771364,3570,44984,44984,0,272582,354955,196405,5299,163849,41623,90808,0,68106.75,5011,5226,0,3919.5,6226,115220,48516,51411
Nuenen c.a.,2807620,2750230.1501525,57390.2290848207,3107674,3057410,50264,97302,94603,2699,597037,711956,571989,15671,155638,123566,342407,0,256806,7406,38091,1800,28568.25,3867,42810,55901,-12648
Oirschot,1037207,1004217.57847145,32988.9772103175,1025289,992491,32798,13117,13117,0,437880,498030,220097,0,277933,68941,118593,0,88945.5,21729,76361,0,57270.75,13109,507059,79633,326404
Oisterwijk,2647236,2555445.53597542,91790.4851713872,2539882,2468542,71340,115914,114925,989,889508,1074065,429309,240,644996,111738,200064,0,150048.75,10536,20979,513,15734.25,4470,162441,170721,427
Oosterhout,8409218,8184888.86350294,224329.313548499,8749917,8428207,321710,305807,301628,4179,2401464,2775166,2129352,0,645814,174385,452324,4536,339243,3277,1,0,0,22068,532598,134702,308036
Oss,15702939,15295142.3685894,407796.90137286,15756076,15313777,442299,472495,459231,13264,5718090,7190531,5660355,0,1530176,369016,1498356,24893,1123767.75,58532,151248,1574,106394.25,23306,1002819,442612,51651
Rucphen,3514995,3473792.229257,41203.2071913589,3579095,3561195,17900,155875,155875,0,810875,920367,719355,0,201012,155968,436000,4520,327000.75,30365,73117,0,54465.75,3581,303347,26843,211377
Schijndel,2035773,1961156.44264709,74616.3684117399,2015996,1935672,80324,59499,59499,0,623481,704375,492028,1656,214003,77190,189295,0,141972,8881,28571,0,27930,2171,200368,39538,122388
Sint-Michielsgestel,1759567,1723804.85831666,35762.1802195064,2088640,2035850,52790,115664,110496,5168,591274,722372,597012,0,125360,126525,324888,1603,243666.75,12704,17243,0,12992.25,244,21613,11893,-1180
Sint-Oedenrode,1360143,1327134.43052362,33008.9858900375,1318266,1291575,26691,28502,28502,0,272924,343819,204702,0,139117,103204,178399,2747,133800,17582,30593,0,22944.75,25075,238563,112652,98399
Someren,1792178,1762280.15733807,29898.3031495716,1730237,1704982,25255,38720,38720,0,416743,514353,289630,0,224723,75177,266629,1442,199972.5,19026,48031,1071,36023.25,5665,130693,235853,-74782
Son en Breugel,1850369,1810294.60871159,40074.7176551522,1915450,1885741,29709,34595,34595,0,436821,496721,384216,0,112505,72145,135732,0,101799.75,8448,26175,0,19631.25,0,85861,7385,61848
Steenbergen,2464131,2409514.2475988,54617.0260756318,2650377,2567127,83250,130956,127323,3633,804197,979042,516522,24855,487375,140761,438485,779,328864.5,29616,106208,0,79321.5,14454,74188,81622,-2434
Waterland,835842,835842.189028455,0,1117041,1117041,0,11140,11140,0,244667,323401,271969,19766,71198,56307,80156,0,60117.75,10602,19855,0,12938.25,4588,7075,1160,4828
Tilburg,74001109,72464809.1818678,1536299.7766994,64819340,63086960,1732380,2266809,2165774,101035,28648787,32485795,22094248,0,10391547,1140154,3044394,10257,2283296.25,145630,467937,27909,350427,84459,1356211,513012,652636
Uden,6453872,6290934.28634713,162937.348519683,7931880,7480274,451606,1578689,1301575,277114,1825998,2272716,1274920,1156,998952,158933,414926,943,311195.25,28540,77457,0,58092.75,34362,315182,272613,35779
Valkenswaard,5389237,5303367.29920904,85869.2498862552,6063849,5978647,85202,101624,85305,16319,1163235,1465069,1031649,2022,435442,308468,553038,6807,414779.25,25143,41164,0,30873,17136,201482,85211,89025
Veghel,3609196,3461379.8729775,147816.122299305,3575604,3400698,174906,165534,161758,3776,1169355,1430843,885422,0,545421,75125,331051,586,248288.25,26220,52668,0,37923,3216,365529,435281,-49979
Veldhoven,5611122,5462865.65067726,148256.313253145,5628080,5473328,154752,186879,125764,61115,1705615,2004915,1358904,0,646011,278712,552469,2566,414352.5,39683,110879,1539,83159.25,24371,435639,99935,253064
Vught,2464235,2451304.42987386,12930.9427470308,2624849,2605857,18992,68216,68216,0,898479,1128916,747370,52227,433773,75214,158809,2693,119107.5,27313,38638,0,28978.5,3801,91310,15686,57108
Waalre,2125258,2041263.2819558,83995.103552484,2345988,2217093,128895,72698,69186,3512,352711,479964,242916,0,237048,97785,161931,1482,121449,10270,47421,0,35565.75,369,36633,9523,21267
Waalwijk,7823169,7551184.18000681,271984.65299356,7190790,6964456,226334,166504,157055,9449,2606591,2846816,2898418,148864,97262,267563,546258,4233,409694.25,39420,97479,0,73109.25,6961,63864,40989,19439
Werkendam,2005975,2002154.26050536,3820.3239145344,1959151,1953382,5769,123515,117858,5657,375557,407124,495715,1025,-87566,38712,94412,463,70809.75,32634,95154,375,70694.25,4697,96363,13155,64577
Woensdrecht,2255419,2228882.29187161,26536.8449566154,2651732,2597161,54571,61694,61694,0,605419,691162,559946,2974,134190,161089,548556,0,411417.75,22909,37091,0,27019.5,24950,379890,0,287376
Woudrichem,808369,800069.789972738,8299.6003478467,899830,864921,34909,36908,36908,0,211861,261508,259495,0,2013,30619,76811,1849,57609,16378,47802,0,35650.5,11840,536,3107,-1848
Zundert,1230416,1176560.74369478,53855.3623342913,1122031,1075237,46794,17487,17487,0,415386,484221,363121,9626,130726,78548,283177,0,212383.5,22748,58759,0,44069.25,4370,650507,275667,286233
Wormerland,1298610,1265574.51521001,33035.6641296641,1439270,1403580,35690,80790,80722,68,302289,412599,227706,0,184893,63005,141699,422,106275,14149,47319,244,34690.5,2278,98445,18272,60521
Onderbanken,948993,935043.241135406,13950.0515007683,1422228,1386933,35295,12782,12782,0,323176,448867,270635,6755,184987,54266,127557,0,95667.75,0,0,0,0,0,134910,31401,80511
Landgraaf,11643621,11524201.5562237,119419.804040713,12117383,11965287,152096,270619,266037,4582,3464291,4241851,2949863,176482,1468470,151533,485017,8609,363762.75,23652,37256,0,26941.5,4946,478772,83602,312470
Arcen en Velden,637266,632766.571110354,4499.2851130323,617988,616365,1623,15354,14008,1346,202217,246647,186661,28071,88057,20752,30315,479,22737,48909,43682,35,32761.5,11967,73199,147314,-54168
Beek,2388082,2364825.01208465,23256.7553945205,2557530,2529698,27832,41940,41940,0,652585,750912,459034,0,291878,79570,195853,0,146890.5,4551,19981,0,14187,2805,25812,3865,17634
Beesel,1778992,1718000.45672091,60991.7914344166,1954943,1891480,63463,38727,38727,0,363755,424340,324645,29849,129544,77231,120553,623,90415.5,31668,100122,0,75091.5,12673,25717,10617,11979
Bergen (L.),1175611,1136241.48850941,39369.0782170276,1301621,1261599,40022,23919,23919,0,247864,293034,211572,0,81462,70347,208725,544,156544.5,38481,54021,0,40515.75,20263,1544188,269229,964307
